    0.155199954088926306E+01    0.149406754970550537E+04   -0.390437960624694824E+01   -0.103550245165824890E+02   -0.259936511516571045E+01   -0.267339730262756348E+01   -0.456631758822288597E+06   -0.599146350544150419E+01    1
    0.155615784752368924E+01    0.158317303657531738E+04   -0.119505016207695007E+02   -0.117718740701675415E+02   -0.538816982507705688E+01   -0.290935498476028442E+01   -0.435186900798823335E+06   -0.599396350544151169E+01    1
    0.156270042849183066E+01    0.142044019699096680E+04   -0.290106755495071411E+01   -0.372703057527542114E+01   -0.321697795391082764E+01   -0.107883915305137634E+02   -0.419733519837364962E+06   -0.599646350544151474E+01    1
    0.153687204136848443E+01    0.159517681598663330E+04   -0.106593764424324036E+02   -0.635790729522705078E+01   -0.402498728036880493E+01   -0.686315530538558960E+01   -0.367242454644554062E+06   -0.599896350544151957E+01    1
    0.152476080744266485E+01    0.154308781623840332E+04   -0.304965972900390625E+01   -0.919445914030075073E+01   -0.258538138866424561E+01   -0.102442293167114258E+02   -0.360419468357896083E+06   -0.600146350544151552E+01    1
    0.152064031287431689E+01    0.155603809356689453E+04   -0.380923217535018921E+01   -0.357320827245712280E+01   -0.259388911724090576E+01   -0.930133551359176636E+01   -0.354409514369887125E+06   -0.600396350544151858E+01    1
    0.151507467321753486E+01    0.141799116134643555E+04   -0.585459345579147339E+01   -0.306045764684677124E+01   -0.417579162120819092E+01   -0.175185412168502808E+01   -0.294527644887572969E+06   -0.600646350544151630E+01    1
    0.155298309202194207E+01    0.110738735198974609E+04   -0.406616806983947754E+01   -0.490613776445388794E+01   -0.385277396440505981E+01   -0.430084657669067383E+01   -0.289019904674437421E+06   -0.600896350544152469E+01    1
    0.153164826555848110E+01    0.145887303352355957E+04   -0.159412741661071777E+01   -0.104057601094245911E+02   -0.372158408164978027E+01   -0.987896281480789185E+01   -0.270179306293716596E+06   -0.601146350544151886E+01    1
    0.153216801136136027E+01    0.151142129898071289E+04   -0.729436391592025757E+01   -0.518617355823516846E+01   -0.544927519559860229E+01   -0.695775395631790161E+01   -0.263546849824976933E+06   -0.601396350544150859E+01    1
    0.153115887147188179E+01    0.118251788616180420E+04   -0.611316061019897461E+01   -0.886672669649124146E+01   -0.229296296834945679E+01   -0.983837211132049561E+01   -0.261705371424031851E+06   -0.601646350544151520E+01    1
    0.154306099689602849E+01    0.113543696403503418E+04   -0.153031748533248901E+01   -0.638973784446716309E+01   -0.232396936416625977E+01   -0.152598690986633301E+01   -0.250892512970647804E+06   -0.601896350544151559E+01    1
