    0.154585836076140382E+01    0.130346148014068604E+04   -0.612731808423995972E+01   -0.467748928070068359E+01   -0.157783907651901245E+01   -0.107993483543395996E+03   -0.280290842056274414E+03   -0.246388527408146707E+06   -0.460515351937698814E+01    1
    0.155704438980817783E+01    0.119232146739959717E+04   -0.101418238878250122E+01   -0.778063344955444336E+01   -0.746028757095336914E+01    0.118444919586181641E+03    0.792823553085327148E+03   -0.228283043434850784E+06   -0.461515351937698259E+01    1
    0.152554263752102837E+01    0.131303639411926270E+04   -0.387208682298660278E+01   -0.110098481774330139E+02   -0.147989726066589355E+01    0.403206586837768555E+03    0.214670896530151367E+02   -0.226638160677894484E+06   -0.462515351937698149E+01    1
    0.155982607964873310E+01    0.722366046905517578E+03   -0.110053110718727112E+02   -0.150897538661956787E+01   -0.125818818807601929E+01    0.212074875831604004E+03    0.212188243865966797E+03   -0.191580963703851623E+06   -0.463515351937698661E+01    1
    0.152433756017088884E+01    0.519520235061645508E+03   -0.104421710968017578E+01   -0.246737861633300781E+01   -0.107370697855949402E+02    0.734221220016479492E+03    0.858382344245910645E+03   -0.151961002709947556E+06   -0.464515351937698728E+01    1
    0.155854071241021153E+01    0.716046190261840820E+03   -0.796212619543075562E+01   -0.447579526901245117E+01   -0.806101083755493164E+01   -0.441238403320312500E+03   -0.223500490188598633E+03   -0.147192430573165533E+06   -0.465515351937698174E+01    1
    0.153254457677006695E+01    0.141560907363891602E+04   -0.561282408237457275E+01   -0.501060920953750610E+01   -0.704152387380599976E+01    0.659961700439453125E+02   -0.369877696037292480E+03   -0.146307544100805913E+06   -0.466515351937698153E+01    1
    0.152157791116833674E+01    0.104554433822631836E+04   -0.419764447212219238E+01   -0.119522607326507568E+02   -0.429024994373321533E+01    0.749965667724609375E+03   -0.290841937065124512E+03   -0.135545031690957141E+06   -0.467515351937698398E+01    1
    0.152831426682472227E+01    0.781302976608276367E+03   -0.699818533658981323E+01   -0.831183475255966187E+01   -0.685403585433959961E+01   -0.340095281600952148E+03    0.477198004722595215E+03   -0.134178266581732256E+06   -0.468515351937698377E+01    1
    0.117036260097026812E+01    0.592542481422424316E+03   -0.112453265786170959E+02   -0.410144275426864624E+01   -0.172076314687728882E+01    0.194384813308715820E+03   -0.958199024200439453E+03   -0.129783690449068919E+06   -0.469515351937698444E+01    1
    0.149098296804428099E+01    0.107068886756896973E+04   -0.999250125885009766E+01   -0.648026293516159058E+01   -0.309385716915130615E+01   -0.843061447143554688E+03    0.624770879745483398E+03   -0.125400590858792042E+06   -0.470515351937698423E+01    1
    0.147820764148235306E+01    0.110756523609161377E+04   -0.383095389604568481E+01   -0.396579772233963013E+01   -0.229114353656768799E+01    0.540550708770751953E+03    0.815039873123168945E+02   -0.120566856881702275E+06   -0.471515351937698135E+01    1
    0.151821151944994925E+01    0.126169233322143555E+04   -0.283775722980499268E+01   -0.521667182445526123E+01   -0.474288064241409302E+01    0.280088067054748535E+03   -0.921763777732849121E+03   -0.116148429267039712E+06   -0.472515351937698025E+01    1
    0.150064813066720948E+01    0.550714969635009766E+03   -0.406936174631118774E+01   -0.282144790887832642E+01   -0.964662039279937744E+01   -0.675915360450744629E+03    0.951083660125732422E+03   -0.110557622217509968E+06   -0.473515351937698448E+01    1
    0.152354634997844673E+01    0.547769474983215332E+03   -0.944469559192657471E+01   -0.440058290958404541E+01   -0.111667015552520752E+02   -0.226124882698059082E+03    0.193635225296020508E+03   -0.109417351744946587E+06   -0.474515351937698782E+01    1
    0.119077958570122711E+01    0.135655434131622314E+04   -0.694915640354156494E+01   -0.807196414470672607E+01   -0.114200451374053955E+02   -0.812535047531127930E+03   -0.870616316795349121E+03   -0.109256806761331522E+06   -0.475515351937698494E+01    1
    0.118377319940328585E+01    0.860318565368652344E+03   -0.722817265987396240E+01   -0.132849758863449097E+01   -0.376582741737365723E+01    0.589198350906372070E+03   -0.836337804794311523E+03   -0.107908267040976454E+06   -0.476515351937698117E+01    1
    0.150414372981190669E+01    0.103080992698669434E+04   -0.353518444299697876E+01   -0.633443039655685425E+01   -0.956973153352737427E+01   -0.796270608901977539E+03    0.403774261474609375E+03   -0.105682667653167227E+06   -0.477515351937698451E+01    1
    0.153623757142424555E+01    0.943418478965759277E+03   -0.448067134618759155E+01   -0.102176249623298645E+02   -0.546231085062026978E+01   -0.193757653236389160E+03   -0.822324156761169434E+03   -0.105392276856586395E+06   -0.478515351937698341E+01    1
    0.143948162180185291E+01    0.153692595958709717E+04   -0.367857730388641357E+01   -0.754322808980941772E+01   -0.210682624578475952E+01    0.494733572006225586E+03   -0.132769227027893066E+03   -0.101464826607223993E+06   -0.479515351937697876E+01    1
    0.152124294875264154E+01    0.452746033668518066E+03   -0.770078563690185547E+01   -0.116897327899932861E+02   -0.160817080736160278E+01    0.898268461227416992E+03   -0.415696144104003906E+03   -0.101050777892528291E+06   -0.480515351937698032E+01    1
    0.149517476119995107E+01    0.798055124282836914E+03   -0.425424027442932129E+01   -0.311860799789428711E+01   -0.223821347951889038E+01   -0.524635553359985352E+03    0.113059401512145996E+03   -0.100321674819422129E+06   -0.481515351937698277E+01    1
    0.150507343034148189E+01    0.136823704242706299E+04   -0.724532121419906616E+01   -0.107047697901725769E+02   -0.540126252174377441E+01   -0.343302488327026367E+03   -0.196622371673583984E+03   -0.100173586895772925E+06   -0.482515351937698345E+01    1
    0.117714072972536066E+01    0.746106815338134766E+03   -0.889729642868041992E+01   -0.238334906101226807E+01   -0.965048938989639282E+01   -0.808183073997497559E+03   -0.208556294441223145E+03   -0.100116027471070483E+06   -0.483515351937698323E+01    1
    0.116368690014481535E+01    0.100548000335693359E+04   -0.101705026626586914E+02   -0.960424435138702393E+01   -0.445740753412246704E+01   -0.267061233520507812E+03    0.146520137786865234E+02   -0.948326865419873211E+05   -0.484515351937698480E+01    1
    0.118759000670313819E+01    0.135089123249053955E+04   -0.789110475778579712E+01   -0.351383316516876221E+01   -0.127193456888198853E+01   -0.956863164901733398E+03   -0.919495820999145508E+03   -0.888522108461880271E+05   -0.485515351937698814E+01    1
    0.121565613425374019E+01    0.567673182487487793E+03   -0.316436588764190674E+01   -0.883595502376556396E+01   -0.742058920860290527E+01    0.534616947174072266E+03   -0.780457377433776855E+03   -0.812453285382733739E+05   -0.486515351937698437E+01    1
    0.117953926863670344E+01    0.719516754150390625E+03   -0.763791197538375854E+01   -0.155733031034469604E+01   -0.298779249191284180E+01   -0.478130578994750977E+03    0.178114771842956543E+03   -0.790210092769766634E+05   -0.487515351937698149E+01    1
    0.147743516721725454E+01    0.551598739624023438E+03   -0.835710549354553223E+01   -0.161993646621704102E+01   -0.809322887659072876E+01   -0.616041541099548340E+03    0.843192338943481445E+03   -0.789900499876038666E+05   -0.488515351937698572E+01    1
    0.148081694135069841E+01    0.823273968696594238E+03   -0.774175792932510376E+01   -0.448583590984344482E+01   -0.918390446901321411E+01    0.775728225708007812E+03    0.144991874694824219E+03   -0.782164433584170765E+05   -0.489515351937698817E+01    1
    0.115591078557372073E+01    0.460761690139770508E+03   -0.342965412139892578E+01   -0.607521545886993408E+01   -0.217530572414398193E+01   -0.682783842086791992E+03    0.977154135704040527E+03   -0.779411365870844602E+05   -0.490515351937698973E+01    1
    0.122964803245067578E+01    0.890662360191345215E+03   -0.981384944915771484E+01   -0.575626021623611450E+01   -0.945745062828063965E+01   -0.122003436088562012E+03   -0.949129700660705566E+03   -0.751579581438254972E+05   -0.491515351937698775E+01    1
    0.120506088228821739E+01    0.124541397094726562E+04   -0.217232906818389893E+01   -0.898952752351760864E+01   -0.791546612977981567E+01    0.945945978164672852E+03   -0.684250473976135254E+03   -0.736506395472066361E+05   -0.492515351937698220E+01    1
    0.144224192692637443E+01    0.136631307601928711E+04   -0.282355451583862305E+01   -0.168378835916519165E+01   -0.585242521762847900E+01    0.255881547927856445E+03    0.582924604415893555E+03   -0.731745192333004670E+05   -0.493515351937698199E+01    1
    0.117981240978240964E+01    0.150228655338287354E+04   -0.117004573345184326E+01   -0.859302318096160889E+01   -0.683700203895568848E+01    0.844927072525024414E+03   -0.104182362556457520E+03   -0.720679300750267430E+05   -0.494515351937698799E+01    1
    0.123567128072977050E+01    0.712368202209472656E+03   -0.581842577457427979E+01   -0.385377186536788940E+01   -0.793162465095520020E+01    0.298815965652465820E+02   -0.934862375259399414E+03   -0.703202561780383403E+05   -0.495515351937699045E+01    1
    0.115568636755943288E+01    0.110368669033050537E+04   -0.921325075626373291E+01   -0.194329178333282471E+01   -0.572944343090057373E+01    0.996591925621032715E+03    0.509922862052917480E+03   -0.691389897679755813E+05   -0.496515351937698846E+01    1
    0.115571256383657439E+01    0.109013195037841797E+04   -0.119529694914817810E+02   -0.853052192926406860E+01   -0.963942003250122070E+01    0.775493264198303223E+03    0.745569229125976562E+03   -0.684695340796914534E+05   -0.497515351937698824E+01    1
    0.117357042987942695E+01    0.123720748424530029E+04   -0.625010842084884644E+01   -0.116013785600662231E+02   -0.978270995616912842E+01   -0.277873754501342773E+03    0.551969885826110840E+03   -0.675559690854435612E+05   -0.498515351937698359E+01    1
    0.115746931825876231E+01    0.696398472785949707E+03   -0.111717238426208496E+02   -0.454699242115020752E+01   -0.668227493762969971E+01    0.331647396087646484E+03    0.942524313926696777E+03   -0.673521903141445509E+05   -0.499515351937698426E+01    1
    0.117805740501880640E+01    0.835318875312805176E+03   -0.150574040412902832E+01   -0.646740102767944336E+01   -0.710523873567581177E+01   -0.631241798400878906E+03    0.630091428756713867E+03   -0.664354513271320320E+05   -0.500515351937698583E+01    1
    0.146991899845004070E+01    0.914219450950622559E+03   -0.259184676408767700E+01   -0.197652870416641235E+01   -0.470708733797073364E+01   -0.243299365043640137E+03    0.791751146316528320E+02   -0.659390648867660493E+05   -0.501515351937698384E+01    1
    0.116320938915610306E+01    0.975685954093933105E+03   -0.570996469259262085E+01   -0.116509628295898438E+02   -0.684517407417297363E+01    0.894513487815856934E+03    0.713893651962280273E+03   -0.632456708387593753E+05   -0.502515351937698451E+01    1
    0.150483712922930701E+01    0.893917703628540039E+03   -0.474248856306076050E+01   -0.120983916521072388E+01   -0.584282124042510986E+01   -0.364088177680969238E+03   -0.767099142074584961E+03   -0.623637648144379127E+05   -0.503515351937698608E+01    1
    0.122985048252940166E+01    0.712386584281921387E+03   -0.769050502777099609E+01   -0.413193774223327637E+01   -0.715736758708953857E+01    0.336635112762451172E+03   -0.570900321006774902E+03   -0.607404925729767783E+05   -0.504515351937698409E+01    1
    0.149490276219248752E+01    0.448684597015380859E+03   -0.773318660259246826E+01   -0.932760548591613770E+01   -0.581742328405380249E+01   -0.510385036468505859E+03   -0.451579093933105469E+02   -0.605494990836206707E+05   -0.505515351937698298E+01    1
    0.146013840696215613E+01    0.784385943412780762E+03   -0.106301671862602234E+02   -0.109166899919509888E+02   -0.110039197802543640E+02    0.116378307342529297E+03    0.642235279083251953E+03   -0.603933562799557913E+05   -0.506515351937698455E+01    1
    0.146974770201444604E+01    0.713942837715148926E+03   -0.551037859916687012E+01   -0.319989299774169922E+01   -0.892651420831680298E+01    0.502055764198303223E+03    0.376343727111816406E+02   -0.601135711921589391E+05   -0.507515351937697989E+01    1
    0.146384870379567134E+01    0.866407680511474609E+03   -0.702560007572174072E+01   -0.586238914728164673E+01   -0.102796908617019653E+02   -0.531300187110900879E+03    0.535155415534973145E+03   -0.589400531688525007E+05   -0.508515351937698501E+01    1
    0.149513724074363696E+01    0.455310583114624023E+03   -0.231318718194961548E+01   -0.111144094467163086E+02   -0.967639154195785522E+01    0.623211383819580078E+03   -0.693710088729858398E+03   -0.585484588412756202E+05   -0.509515351937699013E+01    1
    0.146171241926550843E+01    0.517877936363220215E+03   -0.905544406175613403E+01   -0.103920215964317322E+02   -0.869840794801712036E+01   -0.567307472229003906E+03    0.788181543350219727E+03   -0.557212567501291342E+05   -0.510515351937699080E+01    1
    0.116646161565184592E+01    0.156507291793823242E+04   -0.365887761116027832E+01   -0.865181738138198853E+01   -0.330840456485748291E+01    0.970824956893920898E+02    0.292849659919738770E+03   -0.529939066144406970E+05   -0.511515351937698348E+01    1
    0.122041241101026521E+01    0.705337023735046387E+03   -0.996140307188034058E+01   -0.375688958168029785E+01   -0.955029410123825073E+01    0.701669573783874512E+03   -0.170110940933227539E+03   -0.529408659809359015E+05   -0.512515351937698238E+01    1
    0.147990646276473981E+01    0.421741628646850586E+03   -0.110158244371414185E+02   -0.135928368568420410E+01   -0.495313745737075806E+01    0.232536196708679199E+03   -0.248873829841613770E+03   -0.494136616825433957E+05   -0.513515351937698394E+01    1
    0.120748481554985032E+01    0.511874794960021973E+03   -0.921969777345657349E+01   -0.592094534635543823E+01   -0.894376111030578613E+01    0.762170553207397461E+02    0.498635530471801758E+03   -0.482422909084648927E+05   -0.514515351937697751E+01    1
    0.147879805405139919E+01    0.982644391059875488E+03   -0.105381695032119751E+02   -0.377628701925277710E+01   -0.767939043045043945E+01   -0.699295997619628906E+02   -0.848367333412170410E+03   -0.459902200403775860E+05   -0.515515351937698085E+01    1
    0.142558566321730606E+01    0.158020987510681152E+04   -0.130299669504165649E+01   -0.203511899709701538E+01   -0.165398639440536499E+01    0.822302341461181641E+03   -0.723448276519775391E+03   -0.448631540221640462E+05   -0.516515351937698330E+01    1
    0.139078432214856140E+01    0.154236640930175781E+04   -0.450647515058517456E+01   -0.350361025333404541E+01   -0.100273261666297913E+02    0.771993160247802734E+03    0.940942168235778809E+03   -0.444620247215157942E+05   -0.517515351937698220E+01    1
    0.119272705290913561E+01    0.872506451606750488E+03   -0.102166782021522522E+02   -0.118026759028434753E+02   -0.116641289591789246E+02    0.239181876182556152E+03    0.891334891319274902E+03   -0.431786756051815537E+05   -0.518515351937698643E+01    1
    0.126396180199384678E+01    0.548241043090820312E+03   -0.397437036037445068E+01   -0.657256156206130981E+01   -0.969794410467147827E+01   -0.701980829238891602E+03   -0.560586094856262207E+03   -0.429702482749621631E+05   -0.519515351937698533E+01    1
    0.120145345079898824E+01    0.126148440837860107E+04   -0.895042318105697632E+01   -0.193522071838378906E+01   -0.482848966121673584E+01    0.944652676582336426E+03    0.202301859855651855E+03   -0.413768487419160083E+05   -0.520515351937697623E+01    1
    0.145782681636214240E+01    0.711739635467529297E+03   -0.678788065910339355E+01   -0.941342037916183472E+01   -0.107794314622879028E+01   -0.995496153831481934E+03    0.728428363800048828E+02   -0.407324073470121803E+05   -0.521515351937698224E+01    1
    0.123850891104340533E+01    0.634916877746582031E+03   -0.644385462999343872E+01   -0.358331251144409180E+01   -0.288811188936233521E+01    0.594244360923767090E+03   -0.265295386314392090E+03   -0.397786946054157597E+05   -0.522515351937697670E+01    1
    0.124591040427088728E+01    0.118150780200958252E+04   -0.340724396705627441E+01   -0.926083528995513916E+01   -0.546884769201278687E+01   -0.731416225433349609E+03   -0.359083652496337891E+03   -0.396885602883586835E+05   -0.523515351937698092E+01    1
    0.146398138623833640E+01    0.848177886009216309E+03   -0.850444471836090088E+01   -0.824383652210235596E+01   -0.358457136154174805E+01   -0.200723886489868164E+03   -0.545385599136352539E+03   -0.391863796601141876E+05   -0.524515351937698071E+01    1
    0.121595287148952469E+01    0.969438481330871582E+03   -0.697889149188995361E+01   -0.574408149719238281E+01   -0.538280856609344482E+01    0.752984762191772461E+03    0.259309768676757812E+03   -0.387857780627271713E+05   -0.525515351937698583E+01    1
    0.126465041415095314E+01    0.109767997264862061E+04   -0.114366652369499207E+02   -0.286228382587432861E+01   -0.725117224454879761E+01    0.480939149856567383E+03   -0.878918647766113281E+03   -0.386199522733118574E+05   -0.526515351937698739E+01    1
    0.126710921908020957E+01    0.144792168140411377E+04   -0.934514939785003662E+01   -0.125785446166992188E+01   -0.780492007732391357E+01   -0.153316855430603027E+03   -0.979252934455871582E+03   -0.385681183415411797E+05   -0.527515351937698007E+01    1
    0.139814773600101461E+01    0.120071706771850586E+04   -0.832862597703933716E+01   -0.284894591569900513E+01   -0.667637079954147339E+01    0.340979695320129395E+03    0.999800562858581543E+03   -0.376901153636931049E+05   -0.528515351937697542E+01    1
    0.119840396599173538E+01    0.700642228126525879E+03   -0.356116986274719238E+01   -0.116860270500183105E+02   -0.103314794301986694E+02    0.373087286949157715E+03    0.959343910217285156E+03   -0.374035012296878485E+05   -0.529515351937697609E+01    1
    0.125623166456222513E+01    0.475798153877258301E+03   -0.100148051977157593E+02   -0.915919756889343262E+01   -0.453355550765991211E+01   -0.474029183387756348E+03   -0.292583703994750977E+02   -0.333837487901494314E+05   -0.530515351937697677E+01    1
    0.144193704891800856E+01    0.443186855316162109E+03   -0.192755025625228882E+01   -0.694971239566802979E+01   -0.988748693466186523E+01    0.507289171218872070E+03    0.133701443672180176E+03   -0.332876291917850467E+05   -0.531515351937698188E+01    1
    0.120121855913400633E+01    0.103994560241699219E+04   -0.212978649139404297E+01   -0.347974520921707153E+01   -0.890016162395477295E+01    0.159104585647583008E+03    0.980012178421020508E+03   -0.304838241739792029E+05   -0.532515351937698078E+01    1
    0.121109523603916158E+01    0.131095628738403320E+04   -0.571234470605850220E+01   -0.110039466619491577E+02   -0.113178474903106689E+02    0.963581085205078125E+03    0.613371849060058594E+03   -0.304014988630191656E+05   -0.533515351937697613E+01    1
    0.121208136305809000E+01    0.852527928352355957E+03   -0.108074395060539246E+02   -0.101979836225509644E+02   -0.262491911649703979E+01    0.391092777252197266E+03    0.579618692398071289E+03   -0.303900831617623371E+05   -0.534515351937697680E+01    1
    0.128654921389818178E+01    0.693744945526123047E+03   -0.352064406871795654E+01   -0.548165124654769897E+01   -0.442559009790420532E+01    0.213971376419067383E+03   -0.889129757881164551E+03   -0.299603692005833109E+05   -0.535515351937698103E+01    1
    0.139852359668612469E+01    0.911642384529113770E+03   -0.827960884571075439E+01   -0.179805785417556763E+01   -0.115779737830162048E+02    0.254881858825683594E+03    0.957014799118041992E+03   -0.298725746503092087E+05   -0.536515351937698171E+01    1
    0.139441048956513391E+01    0.158270010948181152E+04   -0.890157914161682129E+01   -0.419454061985015869E+01   -0.800734251737594604E+01    0.272904157638549805E+03    0.516932964324951172E+03   -0.297153818890599687E+05   -0.537515351937698238E+01    1
    0.142354772408008556E+01    0.634134101867675781E+03   -0.184860461950302124E+01   -0.141717112064361572E+01   -0.937401115894317627E+01   -0.186329007148742676E+03    0.673885226249694824E+03   -0.294697970319260385E+05   -0.538515351937698128E+01    1
    0.127190918869972225E+01    0.410180377960205078E+03   -0.959541273117065430E+01   -0.944475919008255005E+01   -0.797729468345642090E+01    0.579063534736633301E+03   -0.354002118110656738E+03   -0.291792839757313595E+05   -0.539515351937698018E+01    1
    0.144196778944730752E+01    0.120194380283355713E+04   -0.486768120527267456E+01   -0.152056270837783813E+01   -0.112393234372138977E+02    0.236676096916198730E+03   -0.913231968879699707E+03   -0.289267020283449237E+05   -0.540515351937698263E+01    1
    0.124151611243486393E+01    0.912034773826599121E+03   -0.489897084236145020E+01   -0.230500924587249756E+01   -0.297193557024002075E+01    0.739547610282897949E+03   -0.168667793273925781E+03   -0.288730442964797658E+05   -0.541515351937698153E+01    1
    0.124231587651371944E+01    0.751121830940246582E+03   -0.788852673768997192E+01   -0.512200826406478882E+01   -0.111871204972267151E+02   -0.647695660591125488E+03    0.498633146286010742E+03   -0.286644806528507470E+05   -0.542515351937697865E+01    1
    0.122112734094858166E+01    0.103764805793762207E+04   -0.623250877857208252E+01   -0.858570152521133423E+01   -0.106462575197219849E+02   -0.342280030250549316E+03    0.940264701843261719E+03   -0.270889042750358421E+05   -0.543515351937697933E+01    1
    0.129758307124972339E+01    0.455358147621154785E+03   -0.741918808221817017E+01   -0.333630317449569702E+01   -0.725339424610137939E+01   -0.967939496040344238E+03   -0.683893918991088867E+03   -0.269912918292219256E+05   -0.544515351937698178E+01    1
    0.128121827149987211E+01    0.104993364810943604E+04   -0.943358623981475830E+01   -0.177835488319396973E+01   -0.113414981365203857E+02   -0.682717561721801758E+03   -0.706517100334167480E+03   -0.265780379949926246E+05   -0.545515351937698245E+01    1
    0.125374834011197089E+01    0.101270451545715332E+04   -0.632239264249801636E+01   -0.943257129192352295E+01   -0.100890242457389832E+02    0.744394898414611816E+03   -0.264900922775268555E+02   -0.255703669791828652E+05   -0.546515351937698401E+01    1
    0.127329678946137426E+01    0.122525391578674316E+04   -0.703574562072753906E+01   -0.291402781009674072E+01   -0.338778817653656006E+01   -0.979644536972045898E+03   -0.852727174758911133E+03   -0.251678920799184198E+05   -0.547515351937698025E+01    1
    0.127002001914381979E+01    0.156030302047729492E+04   -0.146102041006088257E+01   -0.983052921295166016E+01   -0.512758982181549072E+01   -0.515040755271911621E+03   -0.655070304870605469E+03   -0.251315422366332714E+05   -0.548515351937698004E+01    1
    0.126552257035374627E+01    0.128358395099639893E+04   -0.184935009479522705E+01   -0.113084782361984253E+02   -0.915769022703170776E+01   -0.848382234573364258E+03   -0.287371039390563965E+03   -0.248716210921810562E+05   -0.549515351937697805E+01    1
    0.128046944192647927E+01    0.893109893798828125E+03   -0.960498982667922974E+01   -0.823459905385971069E+01   -0.895923840999603271E+01    0.643355369567871094E+03   -0.526656389236450195E+03   -0.245744829774147656E+05   -0.550515351937697694E+01    1
    0.128026045492887475E+01    0.147361395359039307E+04   -0.259488832950592041E+01   -0.333591043949127197E+01   -0.103463797569274902E+02    0.622827410697937012E+03   -0.827638268470764160E+03   -0.240287625792033359E+05   -0.551515351937698295E+01    1
    0.144195362207293498E+01    0.415497589111328125E+03   -0.895709902048110962E+01   -0.705812627077102661E+01   -0.775027942657470703E+01    0.292072296142578125E+03   -0.136132717132568359E+03   -0.236255165116546341E+05   -0.552515351937698185E+01    1
    0.122966156800389270E+01    0.137386281490325928E+04   -0.935674393177032471E+01   -0.100618396401405334E+02   -0.494748771190643311E+01   -0.896164655685424805E+03    0.847043752670288086E+03   -0.234347410614541513E+05   -0.553515351937698163E+01    1
    0.142781847057938549E+01    0.513107395172119141E+03   -0.390807223320007324E+01   -0.111129243969917297E+02   -0.845690280199050903E+01    0.940830588340759277E+03   -0.142436861991882324E+03   -0.231660214968594337E+05   -0.554515351937698142E+01    1
    0.139463184567689891E+01    0.152817730903625488E+04   -0.748199355602264404E+01   -0.147017985582351685E+01   -0.416166496276855469E+01    0.877954721450805664E+03   -0.369012236595153809E+03   -0.230161979848573246E+05   -0.555515351937698032E+01    1
    0.140605852568149547E+01    0.110129981040954590E+04   -0.940621936321258545E+01   -0.422529983520507812E+01   -0.104777269959449768E+02   -0.259420871734619141E+03    0.552695870399475098E+03   -0.228410636562514119E+05   -0.556515351937698544E+01    1
    0.144470989326238630E+01    0.562861800193786621E+03   -0.143632334470748901E+01   -0.921416014432907104E+01   -0.212359517812728882E+01   -0.432573080062866211E+03   -0.318554639816284180E+03   -0.226663234533121249E+05   -0.557515351937698611E+01    1
    0.124230557296872135E+01    0.148612406253814697E+04   -0.778574359416961670E+01   -0.583947873115539551E+01   -0.274206954240798950E+01   -0.536157488822937012E+03   -0.430819749832153320E+03   -0.224346918289451023E+05   -0.558515351937698146E+01    1
    0.127518374764323217E+01    0.111784253120422363E+04   -0.103325127363204956E+02   -0.189094984531402588E+01   -0.488687866926193237E+01    0.550328731536865234E+03   -0.540670990943908691E+03   -0.218706897561239748E+05   -0.559515351937697680E+01    1
    0.141818766930699347E+01    0.684130334854125977E+03   -0.609639102220535278E+01   -0.109678189754486084E+02   -0.189682054519653320E+01   -0.183845162391662598E+03    0.109688401222229004E+03   -0.216502766556299830E+05   -0.560515351937697748E+01    1
    0.142453769062757485E+01    0.921117162704467773E+03   -0.975858330726623535E+01   -0.117910944819450378E+02   -0.495450514554977417E+01    0.785171270370483398E+03   -0.435464501380920410E+03   -0.212191389396420200E+05   -0.561515351937697904E+01    1
    0.124539218941926944E+01    0.942539644241333008E+03   -0.947945493459701538E+01   -0.107100005745887756E+02   -0.195887136459350586E+01   -0.773139715194702148E+03    0.320109009742736816E+03   -0.210390307493859764E+05   -0.562515351937698060E+01    1
    0.121128057834506020E+01    0.105923404693603516E+04   -0.641629499197006226E+01   -0.645966696739196777E+01   -0.186598330736160278E+01    0.521510004997253418E+03    0.668702721595764160E+03   -0.210098956058250842E+05   -0.563515351937698039E+01    1
    0.130403654113411882E+01    0.147721219062805176E+04   -0.754142767190933228E+01   -0.110582339763641357E+01   -0.616096347570419312E+01    0.630860209465026855E+03   -0.999544858932495117E+03   -0.203483548393668752E+05   -0.564515351937698284E+01    1
    0.141085339213013627E+01    0.102744064331054688E+04   -0.957308518886566162E+01   -0.117514184117317200E+02   -0.499373865127563477E+01    0.192335605621337891E+03    0.192903399467468262E+03   -0.203465846448046213E+05   -0.565515351937698085E+01    1
    0.145009366562962505E+01    0.664865708351135254E+03   -0.704896092414855957E+01   -0.981036400794982910E+01   -0.110754401683807373E+02    0.785838365554809570E+02   -0.753232955932617188E+03   -0.200197371733841464E+05   -0.566515351937697975E+01    1
    0.124637306746244425E+01    0.688882923126220703E+03   -0.376317334175109863E+01   -0.327833247184753418E+01   -0.368202143907546997E+01   -0.294205784797668457E+03    0.568387866020202637E+03   -0.199772262035359709E+05   -0.567515351937697954E+01    1
    0.123285894756317127E+01    0.121298413276672363E+04   -0.800602400302886963E+01   -0.148926979303359985E+01   -0.209935510158538818E+01   -0.347595572471618652E+03    0.522609949111938477E+03   -0.198382558160225708E+05   -0.568515351937697666E+01    1
