    0.131697100171762438E+01    0.146465153329602958E+04   -0.710539255927728597E+01   -0.911653707021914528E+01   -0.433780092136530993E+01   -0.201747825923194000E+03   -0.128316616217820979E+03    0.275317926227670569E+03    0.440665966046146821E+03
    0.132101016786247394E+01    0.130678402982974012E+04   -0.676194325282326592E+01   -0.888018925418275629E+01   -0.408545095554622062E+01   -0.328668542987689875E+03   -0.144696717319033837E+03    0.256114253041213033E+03    0.440838375700231836E+03
    0.133887223058876792E+01    0.120171890182781340E+04   -0.508736443855531117E+01   -0.639828055595109380E+01   -0.394308935908569147E+01   -0.661603894611283067E+03   -0.677505040195715310E+03   -0.103332277333476441E+03    0.441127912504000676E+03
    0.134291400114730575E+01    0.137080315474261579E+04   -0.556393713521673394E+01   -0.710970848961739499E+01   -0.396966596869118327E+01   -0.903207313818042280E+03   -0.955284240025280610E+03   -0.399731664328205397E+03    0.441387524919922384E+03
    0.134408044758070488E+01    0.134259343826670829E+04   -0.505715877710660600E+01   -0.769100627093940847E+01   -0.369251917101449223E+01   -0.866838594073331024E+03   -0.928354795615892613E+03   -0.469261581719295350E+03    0.442074478041661962E+03
    0.130623596610564818E+01    0.138560131252863721E+04   -0.508256985983892307E+01   -0.679529743804060882E+01   -0.412137690198072537E+01   -0.179269286439384473E+03   -0.750877597453041972E+02    0.523476676604668683E+03    0.442527938214403605E+03
    0.132842053062635057E+01    0.116720878358350660E+04   -0.530586448160180080E+01   -0.803291525237947113E+01   -0.356589967700222843E+01   -0.356431021012402198E+03   -0.398559169337727099E+03    0.722177678393095448E+02    0.442635839671568306E+03
    0.132429141095244862E+01    0.153884246982224636E+04   -0.564434186812123251E+01   -0.805647318056966455E+01   -0.408934632513384688E+01   -0.576362341999743307E+03   -0.501612856183304302E+03   -0.547651817680374506E+02    0.442864928305555395E+03
    0.129678075967460393E+01    0.147705763180720351E+04   -0.494839436506370944E+01   -0.656199738212723194E+01   -0.370864108917659863E+01    0.144810114725676158E+03    0.326790059441832454E+02    0.487937197653330031E+03    0.443243824477563408E+03
    0.134395010472438714E+01    0.136993464480288094E+04   -0.657214513082462926E+01   -0.779165339911074284E+01   -0.420106055701381020E+01   -0.954950084357194214E+03   -0.805428392040873405E+03   -0.312161150780400703E+03    0.443526135227603731E+03
    0.129218931677701510E+01    0.131910752235917198E+04   -0.475822181199379468E+01   -0.710055399714720714E+01   -0.341970220642151723E+01    0.303904880150206054E+03    0.197300615048480267E+03    0.686291478567092099E+03    0.443592912278193467E+03
    0.132446962241584654E+01    0.129601591379045408E+04   -0.480301582364082247E+01   -0.596569529822222488E+01   -0.341818725684906610E+01   -0.391022521880565364E+03   -0.562402077563575631E+03   -0.793254058981335675E+01    0.443634131346728225E+03
    0.133348160528647552E+01    0.143397354044489703E+04   -0.616670010088197795E+01   -0.776143121463307040E+01   -0.418397163345530743E+01   -0.614961783092099949E+03   -0.554188818372933383E+03   -0.106116006866331304E+03    0.443731327777210083E+03
    0.134824567515177152E+01    0.130435970180896425E+04   -0.566495290581496569E+01   -0.751967570196875723E+01   -0.370717495949078213E+01   -0.986009337218011865E+03   -0.931360575703946211E+03   -0.469787937409790402E+03    0.443766326900307433E+03
    0.131202350379813515E+01    0.146061970039661651E+04   -0.617639241661485450E+01   -0.729924345613054371E+01   -0.419393956920118782E+01   -0.710477239195248558E+02   -0.180053634715553358E+03    0.342987068504220815E+03    0.443954422562986849E+03
    0.134074362340800368E+01    0.126484880311094275E+04   -0.609697596403388609E+01   -0.684274675878848804E+01   -0.385342204515129083E+01   -0.701111628843714016E+03   -0.704585000195971929E+03   -0.251544572158087135E+03    0.444096348348197580E+03
    0.128935559006932432E+01    0.158560390941799483E+04   -0.547741982389176840E+01   -0.666725567136845942E+01   -0.398605884624042339E+01    0.249004248278481555E+03    0.201055262041883225E+03    0.651310173374915621E+03    0.444195326962084039E+03
    0.132897176123600391E+01    0.122005820932335678E+04   -0.545359688103991136E+01   -0.694781531563199550E+01   -0.345411966608868326E+01   -0.461271049197195225E+03   -0.424233465937469077E+03   -0.287481534798696430E+02    0.444332165089011141E+03
    0.131838681736509100E+01    0.141865682009896614E+04   -0.550776679444001793E+01   -0.815112810586557224E+01   -0.404835118426843543E+01   -0.398806327530576482E+03   -0.315794659164347422E+03    0.188336362695328262E+03    0.444360369049609176E+03
    0.129839368587498782E+01    0.141555873338137440E+04   -0.546020740029797125E+01   -0.733446835855188795E+01   -0.419691304701896151E+01    0.929627660769856448E+02    0.196340160548276799E+03    0.704400721400364773E+03    0.444379557299751411E+03
    0.131648395103580151E+01    0.152317568728077504E+04   -0.596973799590691900E+01   -0.825868278980756543E+01   -0.390630186590502859E+01   -0.329761006240755592E+03   -0.253194752772918605E+03    0.658313765408054223E+02    0.444468707680429532E+03
    0.133031437805078845E+01    0.148625563241605073E+04   -0.646300726462401443E+01   -0.720982247536595899E+01   -0.413840114686082572E+01   -0.632391804236541589E+03   -0.559759244485230738E+03   -0.149320579926603386E+03    0.444684947700854480E+03
    0.129384152166731647E+01    0.122570976466424349E+04   -0.504936864338588176E+01   -0.630136897257866302E+01   -0.337366301025483573E+01    0.342162115963866654E+03    0.247924257045459399E+03    0.746760819492041946E+03    0.444715296841980944E+03
    0.133269883489300733E+01    0.151605643469208212E+04   -0.604430884117005007E+01   -0.829321142463938976E+01   -0.429889164076368857E+01   -0.654448097208475019E+03   -0.643458570165115020E+03   -0.177712074436665148E+03    0.444769602553696870E+03
    0.130852375530503084E+01    0.147378256032110221E+04   -0.533350090869268545E+01   -0.684525383202519677E+01   -0.371597942944599779E+01   -0.152438548852089411E+03   -0.145394944523230265E+03    0.246505611825606593E+03    0.444844803483150429E+03
    0.132842884536088146E+01    0.141488656683503450E+04   -0.606161202675865418E+01   -0.699075268764123070E+01   -0.387259640711646469E+01   -0.517955591884578780E+03   -0.557125354894131078E+03   -0.130920441905035432E+03    0.444933497782863014E+03
