    0.155691787977218610E+01    0.157776563167572021E+04   -0.117439177632331848E+02   -0.655065560340881348E+01   -0.265687620639801025E+01   -0.591899037361145020E+03   -0.326651993842520518E+06   -0.460515351937698814E+01    1
    0.155529599486589420E+01    0.128751986026763916E+04   -0.282947504520416260E+01   -0.433135861158370972E+01   -0.466287547349929810E+01    0.950195908546447754E+03   -0.247218533270125510E+06   -0.461515351937698259E+01    1
    0.155764313755631445E+01    0.107527995109558105E+04   -0.344700264930725098E+01   -0.766957664489746094E+01   -0.809241390228271484E+01    0.817392587661743164E+03   -0.202188517327787791E+06   -0.462515351937698149E+01    1
    0.150531172412037839E+01    0.148650472164154053E+04   -0.204052549600601196E+01   -0.118974305987358093E+02   -0.237799108028411865E+01   -0.228738427162170410E+03   -0.197637511159066285E+06   -0.463515351937698661E+01    1
    0.155166941433548899E+01    0.112112777233123779E+04   -0.105948197841644287E+01   -0.393386554718017578E+01   -0.118462610244750977E+01    0.537119746208190918E+03   -0.196488790251434228E+06   -0.464515351937698728E+01    1
    0.149700978854298583E+01    0.120513155460357666E+04   -0.971230417490005493E+01   -0.459507131576538086E+01   -0.191270762681961060E+01    0.196954488754272461E+03   -0.153829618968443101E+06   -0.465515351937698174E+01    1
    0.152578034808039664E+01    0.710066652297973633E+03   -0.937107187509536743E+01   -0.180220288038253784E+01   -0.855335366725921631E+01    0.838346362113952637E+03   -0.136299358639653714E+06   -0.466515351937698153E+01    1
    0.152642745444774608E+01    0.107889006137847900E+04   -0.102248417139053345E+02   -0.801010149717330933E+01   -0.997889059782028198E+01    0.517012119293212891E+03   -0.133119901952130807E+06   -0.467515351937698398E+01    1
    0.152581662919521310E+01    0.687477517127990723E+03   -0.118399758934974670E+02   -0.942256081104278564E+01   -0.396988111734390259E+01    0.571072936058044434E+03   -0.125683106492841369E+06   -0.468515351937698377E+01    1
    0.148280316835641846E+01    0.145447077751159668E+04   -0.102004403471946716E+02   -0.352519232034683228E+01   -0.452131187915802002E+01    0.641891479492187500E+03   -0.122093732246122629E+06   -0.469515351937698444E+01    1
    0.151848412597775440E+01    0.137714591026306152E+04   -0.529049026966094971E+01   -0.932406693696975708E+01   -0.909747785329818726E+01   -0.678027749061584473E+03   -0.118510718450996370E+06   -0.470515351937698423E+01    1
    0.150771714016199088E+01    0.126037797927856445E+04   -0.683646702766418457E+01   -0.522118467092514038E+01   -0.651219707727432251E+01    0.342828392982482910E+03   -0.118081757405575816E+06   -0.471515351937698135E+01    1
    0.152416952004432660E+01    0.116427078247070312E+04   -0.943465626239776611E+01   -0.811508828401565552E+01   -0.553224194049835205E+01   -0.970638155937194824E+03   -0.117866436975787423E+06   -0.472515351937698025E+01    1
    0.116058521718978880E+01    0.429799199104309082E+03   -0.656755894422531128E+01   -0.659299951791763306E+01   -0.100145435929298401E+02   -0.816863656044006348E+03   -0.117240104298303995E+06   -0.473515351937698448E+01    1
    0.149239022816419586E+01    0.131606779098510742E+04   -0.565279781818389893E+01   -0.196546065807342529E+01   -0.486704391241073608E+01    0.141915082931518555E+02   -0.116785295221279419E+06   -0.474515351937698782E+01    1
    0.153543537726402279E+01    0.559322929382324219E+03   -0.707051873207092285E+01   -0.639916282892227173E+01   -0.100499874353408813E+02   -0.450656175613403320E+03   -0.113903339654258496E+06   -0.475515351937698494E+01    1
    0.149389308768510798E+01    0.925032258033752441E+03   -0.719169092178344727E+01   -0.551151221990585327E+01   -0.301271575689315796E+01    0.839334368705749512E+03   -0.112489417865942742E+06   -0.476515351937698117E+01    1
    0.115847597946524616E+01    0.617256498336791992E+03   -0.210341817140579224E+01   -0.592567783594131470E+01   -0.997513699531555176E+01   -0.499626278877258301E+03   -0.110170479548744479E+06   -0.477515351937698451E+01    1
    0.115680648926496499E+01    0.840149354934692383E+03   -0.648603725433349609E+01   -0.521385121345520020E+01   -0.348548477888107300E+01   -0.646784543991088867E+03   -0.105450031501315243E+06   -0.478515351937698341E+01    1
    0.116360148278474806E+01    0.635799074172973633E+03   -0.236093562841415405E+01   -0.416275399923324585E+01   -0.115958285331726074E+01   -0.507227897644042969E+03   -0.101526560628329666E+06   -0.479515351937697876E+01    1
