    0.155746214509606351E+01    0.140088181495666504E+04   -0.359723395109176636E+01   -0.288639727066517691E+06   -0.599146350544150419E+01    1
    0.156184722692370404E+01    0.130877754688262939E+04   -0.355395573377609253E+01   -0.286362554539634322E+06   -0.599396350544151169E+01    1
    0.156246104117631890E+01    0.149674925804138184E+04   -0.592867743968963623E+01   -0.241754630472911551E+06   -0.599646350544151474E+01    1
    0.152100278381109222E+01    0.143398649692535400E+04   -0.316790443658828735E+01   -0.226934580793524015E+06   -0.599896350544151957E+01    1
    0.153522427609562850E+01    0.103170464038848877E+04   -0.211627221107482910E+01   -0.221737090951979102E+06   -0.600146350544151552E+01    1
    0.156156154655814161E+01    0.127670891284942627E+04   -0.855245280265808105E+01   -0.220079313955117861E+06   -0.600396350544151858E+01    1
    0.153814999685883502E+01    0.140710890293121338E+04   -0.437433850765228271E+01   -0.216112171463475446E+06   -0.600646350544151630E+01    1
    0.152315532558560363E+01    0.111774003505706787E+04   -0.181814241409301758E+01   -0.213612892668359564E+06   -0.600896350544152469E+01    1
    0.155632144060134880E+01    0.134985103607177734E+04   -0.118089852333068848E+02   -0.213150288449154817E+06   -0.601146350544151886E+01    1
    0.155306792616248113E+01    0.134197478294372559E+04   -0.103092358112335205E+02   -0.206300075261027436E+06   -0.601396350544150859E+01    1
    0.153911845718622198E+01    0.111211426258087158E+04   -0.361297678947448730E+01   -0.206115533519372140E+06   -0.601646350544151520E+01    1
    0.154408653983473765E+01    0.811151742935180664E+03   -0.169827759265899658E+01   -0.205444256451842666E+06   -0.601896350544151559E+01    1
    0.156022395687103255E+01    0.692093634605407715E+03   -0.101352214813232422E+01   -0.204442852738540445E+06   -0.602146350544152753E+01    1
    0.152871841365694983E+01    0.113470067977905273E+04   -0.109731435775756836E+01   -0.201682850248141825E+06   -0.602396350544153325E+01    1
    0.155227190440893148E+01    0.673298501968383789E+03   -0.233081567287445068E+01   -0.199174673228727246E+06   -0.602646350544152298E+01    1
    0.155611308542489990E+01    0.106915228366851807E+04   -0.115820879936218262E+02   -0.198941546154189215E+06   -0.602896350544150561E+01    1
    0.151506342194080346E+01    0.113740026950836182E+04   -0.159463751316070557E+01   -0.198015552068213117E+06   -0.603146350544150955E+01    1
    0.154769299929141990E+01    0.136453394889831543E+04   -0.117336981296539307E+02   -0.196948199017700623E+06   -0.603396350544152682E+01    1
    0.154705964718461031E+01    0.138392860889434814E+04   -0.110713666081428528E+02   -0.196653480192045798E+06   -0.603646350544153165E+01    1
    0.149765828005671486E+01    0.132206363677978516E+04   -0.167843627929687500E+01   -0.194102567011203966E+06   -0.603896350544152227E+01    1
    0.154168510912656775E+01    0.120378637313842773E+04   -0.498374849557876587E+01   -0.192423045226296235E+06   -0.604146350544151556E+01    1
    0.155632569324374170E+01    0.918847012519836426E+03   -0.100178847908973694E+02   -0.192121650517518894E+06   -0.604396350544152039E+01    1
    0.150751736317276941E+01    0.113383543491363525E+04   -0.139388632774353027E+01   -0.176840334124767920E+06   -0.604646350544152966E+01    1
    0.154755771666169162E+01    0.930910873413085938E+03   -0.954581600427627563E+01   -0.176776090201851941E+06   -0.604896350544152206E+01    1
    0.153286758318543415E+01    0.146127715110778809E+04   -0.938711041212081909E+01   -0.173890856854666577E+06   -0.605146350544152156E+01    1
    0.155126925283670403E+01    0.563025522232055664E+03   -0.432803708314895630E+01   -0.172342323385189869E+06   -0.605396350544152995E+01    1
    0.155130286086201652E+01    0.612338757514953613E+03   -0.572917985916137695E+01   -0.170749646280313056E+06   -0.605646350544151790E+01    1
    0.151331838051080680E+01    0.139943528175354004E+04   -0.433773022890090942E+01   -0.168239783935199142E+06   -0.605896350544151829E+01    1
    0.155276404448747618E+01    0.501446294784545898E+03   -0.112762883901596069E+02   -0.166478380478412233E+06   -0.606146350544153112E+01    1
    0.153481842820644365E+01    0.120471899509429932E+04   -0.925132834911346436E+01   -0.166394929664180789E+06   -0.606396350544153950E+01    1
    0.152946449723839750E+01    0.122488648891448975E+04   -0.549599689245223999E+01   -0.165614884455256077E+06   -0.606646350544153368E+01    1
    0.153318116088509537E+01    0.124049143791198730E+04   -0.747311341762542725E+01   -0.165454259817155573E+06   -0.606896350544153407E+01    1
    0.153430035915970775E+01    0.110578589439392090E+04   -0.587131649255752563E+01   -0.165402362504453456E+06   -0.607146350544153712E+01    1
    0.152644677359461767E+01    0.138361318111419678E+04   -0.721989113092422485E+01   -0.160099998885439563E+06   -0.607396350544151886E+01    1
    0.152212922372817983E+01    0.130719904899597168E+04   -0.537901628017425537E+01   -0.158722281498036347E+06   -0.607646350544150149E+01    1
    0.154025695030689214E+01    0.799973583221435547E+03   -0.113500543832778931E+02   -0.157979527845068456E+06   -0.607896350544150277E+01    1
    0.152682521016597739E+01    0.132476150989532471E+04   -0.765264183282852173E+01   -0.157969937401945004E+06   -0.608146350544151737E+01    1
