    0.131935235779417126E+01    0.131689291642846774E+04   -0.516425726736200641E+01   -0.740213694504962305E+01   -0.320454354574369837E+01   -0.378283815505564121E+03    0.441229668290732718E+03
    0.133048857139079502E+01    0.142171007926647462E+04   -0.619607031008429487E+01   -0.712341530660749456E+01   -0.427057314446811187E+01   -0.583441689044101167E+03    0.442869197996690389E+03
    0.132935252406823912E+01    0.127193416243753313E+04   -0.598905107449220964E+01   -0.723247445136778566E+01   -0.368261944227709570E+01   -0.453131407360701132E+03    0.443621863909773595E+03
    0.133244768738368746E+01    0.131978579093522399E+04   -0.574802478122011884E+01   -0.847274136913700815E+01   -0.419761077005667538E+01   -0.494911546517402542E+03    0.443743357993539064E+03
    0.133032263432841469E+01    0.123417452020419887E+04   -0.636030969609211905E+01   -0.751576833093816266E+01   -0.368451581842727549E+01   -0.426088266736078140E+03    0.443802322975041136E+03
    0.133497146894346330E+01    0.123534467225079288E+04   -0.609588321141299883E+01   -0.829954953910751847E+01   -0.411629691019067678E+01   -0.492853643872964938E+03    0.444132765307170757E+03
    0.132269899453724671E+01    0.134761776627913900E+04   -0.577785259749218927E+01   -0.787454577783369558E+01   -0.363185802125841839E+01   -0.332774546989362989E+03    0.444633602092675005E+03
    0.132768631212861732E+01    0.120459061327926975E+04   -0.524695907489784474E+01   -0.758945318574648198E+01   -0.339973191454773094E+01   -0.456015454441999623E+03    0.444688192763095060E+03
    0.132618238938208655E+01    0.134682017333419185E+04   -0.568134510567470574E+01   -0.715135371158970834E+01   -0.381075636882076196E+01   -0.531063021481526448E+03    0.444999584335045597E+03
    0.132669714931540450E+01    0.141315703803626047E+04   -0.537876463297020191E+01   -0.696816290817289197E+01   -0.412629698303435788E+01   -0.498479827740101825E+03    0.445231061488967782E+03
    0.132087583811048215E+01    0.150820452404631328E+04   -0.530315599654446057E+01   -0.651446963670114165E+01   -0.396081662549803326E+01   -0.531000485891928292E+03    0.445319515419346658E+03
    0.133044876692502134E+01    0.134011984765286616E+04   -0.531970983473010506E+01   -0.707924285050331115E+01   -0.414872370154240944E+01   -0.525792262649162808E+03    0.445362886215465551E+03
    0.132928352206857880E+01    0.149617973611527486E+04   -0.585905471848972859E+01   -0.724549747493075369E+01   -0.443899948885195439E+01   -0.613057392392084694E+03    0.445479266324425794E+03
    0.133012283842410484E+01    0.140717456205080043E+04   -0.645976040465766221E+01   -0.730204027769029995E+01   -0.425580612442936701E+01   -0.537788593334315806E+03    0.445553614766112162E+03
    0.132496122061126953E+01    0.146535388575053662E+04   -0.663565910374003565E+01   -0.778175926435476395E+01   -0.408304307995468285E+01   -0.400665447883369325E+03    0.445844441077685701E+03
    0.132672376927692204E+01    0.121246463912389004E+04   -0.482406662628121286E+01   -0.664425918096887802E+01   -0.329767458677352820E+01   -0.497983306417497431E+03    0.445849251957848367E+03
    0.132719336620837525E+01    0.126564834291183206E+04   -0.541051066210980647E+01   -0.669773203717114463E+01   -0.367594306461649190E+01   -0.498358406131388620E+03    0.446032464665763541E+03
    0.132995623764002002E+01    0.129081743977739507E+04   -0.539659564581470796E+01   -0.816414473805437879E+01   -0.386554847681770042E+01   -0.492151106531086270E+03    0.446070772839994277E+03
    0.133176878271818411E+01    0.131618360829841458E+04   -0.589280619136191675E+01   -0.715032621232224042E+01   -0.413610851695956860E+01   -0.492013158359833369E+03    0.446102076684160011E+03
    0.133092422867835669E+01    0.134370324152639978E+04   -0.575900615789668535E+01   -0.801142876203415355E+01   -0.421266512367742862E+01   -0.536636269521465010E+03    0.446108317400224507E+03
    0.132756657194607341E+01    0.142648283511955378E+04   -0.633494643800284596E+01   -0.838728092849981088E+01   -0.417267616750855019E+01   -0.405670072904084577E+03    0.446119319806933845E+03
    0.132490576557116713E+01    0.130315948477768438E+04   -0.491977447749846952E+01   -0.704509328910476551E+01   -0.349784358414401986E+01   -0.481035928457257683E+03    0.446135410316880950E+03
    0.132979225359306219E+01    0.144180195287570336E+04   -0.592723373787313790E+01   -0.816380062286577868E+01   -0.433281190667930272E+01   -0.534759303353758924E+03    0.446210292852021666E+03
    0.132208580229418060E+01    0.146501842018681145E+04   -0.633404556046746325E+01   -0.789921746704971284E+01   -0.393945034346830170E+01   -0.340807013792169982E+03    0.446309461339295751E+03
    0.133139702560275630E+01    0.115399419227962517E+04   -0.498976270447884307E+01   -0.681787362046787315E+01   -0.348241895478468777E+01   -0.541082944365508865E+03    0.446337002283505797E+03
    0.133350808119441178E+01    0.121380794570879766E+04   -0.564276615124941650E+01   -0.734858478708376062E+01   -0.395388803117331733E+01   -0.557059503032739940E+03    0.446353655231123639E+03
    0.133032424687946871E+01    0.117136378306224879E+04   -0.536017629040648824E+01   -0.746971498452362859E+01   -0.344982501591022483E+01   -0.463618760975671194E+03    0.446411699596782967E+03
    0.133008532417316361E+01    0.118746590304292863E+04   -0.542532372170924493E+01   -0.670138069284689131E+01   -0.351864061334994815E+01   -0.471247521827187370E+03    0.446432081184188348E+03
    0.132605644135977463E+01    0.137697089618770792E+04   -0.610224425336341447E+01   -0.800176859664666829E+01   -0.385346343715692896E+01   -0.432932922610103560E+03    0.446453725397485925E+03
    0.132639537700942323E+01    0.144102245360734537E+04   -0.633264254011664374E+01   -0.747246888531136655E+01   -0.418881628924061467E+01   -0.424093106742333248E+03    0.446519550316225832E+03
    0.133339900697187397E+01    0.135882079689941975E+04   -0.579162822194349580E+01   -0.723135345979943800E+01   -0.437962211873706142E+01   -0.631561015888456836E+03    0.446538738811091548E+03
    0.132326583853849034E+01    0.132485375014284000E+04   -0.537327371480979021E+01   -0.717249948725516706E+01   -0.355447439369784313E+01   -0.371333912600968688E+03    0.446541380341123158E+03
    0.132963868782525774E+01    0.119421151922394301E+04   -0.484849660405506988E+01   -0.685322475150880184E+01   -0.353078481541238531E+01   -0.495049863265679903E+03    0.446575062633979087E+03
    0.132501825958182895E+01    0.154484070166796187E+04   -0.553512062976629160E+01   -0.710526155058668785E+01   -0.434251147408656202E+01   -0.580958642769856397E+03    0.446587064867155107E+03
    0.132916973836092511E+01    0.143627368566562518E+04   -0.570285557309818447E+01   -0.780207696534714845E+01   -0.436326790063281411E+01   -0.529245399607039644E+03    0.446654687790603191E+03
    0.132435263678289772E+01    0.144463583343200708E+04   -0.624355916463239957E+01   -0.751904558303683324E+01   -0.394099441866903888E+01   -0.441529804631145566E+03    0.446677479379984163E+03
    0.132318022990284678E+01    0.134500010258798466E+04   -0.558272201095188869E+01   -0.757315569021190438E+01   -0.366765581570180466E+01   -0.378195933084991225E+03    0.446756035758130793E+03
    0.132541316352534322E+01    0.136504030276686035E+04   -0.606572994887690786E+01   -0.773469047517202490E+01   -0.382324090144429540E+01   -0.447741107083632983E+03    0.446759353059221326E+03
    0.132798999373925408E+01    0.128811348150335243E+04   -0.572837152990256104E+01   -0.670455243333536899E+01   -0.370632391861090937E+01   -0.467956755461438888E+03    0.446771951402233299E+03
    0.132114775122475470E+01    0.149523194418309072E+04   -0.595285217074335016E+01   -0.787325747023292877E+01   -0.398568378562812420E+01   -0.370109930609469870E+03    0.446834653137817952E+03
    0.133170299848277729E+01    0.127751490554565089E+04   -0.552325675028790108E+01   -0.801447694247792519E+01   -0.394611838590241248E+01   -0.530311650282936625E+03    0.446858068889448475E+03
    0.132807895873444481E+01    0.148844049280863965E+04   -0.581952560158362964E+01   -0.759364263390490990E+01   -0.443791727222170351E+01   -0.555069929816153831E+03    0.446867964886792151E+03
    0.132784211934155216E+01    0.141042906719004895E+04   -0.525274395891515322E+01   -0.728134079672485512E+01   -0.419142731909404098E+01   -0.574487983987094481E+03    0.446879600395608350E+03
    0.132452030882578997E+01    0.140667857588139714E+04   -0.556387071508423947E+01   -0.694060438511754096E+01   -0.386300896731689924E+01   -0.438019310278059038E+03    0.446907515950131028E+03
    0.133013395042562799E+01    0.123523861506580079E+04   -0.501785292384879877E+01   -0.672252397289771686E+01   -0.374244839114380135E+01   -0.508602019205173463E+03    0.446946308682899996E+03
    0.132396759021057164E+01    0.149886368551718965E+04   -0.620418535936270921E+01   -0.816200867052989310E+01   -0.416832092295153256E+01   -0.415604121294903280E+03    0.446951494779047209E+03
    0.132750147867155155E+01    0.132435032906769447E+04   -0.543666001547101541E+01   -0.705936351540316931E+01   -0.373741764227485618E+01   -0.523653776088897075E+03    0.447039663582959804E+03
    0.132666048295817851E+01    0.135097645097824920E+04   -0.530507456066726135E+01   -0.706486830392233411E+01   -0.393178296879709954E+01   -0.470976261690458273E+03    0.447051279688525369E+03
    0.132996212911694967E+01    0.137161050283883651E+04   -0.530825684090891947E+01   -0.763427013737987981E+01   -0.418407761584984073E+01   -0.547722056889307169E+03    0.447054763243506386E+03
    0.132909737093600744E+01    0.133774538173754740E+04   -0.636825204128624822E+01   -0.735980799097910143E+01   -0.402967731214075719E+01   -0.481139760849127924E+03    0.447058775261669211E+03
    0.133014388504387338E+01    0.126026033872835160E+04   -0.594384998531518161E+01   -0.777849182883625279E+01   -0.381684304290891774E+01   -0.486046605575820990E+03    0.447070864246183021E+03
    0.132605590950232433E+01    0.137498084416044094E+04   -0.574749572936640174E+01   -0.739636480637043725E+01   -0.396863751002102383E+01   -0.418276811070174631E+03    0.447089064870827826E+03
    0.132470626997500140E+01    0.151719502617918943E+04   -0.574948834428994360E+01   -0.744349926344701540E+01   -0.423967601457994991E+01   -0.471057315631965139E+03    0.447172493883775019E+03
    0.132830155838374631E+01    0.146808553605925931E+04   -0.603764028998324509E+01   -0.797595265190937042E+01   -0.430873673617273756E+01   -0.533817747901604207E+03    0.447216615971220051E+03
    0.132666066423415763E+01    0.144603920061449526E+04   -0.556592290479535823E+01   -0.785284808515436517E+01   -0.418290011838520215E+01   -0.528610924024886572E+03    0.447229340738123312E+03
    0.133186910425196281E+01    0.133695440055237486E+04   -0.561243326337709814E+01   -0.803422647547651536E+01   -0.420150155554298177E+01   -0.541479225676830879E+03    0.447304612771521931E+03
    0.132956220624462107E+01    0.126816575984795463E+04   -0.567161088877074082E+01   -0.716139314726025855E+01   -0.387962103074230491E+01   -0.485673714037059767E+03    0.447340702487461442E+03
    0.132928301110646574E+01    0.144910439094699541E+04   -0.599390623682788348E+01   -0.697056598777657932E+01   -0.438024749073556308E+01   -0.572551032094250104E+03    0.447347792821070243E+03
    0.132579635120011341E+01    0.125165100769520814E+04   -0.530749418112436633E+01   -0.728160519958241004E+01   -0.339779433978313961E+01   -0.428818468453528794E+03    0.447363862018047712E+03
    0.132158734971637504E+01    0.138734435420324894E+04   -0.589813082392727139E+01   -0.747229711987318179E+01   -0.361460477096089150E+01   -0.362811914202727053E+03    0.447395737280739695E+03
    0.132982135030070614E+01    0.128302715728817475E+04   -0.616839896902901152E+01   -0.783558392517650226E+01   -0.388026727931388571E+01   -0.408750028828954783E+03    0.447407347431426729E+03
    0.132745573370414705E+01    0.134571180166797785E+04   -0.532310193187279967E+01   -0.728656542231198134E+01   -0.394933366619323145E+01   -0.464284474222960625E+03    0.447434664365179799E+03
    0.133121718522565713E+01    0.128320739632691357E+04   -0.521410974697818652E+01   -0.665599907020913939E+01   -0.390929361767033789E+01   -0.617243052393157086E+03    0.447462247097637942E+03
    0.133429262832333051E+01    0.122786788411891257E+04   -0.547003696345002588E+01   -0.766979893693942394E+01   -0.403154567774952799E+01   -0.541030325223083878E+03    0.447478887216199837E+03
    0.132822952877875777E+01    0.127024054420162452E+04   -0.529377172191462275E+01   -0.727433282693345173E+01   -0.370451936709235419E+01   -0.530569585849909117E+03    0.447508885548209832E+03
    0.132939097508570447E+01    0.132412163091414095E+04   -0.581782000044414893E+01   -0.682474104562657136E+01   -0.390628144124088728E+01   -0.534921863750595094E+03    0.447513610434813927E+03
    0.132775223084857741E+01    0.124150457213978621E+04   -0.545544967594731833E+01   -0.753074655933180637E+01   -0.351161068888171357E+01   -0.419089363415913681E+03    0.447519691935706021E+03
    0.132707573249595367E+01    0.128972211085242225E+04   -0.555906662776003646E+01   -0.686233634141701021E+01   -0.370146390482673837E+01   -0.430119101999204531E+03    0.447575884370020106E+03
    0.132486534518312582E+01    0.151958969845490356E+04   -0.611486083856219143E+01   -0.799679395458907738E+01   -0.428507483742571083E+01   -0.452211331044435155E+03    0.447585039092797331E+03
    0.132768074205669939E+01    0.140650337844377100E+04   -0.548131957058368968E+01   -0.679769721748317046E+01   -0.416022259258864580E+01   -0.599217352402480742E+03    0.447614381169326805E+03
    0.132499993198676624E+01    0.135602055446930717E+04   -0.562556557836606608E+01   -0.677981799724186285E+01   -0.370945308819263531E+01   -0.465181572792529437E+03    0.447619276820687617E+03
    0.133092224350129484E+01    0.140449284027287786E+04   -0.572676957333460557E+01   -0.760641103241563776E+01   -0.428666042656237689E+01   -0.548014533663165594E+03    0.447658147110580728E+03
    0.133279802704343897E+01    0.123588791356570641E+04   -0.565808742793130737E+01   -0.765215848302462476E+01   -0.386448534505881902E+01   -0.507710340427020014E+03    0.447660412390075237E+03
    0.133156275049685369E+01    0.125657604062878227E+04   -0.573192639175713836E+01   -0.710477311521276178E+01   -0.388327430627353465E+01   -0.559224583376022224E+03    0.447707365590440475E+03
    0.132393652134020101E+01    0.147706298086845413E+04   -0.592863251931902013E+01   -0.687149752013908000E+01   -0.410350191124528063E+01   -0.478546002251705659E+03    0.447710051295104904E+03
    0.133182107966146335E+01    0.129227312094993749E+04   -0.562671026727501644E+01   -0.768882279514318334E+01   -0.411004481535844857E+01   -0.544169639029986229E+03    0.447723507610840613E+03
    0.132877939895909125E+01    0.131653357675029247E+04   -0.588904345245248706E+01   -0.781478278251134029E+01   -0.385069952569222806E+01   -0.485770019738896053E+03    0.447780712034569547E+03
    0.132762061194709657E+01    0.139450653488513422E+04   -0.619302578478897559E+01   -0.802365439130953106E+01   -0.413276522906499899E+01   -0.438498857152546975E+03    0.447791984640352382E+03
    0.132778906639293104E+01    0.134728215442088367E+04   -0.530943819326517641E+01   -0.744899504093859122E+01   -0.391814064428745823E+01   -0.470642847028735332E+03    0.447818133531736862E+03
    0.133119369614870875E+01    0.134207983421387416E+04   -0.613264960422486105E+01   -0.779959512869612048E+01   -0.422094013794736522E+01   -0.473265485320408288E+03    0.447819685037266936E+03
    0.132254574362059052E+01    0.151007517653766786E+04   -0.573035187013022451E+01   -0.680558524568479140E+01   -0.408501261902799939E+01   -0.502172114435998765E+03    0.447852653452262132E+03
    0.132747875911347690E+01    0.136042459834408419E+04   -0.575652513197942994E+01   -0.740181668334491150E+01   -0.403499474009991044E+01   -0.449963192533413121E+03    0.447856472917414465E+03
    0.132722651723363283E+01    0.132529003245974673E+04   -0.613287020909439740E+01   -0.796769459982910710E+01   -0.380570950507684103E+01   -0.422469082961795038E+03    0.447865688478493382E+03
    0.133029808696355634E+01    0.131156192501336477E+04   -0.624813735216171295E+01   -0.727322029268690962E+01   -0.403467707159182520E+01   -0.481551179202227672E+03    0.447882937868579234E+03
    0.133351589793856617E+01    0.125912991162423350E+04   -0.563368182997796474E+01   -0.718979037771276808E+01   -0.412752006280306283E+01   -0.554633457122104574E+03    0.447895304088028979E+03
    0.132943561978514646E+01    0.132733035522623459E+04   -0.577902191399381149E+01   -0.700749683037020166E+01   -0.400445248988335400E+01   -0.472375254256188100E+03    0.447944950836290730E+03
    0.132764266328513081E+01    0.137387147674606331E+04   -0.517519761403864464E+01   -0.749162165082362730E+01   -0.397587502069531062E+01   -0.530770694574197137E+03    0.447961889362153045E+03
    0.132897345621713159E+01    0.127551328502913657E+04   -0.563284060520406626E+01   -0.749444099053283708E+01   -0.383170920934040105E+01   -0.431285652460260849E+03    0.447963233433050277E+03
    0.132290916594788932E+01    0.144700357240301264E+04   -0.571907389212471706E+01   -0.673986725749191340E+01   -0.393559037175446491E+01   -0.458536812779489878E+03    0.447971821906278706E+03
    0.132981920678501275E+01    0.136729053998291647E+04   -0.544151826258713989E+01   -0.696633281569723373E+01   -0.410017199291770496E+01   -0.616578316340683386E+03    0.447971945638430782E+03
    0.132843345585685801E+01    0.124575647822085602E+04   -0.557468313658882852E+01   -0.686160060264683658E+01   -0.358772229757199312E+01   -0.486001616909915583E+03    0.447996857191342372E+03
    0.132887440332858775E+01    0.140427384883638570E+04   -0.623553545538781506E+01   -0.727382209491826703E+01   -0.414097284279463462E+01   -0.525632175013433425E+03    0.448028570221673363E+03
    0.132958075808072573E+01    0.118807065736377649E+04   -0.501120064176805613E+01   -0.697323379008031452E+01   -0.346933376982655695E+01   -0.499492972982759056E+03    0.448039998178432427E+03
    0.132575877718650070E+01    0.133052790892777216E+04   -0.510139932504877613E+01   -0.677469897665243703E+01   -0.366170182885600681E+01   -0.507562475736368981E+03    0.448046319995584270E+03
    0.133306665967551319E+01    0.122527068486629059E+04   -0.566468686395898136E+01   -0.771466449268199206E+01   -0.386883248139201008E+01   -0.504458924407069730E+03    0.448063876326955040E+03
    0.132961473219450488E+01    0.129053891037439871E+04   -0.542030355630065497E+01   -0.700216433375272373E+01   -0.387953762952893122E+01   -0.477465459196932784E+03    0.448074621814723741E+03
    0.133000733365977730E+01    0.143971471042684584E+04   -0.634402481243254357E+01   -0.767174220421121333E+01   -0.440524850174521454E+01   -0.504814904747220510E+03    0.448092055709490865E+03
    0.133402187282508011E+01    0.121300030482306011E+04   -0.524202708275950613E+01   -0.722287012894242331E+01   -0.390245966172151348E+01   -0.579672443664077491E+03    0.448136393783883705E+03
    0.132794969907688332E+01    0.138811023666761685E+04   -0.636615491305930536E+01   -0.813531619423245012E+01   -0.406257294542460112E+01   -0.417056770393734496E+03    0.448151618772978850E+03
    0.132504107243022040E+01    0.138840631872071026E+04   -0.520701359823192877E+01   -0.670625055862126374E+01   -0.382515083740650930E+01   -0.510460979522137450E+03    0.448163966432932966E+03
    0.132504107243022040E+01    0.138840631872071026E+04   -0.520701359823192877E+01   -0.670625055862126374E+01   -0.382515083740650930E+01   -0.510460979522137450E+03    0.448163966432932966E+03
    0.132970411665898047E+01    0.127329200750412019E+04   -0.515007448932094203E+01   -0.654991306571740672E+01   -0.385603253684214486E+01   -0.544259279205324447E+03    0.448192023202438918E+03
    0.133022487309743487E+01    0.126488971229008007E+04   -0.506607489954827805E+01   -0.715352860017464653E+01   -0.376191680967392372E+01   -0.560565505792398312E+03    0.448231418233971226E+03
    0.132422029467691238E+01    0.134701582509297668E+04   -0.520306276258353684E+01   -0.689325677130064918E+01   -0.371898383537431343E+01   -0.441029152683174743E+03    0.448241991658049187E+03
    0.132319859594420453E+01    0.138507118776200377E+04   -0.518762265795204236E+01   -0.645831276102689689E+01   -0.375333922736996506E+01   -0.497704956929142384E+03    0.448244448008254039E+03
    0.132864834683458377E+01    0.132019642659270812E+04   -0.557064045498941773E+01   -0.810898950327732848E+01   -0.389850789377737073E+01   -0.470731127205831967E+03    0.448270248243080744E+03
    0.132864834683458377E+01    0.132019642659270812E+04   -0.557064045498941773E+01   -0.810898950327732848E+01   -0.389850789377737073E+01   -0.470731127205831967E+03    0.448270248243080744E+03
    0.132085085069976560E+01    0.144919834398521402E+04   -0.555387418782538056E+01   -0.721911528668729741E+01   -0.383863935443062054E+01   -0.422271382413085234E+03    0.448281181783622401E+03
    0.132906753579266201E+01    0.132231589610917399E+04   -0.598601307212624967E+01   -0.714359517218779239E+01   -0.389379415651435146E+01   -0.462376121153892200E+03    0.448283946958328556E+03
    0.132582489226396194E+01    0.149737264296731246E+04   -0.578029118059238822E+01   -0.782350808141459542E+01   -0.425685815878950535E+01   -0.509250574944370214E+03    0.448286800321164264E+03
    0.132614345142673362E+01    0.148696944344772373E+04   -0.583340447887174829E+01   -0.712658727401619263E+01   -0.420357870930842648E+01   -0.520109495447172435E+03    0.448306076006593173E+03
    0.132762182989585709E+01    0.140200767458123983E+04   -0.555151196216584264E+01   -0.782981903562309700E+01   -0.410725261193079216E+01   -0.478006570276291313E+03    0.448307643413087135E+03
