    0.134444909050931738E+01    0.114994552062942967E+04   -0.524048702682233714E+01   -0.769295778446434220E+01   -0.317451657946928023E+01   -0.789456360618358758E+03   -0.378085981385689820E+03    0.441670690873127285E+03
    0.130882264110023683E+01    0.152169113438608406E+04   -0.668961294134522788E+01   -0.832629514001983040E+01   -0.428547176621181158E+01   -0.608414233502332991E+01    0.383387766384784982E+03    0.443413971974967922E+03
    0.134574562693314359E+01    0.123053355849324498E+04   -0.598799717487331140E+01   -0.780544870274733960E+01   -0.349434634107039876E+01   -0.767869129579608170E+03   -0.421927249420542353E+03    0.443593020581530538E+03
    0.134399381768757520E+01    0.136758665631870349E+04   -0.579775633378355337E+01   -0.738608186756203455E+01   -0.371059175385273576E+01   -0.913098804573512894E+03   -0.453161253490628837E+03    0.443865205209207375E+03
    0.133437792501236263E+01    0.144881891678537158E+04   -0.628948396633481988E+01   -0.737741325383302904E+01   -0.448493618570478780E+01   -0.671163181119436331E+03   -0.637886335703259419E+02    0.443966533444291940E+03
    0.133089639127591641E+01    0.158044426078395145E+04   -0.565264054707061891E+01   -0.704418119576614021E+01   -0.421520003781835406E+01   -0.708046093876746681E+03   -0.214841959942664744E+03    0.443966660723769223E+03
    0.128664833192841588E+01    0.156127933119515501E+04   -0.597005400334406389E+01   -0.827960701209748962E+01   -0.412240363745942240E+01    0.387032464236896203E+03    0.813280908050422568E+03    0.444301574476770838E+03
    0.134170894794252282E+01    0.134189935822569851E+04   -0.654365403675558799E+01   -0.760508728601399042E+01   -0.436621100231817483E+01   -0.693998919242902502E+03   -0.187087863300868548E+03    0.444668007015686385E+03
    0.131931921814724729E+01    0.123265858266147256E+04   -0.451289826665934513E+01   -0.618837832823417600E+01   -0.332177873618822517E+01   -0.365256987278439738E+03    0.137774305484536399E+03    0.444764784789970975E+03
    0.134672818626717006E+01    0.122472049455194292E+04   -0.530117527859615922E+01   -0.737965190921199810E+01   -0.369218872677266674E+01   -0.824460356144738057E+03   -0.362508661756882589E+03    0.445050311449828826E+03
    0.132194166834803095E+01    0.116503508226614531E+04   -0.491756544135386697E+01   -0.704516620701267549E+01   -0.337668555264752257E+01   -0.324678139351912932E+03    0.186167238617927296E+03    0.445191217870873231E+03
    0.129463024538984439E+01    0.148853025908349764E+04   -0.600355388485511998E+01   -0.676708031765693185E+01   -0.395950478646485848E+01    0.165929628248710515E+03    0.631163421432342602E+03    0.445208178004629417E+03
    0.129246817625561961E+01    0.149153027177854847E+04   -0.499108502978269719E+01   -0.659483890672043760E+01   -0.376051614030622083E+01    0.118801247654457029E+03    0.627132654171341756E+03    0.445216234521967635E+03
    0.132183247560906270E+01    0.143124935845332675E+04   -0.484570584893868173E+01   -0.671695546127010434E+01   -0.398016725661885928E+01   -0.516950823410450766E+03    0.699990138092662164E+02    0.445391474809311376E+03
    0.132247704749630657E+01    0.145588114719723535E+04   -0.602196046925577289E+01   -0.820641890509969585E+01   -0.436049549104473311E+01   -0.353153656614009037E+03    0.165481207167957791E+03    0.445496506988515023E+03
    0.134928915388981641E+01    0.112573353794928198E+04   -0.492862864668135359E+01   -0.654989061745754242E+01   -0.349457112934616454E+01   -0.899599624210713500E+03   -0.384379991021762635E+03    0.445524838392678419E+03
    0.131241857964571018E+01    0.145934696896864375E+04   -0.528677528831882881E+01   -0.665710814625139147E+01   -0.417636535854216095E+01   -0.255961429661751822E+03    0.301877611327176737E+03    0.445530307615418678E+03
    0.131171960774850893E+01    0.136803778164640880E+04   -0.636177874525327969E+01   -0.775060893852620048E+01   -0.399209776523681370E+01   -0.747796333978700432E+02    0.349975448816938524E+03    0.445576424889695829E+03
    0.134309018866571428E+01    0.131654289613671199E+04   -0.575350074586258842E+01   -0.715078515406719362E+01   -0.438712597304526852E+01   -0.817611409331139612E+03   -0.210077344152665546E+03    0.445604800746561068E+03
    0.135154601548994147E+01    0.121229396052295442E+04   -0.591968688170081325E+01   -0.798166905542583827E+01   -0.355352723804080561E+01   -0.928231388829932939E+03   -0.513870071747441557E+03    0.445660988591410558E+03
    0.132372084701087500E+01    0.125162552805409200E+04   -0.480653486134595109E+01   -0.661466633209222632E+01   -0.337039851166550442E+01   -0.483154775568063428E+03    0.311658169179411288E+02    0.445687311140083864E+03
