    0.154937551472783075E+01    0.125174276828765869E+04   -0.113790807127952576E+02   -0.469989287853240967E+01   -0.672475981712341309E+01    0.619975090026855469E+03    0.498794794082641602E+03    0.926340460777282715E+03   -0.242501309936628211E+06   -0.460515351937698814E+01    1
    0.154017627160549142E+01    0.157294731140136719E+04   -0.804075711965560913E+01   -0.175112634897232056E+01   -0.137087756395339966E+01   -0.810319662094116211E+03   -0.803367972373962402E+03   -0.628476142883300781E+02   -0.240559070258758264E+06   -0.461515351937698259E+01    1
    0.151785424888730036E+01    0.138161933422088623E+04   -0.109447649717330933E+02   -0.111312603354454041E+02   -0.242748028039932251E+01   -0.785671353340148926E+03   -0.334466099739074707E+03    0.528394222259521484E+03   -0.233205774653693661E+06   -0.462515351937698149E+01    1
    0.155218626834154128E+01    0.104957551956176758E+04   -0.197277575731277466E+01   -0.108036832809448242E+02   -0.661588174104690552E+01    0.276536345481872559E+03    0.845745801925659180E+03    0.126562476158142090E+03   -0.205349984110909922E+06   -0.463515351937698661E+01    1
    0.155793780922293656E+01    0.919584870338439941E+03   -0.113796249032020569E+02   -0.412926727533340454E+01   -0.276368045806884766E+01   -0.844665646553039551E+03    0.557597756385803223E+03   -0.537582159042358398E+03   -0.188480572607604088E+06   -0.464515351937698728E+01    1
    0.155375107063651074E+01    0.659320616722106934E+03   -0.871719431877136230E+01   -0.352020347118377686E+01   -0.655194133520126343E+01   -0.304216504096984863E+03   -0.327671647071838379E+03    0.320650219917297363E+03   -0.167986487732500333E+06   -0.465515351937698174E+01    1
    0.154004628655314435E+01    0.739172625541687012E+03   -0.290447300672531128E+01   -0.988774263858795166E+01   -0.415015238523483276E+01    0.254120111465454102E+03   -0.949694275856018066E+03    0.454702377319335938E+03   -0.160595542465641454E+06   -0.466515351937698153E+01    1
    0.152387134906053534E+01    0.970260095596313477E+03   -0.938109809160232544E+01   -0.293294990062713623E+01   -0.931709736585617065E+01   -0.890269279479980469E+03   -0.572372078895568848E+03    0.816304802894592285E+03   -0.159249705215088412E+06   -0.467515351937698398E+01    1
    0.151581113367676723E+01    0.116110863685607910E+04   -0.882274430990219116E+01   -0.557445341348648071E+01   -0.110513233542442322E+02   -0.716232419013977051E+03   -0.106207132339477539E+03    0.988027811050415039E+03   -0.158802843903851317E+06   -0.468515351937698377E+01    1
    0.152500571104288074E+01    0.137855939865112305E+04   -0.823348248004913330E+01   -0.597917765378952026E+01   -0.379434430599212646E+01   -0.618450760841369629E+03    0.605173826217651367E+03   -0.873275637626647949E+03   -0.142810783787610941E+06   -0.469515351937698444E+01    1
    0.152967389734983428E+01    0.505392432212829590E+03   -0.923073434829711914E+01   -0.106920495033264160E+02   -0.426240968704223633E+01    0.429447174072265625E+03   -0.243414998054504395E+03    0.481799721717834473E+03   -0.133058032623497507E+06   -0.470515351937698423E+01    1
    0.150117725658416745E+01    0.653231072425842285E+03   -0.320461893081665039E+01   -0.317312538623809814E+01   -0.442639261484146118E+01    0.366342425346374512E+03    0.794249057769775391E+03    0.862540841102600098E+03   -0.132793216949558177E+06   -0.471515351937698135E+01    1
    0.149217888398766507E+01    0.118966851234436035E+04   -0.100897867679595947E+02   -0.506871432065963745E+01   -0.586433380842208862E+01   -0.892917871475219727E+03   -0.106689929962158203E+03    0.915508866310119629E+03   -0.124104622804410377E+06   -0.472515351937698025E+01    1
    0.152049044975638381E+01    0.517443776130676270E+03   -0.207717704772949219E+01   -0.106343187689781189E+02   -0.276925349235534668E+01   -0.834177613258361816E+03    0.967677116394042969E+03    0.137976527214050293E+03   -0.122345291615243666E+06   -0.473515351937698448E+01    1
    0.149360347058773035E+01    0.143188292980194092E+04   -0.963976293802261353E+01   -0.411412435770034790E+01   -0.931626468896865845E+01    0.177017450332641602E+03   -0.854986548423767090E+03    0.547753453254699707E+03   -0.120967222150732996E+06   -0.474515351937698782E+01    1
    0.150947139160037036E+01    0.555471062660217285E+03   -0.990304619073867798E+01   -0.683568549156188965E+01   -0.979176121950149536E+01    0.547348022460937500E+03    0.777921080589294434E+03    0.546845078468322754E+03   -0.116029873082569044E+06   -0.475515351937698494E+01    1
    0.151347060080766660E+01    0.156727075576782227E+04   -0.111133152246475220E+01   -0.611270558834075928E+01   -0.875755161046981812E+01   -0.930951118469238281E+03    0.852520227432250977E+03   -0.611817836761474609E+03   -0.114751125663635787E+06   -0.476515351937698117E+01    1
    0.149917511254549018E+01    0.130204906463623047E+04   -0.454568243026733398E+01   -0.115371188521385193E+02   -0.437838321924209595E+01   -0.506903648376464844E+03    0.966811180114746094E+03   -0.356194019317626953E+03   -0.113011863651394960E+06   -0.477515351937698451E+01    1
    0.152878567830920198E+01    0.106306717395782471E+04   -0.400551968812942505E+01   -0.827333819866180420E+01   -0.721836149692535400E+01   -0.533931016921997070E+03   -0.338572263717651367E+02   -0.495353937149047852E+03   -0.111341724053877857E+06   -0.478515351937698341E+01    1
