# Optical Properties of organic hazes made under water-rich (1000x solar), 300 K exoplanet conditions
# Citation: He, C., Radke, M.J., Moran, S.E., Hörst, S.M., Lewis, N.K., Moses, J.I., Batalha, N.E., Kempton, E.M.-R., Marley, M.S., Morley, C.V., Valenti, J.A., Vuitton, V. Optical Properties of Organic Haze Analogues in Water-rich Exoplanet Atmospheres Observable with JWST, Nature Astronomy, resubmitted

#index wavelength(microns) n	k
20947 6.71115200e-01 1.59458530e+00 6.46761400e-03
20948 6.71136900e-01 1.59458400e+00 6.46751800e-03
20949 6.71158600e-01 1.59458260e+00 6.46650800e-03
20950 6.71180400e-01 1.59458060e+00 6.46480900e-03
20951 6.71202100e-01 1.59457760e+00 6.46286400e-03
20952 6.71223800e-01 1.59457380e+00 6.46124300e-03
20953 6.71245500e-01 1.59456950e+00 6.46040400e-03
20954 6.71267300e-01 1.59456540e+00 6.46042100e-03
20955 6.71289000e-01 1.59456200e+00 6.46089600e-03
20956 6.71310700e-01 1.59455950e+00 6.46117400e-03
20957 6.71332400e-01 1.59455700e+00 6.46071100e-03
20958 6.71354200e-01 1.59455470e+00 6.45938100e-03
20959 6.71375900e-01 1.59455140e+00 6.45755300e-03
20960 6.71397600e-01 1.59454710e+00 6.45590800e-03
20961 6.71419400e-01 1.59454230e+00 6.45508400e-03
20962 6.71441100e-01 1.59453750e+00 6.45528600e-03
20963 6.71462800e-01 1.59453350e+00 6.45611400e-03
20964 6.71484600e-01 1.59453050e+00 6.45679000e-03
20965 6.71506300e-01 1.59452790e+00 6.45668500e-03
20966 6.71528100e-01 1.59452480e+00 6.45577300e-03
20967 6.71549800e-01 1.59452120e+00 6.45459300e-03
20968 6.71571600e-01 1.59451680e+00 6.45381200e-03
20969 6.71593300e-01 1.59451210e+00 6.45377800e-03
20970 6.71615000e-01 1.59450770e+00 6.45441000e-03
20971 6.71636800e-01 1.59450380e+00 6.45536200e-03
20972 6.71658500e-01 1.59450050e+00 6.45627900e-03
20973 6.71680300e-01 1.59449750e+00 6.45692800e-03
20974 6.71702000e-01 1.59449480e+00 6.45724500e-03
20975 6.71723800e-01 1.59449180e+00 6.45729900e-03
20976 6.71745600e-01 1.59448890e+00 6.45720000e-03
20977 6.71767300e-01 1.59448580e+00 6.45700800e-03
20978 6.71789100e-01 1.59448250e+00 6.45676200e-03
20979 6.71810800e-01 1.59447910e+00 6.45659100e-03
20980 6.71832600e-01 1.59447550e+00 6.45671500e-03
20981 6.71854400e-01 1.59447210e+00 6.45725200e-03
20982 6.71876100e-01 1.59446930e+00 6.45797400e-03
20983 6.71897900e-01 1.59446720e+00 6.45832900e-03
20984 6.71919700e-01 1.59446510e+00 6.45782100e-03
20985 6.71941400e-01 1.59446280e+00 6.45641200e-03
20986 6.71963200e-01 1.59445950e+00 6.45459500e-03
20987 6.71985000e-01 1.59445510e+00 6.45312100e-03
20988 6.72006700e-01 1.59445010e+00 6.45259600e-03
20989 6.72028500e-01 1.59444520e+00 6.45319300e-03
20990 6.72050300e-01 1.59444110e+00 6.45459600e-03
20991 6.72072100e-01 1.59443800e+00 6.45615400e-03
20992 6.72093800e-01 1.59443600e+00 6.45718100e-03
20993 6.72115600e-01 1.59443390e+00 6.45729000e-03
20994 6.72137400e-01 1.59443190e+00 6.45655200e-03
20995 6.72159200e-01 1.59442910e+00 6.45538000e-03
20996 6.72181000e-01 1.59442570e+00 6.45426100e-03
20997 6.72202700e-01 1.59442170e+00 6.45355500e-03
20998 6.72224500e-01 1.59441760e+00 6.45342200e-03
20999 6.72246300e-01 1.59441380e+00 6.45379100e-03
21000 6.72268100e-01 1.59441040e+00 6.45436700e-03
21001 6.72289900e-01 1.59440760e+00 6.45476500e-03
21002 6.72311700e-01 1.59440460e+00 6.45477700e-03
21003 6.72333500e-01 1.59440170e+00 6.45452300e-03
21004 6.72355300e-01 1.59439860e+00 6.45428900e-03
21005 6.72377100e-01 1.59439550e+00 6.45417800e-03
21006 6.72398900e-01 1.59439250e+00 6.45398500e-03
21007 6.72420700e-01 1.59438950e+00 6.45344000e-03
21008 6.72442500e-01 1.59438610e+00 6.45260200e-03
21009 6.72464300e-01 1.59438210e+00 6.45192300e-03
21010 6.72486100e-01 1.59437770e+00 6.45193000e-03
21011 6.72507900e-01 1.59437320e+00 6.45286700e-03
21012 6.72529700e-01 1.59436960e+00 6.45456000e-03
21013 6.72551500e-01 1.59436700e+00 6.45652800e-03
21014 6.72573300e-01 1.59436560e+00 6.45813800e-03
21015 6.72595100e-01 1.59436510e+00 6.45876300e-03
21016 6.72616900e-01 1.59436490e+00 6.45796900e-03
21017 6.72638700e-01 1.59436420e+00 6.45574400e-03
21018 6.72660600e-01 1.59436230e+00 6.45254600e-03
21019 6.72682400e-01 1.59435900e+00 6.44914600e-03
21020 6.72704200e-01 1.59435420e+00 6.44631700e-03
21021 6.72726000e-01 1.59434890e+00 6.44453800e-03
21022 6.72747800e-01 1.59434350e+00 6.44385300e-03
21023 6.72769700e-01 1.59433850e+00 6.44392700e-03
21024 6.72791500e-01 1.59433400e+00 6.44428700e-03
21025 6.72813300e-01 1.59433000e+00 6.44460700e-03
21026 6.72835100e-01 1.59432600e+00 6.44485000e-03
21027 6.72857000e-01 1.59432220e+00 6.44513300e-03
21028 6.72878800e-01 1.59431860e+00 6.44547300e-03
21029 6.72900600e-01 1.59431490e+00 6.44572600e-03
21030 6.72922500e-01 1.59431140e+00 6.44580700e-03
21031 6.72944300e-01 1.59430770e+00 6.44588000e-03
21032 6.72966100e-01 1.59430390e+00 6.44623100e-03
21033 6.72988000e-01 1.59430040e+00 6.44691700e-03
21034 6.73009800e-01 1.59429730e+00 6.44759900e-03
21035 6.73031600e-01 1.59429460e+00 6.44781000e-03
21036 6.73053500e-01 1.59429180e+00 6.44739200e-03
21037 6.73075300e-01 1.59428850e+00 6.44665200e-03
21038 6.73097200e-01 1.59428430e+00 6.44612800e-03
21039 6.73119000e-01 1.59428000e+00 6.44623000e-03
21040 6.73140800e-01 1.59427580e+00 6.44702900e-03
21041 6.73162700e-01 1.59427220e+00 6.44825100e-03
21042 6.73184500e-01 1.59426920e+00 6.44945000e-03
21043 6.73206400e-01 1.59426660e+00 6.45021400e-03
21044 6.73228200e-01 1.59426390e+00 6.45043600e-03
21045 6.73250100e-01 1.59426090e+00 6.45043000e-03
21046 6.73272000e-01 1.59425750e+00 6.45074900e-03
21047 6.73293800e-01 1.59425390e+00 6.45177300e-03
21048 6.73315700e-01 1.59425120e+00 6.45340000e-03
21049 6.73337500e-01 1.59424940e+00 6.45504900e-03
21050 6.73359400e-01 1.59424860e+00 6.45598900e-03
21051 6.73381200e-01 1.59424820e+00 6.45571600e-03
21052 6.73403100e-01 1.59424750e+00 6.45418300e-03
21053 6.73425000e-01 1.59424590e+00 6.45181500e-03
21054 6.73446800e-01 1.59424310e+00 6.44928900e-03
21055 6.73468700e-01 1.59423960e+00 6.44719800e-03
21056 6.73490600e-01 1.59423550e+00 6.44574700e-03
21057 6.73512400e-01 1.59423160e+00 6.44471800e-03
21058 6.73534300e-01 1.59422780e+00 6.44376700e-03
21059 6.73556200e-01 1.59422370e+00 6.44280200e-03
21060 6.73578100e-01 1.59421930e+00 6.44208400e-03
21061 6.73599900e-01 1.59421460e+00 6.44198400e-03
21062 6.73621800e-01 1.59421020e+00 6.44263200e-03
21063 6.73643700e-01 1.59420640e+00 6.44378700e-03
21064 6.73665600e-01 1.59420360e+00 6.44493100e-03
21065 6.73687500e-01 1.59420120e+00 6.44555300e-03
21066 6.73709300e-01 1.59419930e+00 6.44536900e-03
21067 6.73731200e-01 1.59419700e+00 6.44445300e-03
21068 6.73753100e-01 1.59419400e+00 6.44318800e-03
21069 6.73775000e-01 1.59419030e+00 6.44208900e-03
21070 6.73796900e-01 1.59418630e+00 6.44151500e-03
21071 6.73818800e-01 1.59418240e+00 6.44151900e-03
21072 6.73840700e-01 1.59417880e+00 6.44187700e-03
21073 6.73862600e-01 1.59417570e+00 6.44226000e-03
21074 6.73884500e-01 1.59417280e+00 6.44239100e-03
21075 6.73906400e-01 1.59417020e+00 6.44212800e-03
21076 6.73928200e-01 1.59416740e+00 6.44151200e-03
21077 6.73950100e-01 1.59416430e+00 6.44076500e-03
21078 6.73972000e-01 1.59416080e+00 6.44017200e-03
21079 6.73993900e-01 1.59415740e+00 6.43985100e-03
21080 6.74015900e-01 1.59415430e+00 6.43962300e-03
21081 6.74037800e-01 1.59415140e+00 6.43911900e-03
21082 6.74059700e-01 1.59414850e+00 6.43808000e-03
21083 6.74081600e-01 1.59414470e+00 6.43664800e-03
21084 6.74103500e-01 1.59414030e+00 6.43535400e-03
21085 6.74125400e-01 1.59413520e+00 6.43483600e-03
21086 6.74147300e-01 1.59413000e+00 6.43547000e-03
21087 6.74169200e-01 1.59412560e+00 6.43714200e-03
21088 6.74191100e-01 1.59412240e+00 6.43923800e-03
21089 6.74213000e-01 1.59412050e+00 6.44087600e-03
21090 6.74235000e-01 1.59411940e+00 6.44130000e-03
21091 6.74256900e-01 1.59411830e+00 6.44023000e-03
21092 6.74278800e-01 1.59411600e+00 6.43803500e-03
21093 6.74300700e-01 1.59411240e+00 6.43559000e-03
21094 6.74322600e-01 1.59410740e+00 6.43390200e-03
21095 6.74344600e-01 1.59410190e+00 6.43362000e-03
21096 6.74366500e-01 1.59409680e+00 6.43474700e-03
21097 6.74388400e-01 1.59409290e+00 6.43663000e-03
21098 6.74410300e-01 1.59409030e+00 6.43832600e-03
21099 6.74432300e-01 1.59408850e+00 6.43911300e-03
21100 6.74454200e-01 1.59408690e+00 6.43886100e-03
21101 6.74476100e-01 1.59408440e+00 6.43795800e-03
21102 6.74498100e-01 1.59408170e+00 6.43691600e-03
21103 6.74520000e-01 1.59407850e+00 6.43599700e-03
21104 6.74541900e-01 1.59407520e+00 6.43515300e-03
21105 6.74563900e-01 1.59407170e+00 6.43427800e-03
21106 6.74585800e-01 1.59406780e+00 6.43345600e-03
21107 6.74607800e-01 1.59406370e+00 6.43295000e-03
21108 6.74629700e-01 1.59405940e+00 6.43298200e-03
21109 6.74651700e-01 1.59405560e+00 6.43352100e-03
21110 6.74673600e-01 1.59405200e+00 6.43427200e-03
21111 6.74695500e-01 1.59404920e+00 6.43485100e-03
21112 6.74717500e-01 1.59404660e+00 6.43499100e-03
21113 6.74739400e-01 1.59404400e+00 6.43463200e-03
21114 6.74761400e-01 1.59404100e+00 6.43392600e-03
21115 6.74783300e-01 1.59403770e+00 6.43314800e-03
21116 6.74805300e-01 1.59403400e+00 6.43258100e-03
21117 6.74827300e-01 1.59403020e+00 6.43238100e-03
21118 6.74849200e-01 1.59402670e+00 6.43247600e-03
21119 6.74871200e-01 1.59402330e+00 6.43256400e-03
21120 6.74893100e-01 1.59402040e+00 6.43229300e-03
21121 6.74915100e-01 1.59401710e+00 6.43154300e-03
21122 6.74937100e-01 1.59401320e+00 6.43062900e-03
21123 6.74959000e-01 1.59400860e+00 6.43017000e-03
21124 6.74981000e-01 1.59400380e+00 6.43066400e-03
21125 6.75003000e-01 1.59399960e+00 6.43207800e-03
21126 6.75024900e-01 1.59399630e+00 6.43380100e-03
21127 6.75046900e-01 1.59399410e+00 6.43507000e-03
21128 6.75068900e-01 1.59399180e+00 6.43550300e-03
21129 6.75090800e-01 1.59398960e+00 6.43529300e-03
21130 6.75112800e-01 1.59398680e+00 6.43492800e-03
21131 6.75134800e-01 1.59398380e+00 6.43475900e-03
21132 6.75156800e-01 1.59398080e+00 6.43478200e-03
21133 6.75178700e-01 1.59397790e+00 6.43480800e-03
21134 6.75200700e-01 1.59397510e+00 6.43474300e-03
21135 6.75222700e-01 1.59397210e+00 6.43469800e-03
21136 6.75244700e-01 1.59396940e+00 6.43481700e-03
21137 6.75266700e-01 1.59396670e+00 6.43504000e-03
21138 6.75288700e-01 1.59396470e+00 6.43503400e-03
21139 6.75310600e-01 1.59396280e+00 6.43441800e-03
21140 6.75332600e-01 1.59396080e+00 6.43304900e-03
21141 6.75354600e-01 1.59395820e+00 6.43113400e-03
21142 6.75376600e-01 1.59395480e+00 6.42909300e-03
21143 6.75398600e-01 1.59395070e+00 6.42730600e-03
21144 6.75420600e-01 1.59394600e+00 6.42600900e-03
21145 6.75442600e-01 1.59394120e+00 6.42534100e-03
21146 6.75464600e-01 1.59393610e+00 6.42540900e-03
21147 6.75486600e-01 1.59393160e+00 6.42619700e-03
21148 6.75508600e-01 1.59392770e+00 6.42741300e-03
21149 6.75530600e-01 1.59392470e+00 6.42849700e-03
21150 6.75552600e-01 1.59392220e+00 6.42892700e-03
21151 6.75574600e-01 1.59391950e+00 6.42856900e-03
21152 6.75596600e-01 1.59391630e+00 6.42780100e-03
21153 6.75618600e-01 1.59391240e+00 6.42724900e-03
21154 6.75640600e-01 1.59390830e+00 6.42735900e-03
21155 6.75662600e-01 1.59390410e+00 6.42814400e-03
21156 6.75684600e-01 1.59390080e+00 6.42926700e-03
21157 6.75706700e-01 1.59389800e+00 6.43031300e-03
21158 6.75728700e-01 1.59389560e+00 6.43103800e-03
21159 6.75750700e-01 1.59389340e+00 6.43141600e-03
21160 6.75772700e-01 1.59389130e+00 6.43152200e-03
21161 6.75794700e-01 1.59388920e+00 6.43138300e-03
21162 6.75816700e-01 1.59388710e+00 6.43093800e-03
21163 6.75838800e-01 1.59388520e+00 6.43009400e-03
21164 6.75860800e-01 1.59388280e+00 6.42882700e-03
21165 6.75882800e-01 1.59388030e+00 6.42719400e-03
21166 6.75904800e-01 1.59387720e+00 6.42532000e-03
21167 6.75926900e-01 1.59387360e+00 6.42336400e-03
21168 6.75948900e-01 1.59386920e+00 6.42153400e-03
21169 6.75970900e-01 1.59386430e+00 6.42011100e-03
21170 6.75993000e-01 1.59385890e+00 6.41941600e-03
21171 6.76015000e-01 1.59385340e+00 6.41965500e-03
21172 6.76037000e-01 1.59384830e+00 6.42079800e-03
21173 6.76059100e-01 1.59384380e+00 6.42253700e-03
21174 6.76081100e-01 1.59384040e+00 6.42439800e-03
21175 6.76103100e-01 1.59383770e+00 6.42592500e-03
21176 6.76125200e-01 1.59383550e+00 6.42687900e-03
21177 6.76147200e-01 1.59383330e+00 6.42728700e-03
21178 6.76169300e-01 1.59383090e+00 6.42734500e-03
21179 6.76191300e-01 1.59382840e+00 6.42723300e-03
21180 6.76213300e-01 1.59382580e+00 6.42701600e-03
21181 6.76235400e-01 1.59382330e+00 6.42667100e-03
21182 6.76257400e-01 1.59382030e+00 6.42619900e-03
21183 6.76279500e-01 1.59381730e+00 6.42570300e-03
21184 6.76301500e-01 1.59381410e+00 6.42532900e-03
21185 6.76323600e-01 1.59381090e+00 6.42516000e-03
21186 6.76345700e-01 1.59380780e+00 6.42514700e-03
21187 6.76367700e-01 1.59380490e+00 6.42515200e-03
21188 6.76389800e-01 1.59380230e+00 6.42502100e-03
21189 6.76411800e-01 1.59379970e+00 6.42464000e-03
21190 6.76433900e-01 1.59379720e+00 6.42394100e-03
21191 6.76455900e-01 1.59379430e+00 6.42293000e-03
21192 6.76478000e-01 1.59379120e+00 6.42172000e-03
21193 6.76500100e-01 1.59378760e+00 6.42054700e-03
21194 6.76522100e-01 1.59378360e+00 6.41970300e-03
21195 6.76544200e-01 1.59377950e+00 6.41938100e-03
21196 6.76566300e-01 1.59377570e+00 6.41951300e-03
21197 6.76588300e-01 1.59377230e+00 6.41974700e-03
21198 6.76610400e-01 1.59376930e+00 6.41964400e-03
21199 6.76632500e-01 1.59376640e+00 6.41900400e-03
21200 6.76654600e-01 1.59376260e+00 6.41809400e-03
21201 6.76676600e-01 1.59375850e+00 6.41750500e-03
21202 6.76698700e-01 1.59375420e+00 6.41769500e-03
21203 6.76720800e-01 1.59375040e+00 6.41857700e-03
21204 6.76742900e-01 1.59374750e+00 6.41951100e-03
21205 6.76765000e-01 1.59374530e+00 6.41976000e-03
21206 6.76787000e-01 1.59374300e+00 6.41902400e-03
21207 6.76809100e-01 1.59374000e+00 6.41765000e-03
21208 6.76831200e-01 1.59373610e+00 6.41637300e-03
21209 6.76853300e-01 1.59373140e+00 6.41581900e-03
21210 6.76875400e-01 1.59372700e+00 6.41614000e-03
21211 6.76897500e-01 1.59372310e+00 6.41699200e-03
21212 6.76919600e-01 1.59371980e+00 6.41782100e-03
21213 6.76941700e-01 1.59371700e+00 6.41823400e-03
21214 6.76963800e-01 1.59371410e+00 6.41821500e-03
21215 6.76985900e-01 1.59371100e+00 6.41803400e-03
21216 6.77008000e-01 1.59370770e+00 6.41797800e-03
21217 6.77030100e-01 1.59370460e+00 6.41808200e-03
21218 6.77052200e-01 1.59370150e+00 6.41813400e-03
21219 6.77074300e-01 1.59369870e+00 6.41785600e-03
21220 6.77096400e-01 1.59369570e+00 6.41716200e-03
21221 6.77118500e-01 1.59369200e+00 6.41626800e-03
21222 6.77140600e-01 1.59368780e+00 6.41565600e-03
21223 6.77162700e-01 1.59368310e+00 6.41584600e-03
21224 6.77184800e-01 1.59367860e+00 6.41707700e-03
21225 6.77206900e-01 1.59367510e+00 6.41905100e-03
21226 6.77229000e-01 1.59367300e+00 6.42097400e-03
21227 6.77251100e-01 1.59367150e+00 6.42198000e-03
21228 6.77273200e-01 1.59367050e+00 6.42166500e-03
21229 6.77295400e-01 1.59366870e+00 6.42034000e-03
21230 6.77317500e-01 1.59366590e+00 6.41877300e-03
21231 6.77339600e-01 1.59366240e+00 6.41764400e-03
21232 6.77361700e-01 1.59365870e+00 6.41715900e-03
21233 6.77383800e-01 1.59365520e+00 6.41706600e-03
21234 6.77406000e-01 1.59365220e+00 6.41694500e-03
21235 6.77428100e-01 1.59364930e+00 6.41651700e-03
21236 6.77450200e-01 1.59364600e+00 6.41578400e-03
21237 6.77472300e-01 1.59364260e+00 6.41496700e-03
21238 6.77494500e-01 1.59363870e+00 6.41433300e-03
21239 6.77516600e-01 1.59363460e+00 6.41403100e-03
21240 6.77538700e-01 1.59363050e+00 6.41406600e-03
21241 6.77560900e-01 1.59362640e+00 6.41442100e-03
21242 6.77583000e-01 1.59362250e+00 6.41517500e-03
21243 6.77605100e-01 1.59361880e+00 6.41641600e-03
21244 6.77627300e-01 1.59361590e+00 6.41801300e-03
21245 6.77649400e-01 1.59361370e+00 6.41948500e-03
21246 6.77671600e-01 1.59361250e+00 6.42019700e-03
21247 6.77693700e-01 1.59361140e+00 6.41978300e-03
21248 6.77715800e-01 1.59360970e+00 6.41839700e-03
21249 6.77738000e-01 1.59360710e+00 6.41661700e-03
21250 6.77760100e-01 1.59360360e+00 6.41509900e-03
21251 6.77782300e-01 1.59359960e+00 6.41427100e-03
21252 6.77804400e-01 1.59359570e+00 6.41417300e-03
21253 6.77826600e-01 1.59359230e+00 6.41450600e-03
21254 6.77848700e-01 1.59358930e+00 6.41478800e-03
21255 6.77870900e-01 1.59358690e+00 6.41462400e-03
21256 6.77893100e-01 1.59358430e+00 6.41392100e-03
21257 6.77915200e-01 1.59358130e+00 6.41292000e-03
21258 6.77937400e-01 1.59357780e+00 6.41200100e-03
21259 6.77959500e-01 1.59357400e+00 6.41143300e-03
21260 6.77981700e-01 1.59357020e+00 6.41128000e-03
21261 6.78003800e-01 1.59356660e+00 6.41146800e-03
21262 6.78026000e-01 1.59356340e+00 6.41183800e-03
21263 6.78048200e-01 1.59356040e+00 6.41213500e-03
21264 6.78070300e-01 1.59355810e+00 6.41207400e-03
21265 6.78092500e-01 1.59355560e+00 6.41149400e-03
21266 6.78114700e-01 1.59355280e+00 6.41051800e-03
21267 6.78136900e-01 1.59354940e+00 6.40951300e-03
21268 6.78159000e-01 1.59354580e+00 6.40883400e-03
21269 6.78181200e-01 1.59354220e+00 6.40856100e-03
21270 6.78203400e-01 1.59353890e+00 6.40847000e-03
21271 6.78225600e-01 1.59353600e+00 6.40819000e-03
21272 6.78247700e-01 1.59353290e+00 6.40746700e-03
21273 6.78269900e-01 1.59352970e+00 6.40636400e-03
21274 6.78292100e-01 1.59352570e+00 6.40529400e-03
21275 6.78314300e-01 1.59352130e+00 6.40479600e-03
21276 6.78336500e-01 1.59351690e+00 6.40515300e-03
21277 6.78358700e-01 1.59351330e+00 6.40609400e-03
21278 6.78380800e-01 1.59351060e+00 6.40690700e-03
21279 6.78403000e-01 1.59350840e+00 6.40692100e-03
21280 6.78425200e-01 1.59350620e+00 6.40597400e-03
21281 6.78447400e-01 1.59350300e+00 6.40446400e-03
21282 6.78469600e-01 1.59349920e+00 6.40300700e-03
21283 6.78491800e-01 1.59349480e+00 6.40205600e-03
21284 6.78514000e-01 1.59349020e+00 6.40175000e-03
21285 6.78536200e-01 1.59348570e+00 6.40198000e-03
21286 6.78558400e-01 1.59348160e+00 6.40251800e-03
21287 6.78580600e-01 1.59347780e+00 6.40311300e-03
21288 6.78602800e-01 1.59347430e+00 6.40360400e-03
21289 6.78625000e-01 1.59347080e+00 6.40401400e-03
21290 6.78647200e-01 1.59346710e+00 6.40451700e-03
21291 6.78669400e-01 1.59346370e+00 6.40525300e-03
21292 6.78691600e-01 1.59346050e+00 6.40617600e-03
21293 6.78713800e-01 1.59345770e+00 6.40707000e-03
21294 6.78736000e-01 1.59345540e+00 6.40770300e-03
21295 6.78758200e-01 1.59345320e+00 6.40792200e-03
21296 6.78780500e-01 1.59345110e+00 6.40765100e-03
21297 6.78802700e-01 1.59344880e+00 6.40687700e-03
21298 6.78824900e-01 1.59344610e+00 6.40572800e-03
21299 6.78847100e-01 1.59344250e+00 6.40450900e-03
21300 6.78869300e-01 1.59343860e+00 6.40362400e-03
21301 6.78891600e-01 1.59343440e+00 6.40336400e-03
21302 6.78913800e-01 1.59343020e+00 6.40374500e-03
21303 6.78936000e-01 1.59342640e+00 6.40455100e-03
21304 6.78958200e-01 1.59342320e+00 6.40548800e-03
21305 6.78980400e-01 1.59342050e+00 6.40630300e-03
21306 6.79002700e-01 1.59341810e+00 6.40682700e-03
21307 6.79024900e-01 1.59341600e+00 6.40696800e-03
21308 6.79047100e-01 1.59341360e+00 6.40667800e-03
21309 6.79069400e-01 1.59341130e+00 6.40597500e-03
21310 6.79091600e-01 1.59340850e+00 6.40498500e-03
21311 6.79113800e-01 1.59340520e+00 6.40398300e-03
21312 6.79136100e-01 1.59340150e+00 6.40332700e-03
21313 6.79158300e-01 1.59339770e+00 6.40325400e-03
21314 6.79180600e-01 1.59339420e+00 6.40368400e-03
21315 6.79202800e-01 1.59339140e+00 6.40419700e-03
21316 6.79225000e-01 1.59338920e+00 6.40429400e-03
21317 6.79247300e-01 1.59338680e+00 6.40372000e-03
21318 6.79269500e-01 1.59338440e+00 6.40260700e-03
21319 6.79291800e-01 1.59338130e+00 6.40130200e-03
21320 6.79314000e-01 1.59337780e+00 6.40010000e-03
21321 6.79336300e-01 1.59337400e+00 6.39909600e-03
21322 6.79358500e-01 1.59337010e+00 6.39827500e-03
21323 6.79380800e-01 1.59336590e+00 6.39766400e-03
21324 6.79403000e-01 1.59336150e+00 6.39739400e-03
21325 6.79425300e-01 1.59335730e+00 6.39761300e-03
21326 6.79447500e-01 1.59335310e+00 6.39830900e-03
21327 6.79469800e-01 1.59334970e+00 6.39920600e-03
21328 6.79492100e-01 1.59334680e+00 6.39983800e-03
21329 6.79514300e-01 1.59334420e+00 6.39981900e-03
21330 6.79536600e-01 1.59334120e+00 6.39914800e-03
21331 6.79558900e-01 1.59333740e+00 6.39831500e-03
21332 6.79581100e-01 1.59333290e+00 6.39805400e-03
21333 6.79603400e-01 1.59332810e+00 6.39887700e-03
21334 6.79625700e-01 1.59332420e+00 6.40071400e-03
21335 6.79647900e-01 1.59332120e+00 6.40292000e-03
21336 6.79670200e-01 1.59331960e+00 6.40463500e-03
21337 6.79692500e-01 1.59331860e+00 6.40524800e-03
21338 6.79714700e-01 1.59331740e+00 6.40467400e-03
21339 6.79737000e-01 1.59331550e+00 6.40334000e-03
21340 6.79759300e-01 1.59331270e+00 6.40189200e-03
21341 6.79781600e-01 1.59330930e+00 6.40085200e-03
21342 6.79803900e-01 1.59330570e+00 6.40038200e-03
21343 6.79826100e-01 1.59330230e+00 6.40032300e-03
21344 6.79848400e-01 1.59329900e+00 6.40038300e-03
21345 6.79870700e-01 1.59329620e+00 6.40034900e-03
21346 6.79893000e-01 1.59329340e+00 6.40016200e-03
21347 6.79915300e-01 1.59329060e+00 6.39987500e-03
21348 6.79937600e-01 1.59328770e+00 6.39953900e-03
21349 6.79959900e-01 1.59328490e+00 6.39914900e-03
21350 6.79982200e-01 1.59328210e+00 6.39864600e-03
21351 6.80004500e-01 1.59327930e+00 6.39796900e-03
21352 6.80026700e-01 1.59327630e+00 6.39713500e-03
21353 6.80049000e-01 1.59327290e+00 6.39627300e-03
21354 6.80071300e-01 1.59326960e+00 6.39554000e-03
21355 6.80093600e-01 1.59326610e+00 6.39498900e-03
21356 6.80115900e-01 1.59326270e+00 6.39450800e-03
21357 6.80138200e-01 1.59325940e+00 6.39391300e-03
21358 6.80160500e-01 1.59325590e+00 6.39314000e-03
21359 6.80182900e-01 1.59325210e+00 6.39234500e-03
21360 6.80205200e-01 1.59324790e+00 6.39180800e-03
21361 6.80227500e-01 1.59324370e+00 6.39173200e-03
21362 6.80249800e-01 1.59323940e+00 6.39212500e-03
21363 6.80272100e-01 1.59323570e+00 6.39283200e-03
21364 6.80294400e-01 1.59323220e+00 6.39365100e-03
21365 6.80316700e-01 1.59322920e+00 6.39441300e-03
21366 6.80339000e-01 1.59322650e+00 6.39499000e-03
21367 6.80361400e-01 1.59322410e+00 6.39527200e-03
21368 6.80383700e-01 1.59322180e+00 6.39517100e-03
21369 6.80406000e-01 1.59321930e+00 6.39466600e-03
21370 6.80428300e-01 1.59321670e+00 6.39384600e-03
21371 6.80450600e-01 1.59321330e+00 6.39294600e-03
21372 6.80473000e-01 1.59320980e+00 6.39226600e-03
21373 6.80495300e-01 1.59320610e+00 6.39201100e-03
21374 6.80517600e-01 1.59320270e+00 6.39213800e-03
21375 6.80539900e-01 1.59319970e+00 6.39235800e-03
21376 6.80562300e-01 1.59319710e+00 6.39228500e-03
21377 6.80584600e-01 1.59319460e+00 6.39164900e-03
21378 6.80606900e-01 1.59319180e+00 6.39044100e-03
21379 6.80629300e-01 1.59318840e+00 6.38893300e-03
21380 6.80651600e-01 1.59318390e+00 6.38760500e-03
21381 6.80673900e-01 1.59317920e+00 6.38697000e-03
21382 6.80696300e-01 1.59317430e+00 6.38732300e-03
21383 6.80718600e-01 1.59317010e+00 6.38849300e-03
21384 6.80741000e-01 1.59316680e+00 6.38984400e-03
21385 6.80763300e-01 1.59316440e+00 6.39061800e-03
21386 6.80785700e-01 1.59316210e+00 6.39042900e-03
21387 6.80808000e-01 1.59315930e+00 6.38953200e-03
21388 6.80830300e-01 1.59315570e+00 6.38862500e-03
21389 6.80852700e-01 1.59315130e+00 6.38833100e-03
21390 6.80875000e-01 1.59314730e+00 6.38877500e-03
21391 6.80897400e-01 1.59314380e+00 6.38955800e-03
21392 6.80919800e-01 1.59314080e+00 6.39011600e-03
21393 6.80942100e-01 1.59313790e+00 6.39015100e-03
21394 6.80964500e-01 1.59313470e+00 6.38981400e-03
21395 6.80986800e-01 1.59313090e+00 6.38957500e-03
21396 6.81009200e-01 1.59312680e+00 6.38987800e-03
21397 6.81031500e-01 1.59312280e+00 6.39087600e-03
21398 6.81053900e-01 1.59311910e+00 6.39239100e-03
21399 6.81076300e-01 1.59311640e+00 6.39407200e-03
21400 6.81098600e-01 1.59311420e+00 6.39560900e-03
21401 6.81121000e-01 1.59311250e+00 6.39681900e-03
21402 6.81143400e-01 1.59311120e+00 6.39759300e-03
21403 6.81165700e-01 1.59311020e+00 6.39781300e-03
21404 6.81188100e-01 1.59310930e+00 6.39735500e-03
21405 6.81210500e-01 1.59310840e+00 6.39614600e-03
