# Optical Properties of organic hazes made under water-rich (1000x solar), 300 K exoplanet conditions
# Citation: He, C., Radke, M.J., Moran, S.E., Hörst, S.M., Lewis, N.K., Moses, J.I., Batalha, N.E., Kempton, E.M.-R., Marley, M.S., Morley, C.V., Valenti, J.A., Vuitton, V. Optical Properties of Organic Haze Analogues in Water-rich Exoplanet Atmospheres Observable with JWST, Nature Astronomy, resubmitted

#index wavelength(microns) n	k
8602 4.79556400e-01 1.66311680e+00 1.02250380e-02
8603 4.79567500e-01 1.66313740e+00 1.02316530e-02
8604 4.79578600e-01 1.66316060e+00 1.02247880e-02
8605 4.79589700e-01 1.66317940e+00 1.02049570e-02
8606 4.79600800e-01 1.66318800e+00 1.01761510e-02
8607 4.79611900e-01 1.66318480e+00 1.01440290e-02
8608 4.79623000e-01 1.66316930e+00 1.01142200e-02
8609 4.79634100e-01 1.66314450e+00 1.00919030e-02
8610 4.79645200e-01 1.66311560e+00 1.00801920e-02
8611 4.79656200e-01 1.66308870e+00 1.00788160e-02
8612 4.79667300e-01 1.66306820e+00 1.00836350e-02
8613 4.79678400e-01 1.66305480e+00 1.00895560e-02
8614 4.79689500e-01 1.66304670e+00 1.00930200e-02
8615 4.79700600e-01 1.66304070e+00 1.00929880e-02
8616 4.79711700e-01 1.66303610e+00 1.00893170e-02
8617 4.79722800e-01 1.66303070e+00 1.00815010e-02
8618 4.79733900e-01 1.66302200e+00 1.00694520e-02
8619 4.79745000e-01 1.66300710e+00 1.00555350e-02
8620 4.79756100e-01 1.66298540e+00 1.00442230e-02
8621 4.79767200e-01 1.66295960e+00 1.00398260e-02
8622 4.79778300e-01 1.66293480e+00 1.00434240e-02
8623 4.79789400e-01 1.66291520e+00 1.00523520e-02
8624 4.79800500e-01 1.66290160e+00 1.00619380e-02
8625 4.79811600e-01 1.66289260e+00 1.00687150e-02
8626 4.79822700e-01 1.66288430e+00 1.00716220e-02
8627 4.79833800e-01 1.66287400e+00 1.00724460e-02
8628 4.79844900e-01 1.66286100e+00 1.00744240e-02
8629 4.79856000e-01 1.66284760e+00 1.00806010e-02
8630 4.79867100e-01 1.66283800e+00 1.00911710e-02
8631 4.79878200e-01 1.66283550e+00 1.01029710e-02
8632 4.79889300e-01 1.66284100e+00 1.01106030e-02
8633 4.79900400e-01 1.66285060e+00 1.01088880e-02
8634 4.79911500e-01 1.66285890e+00 1.00957960e-02
8635 4.79922600e-01 1.66285870e+00 1.00739820e-02
8636 4.79933700e-01 1.66284690e+00 1.00495900e-02
8637 4.79944800e-01 1.66282420e+00 1.00292010e-02
8638 4.79955900e-01 1.66279460e+00 1.00175980e-02
8639 4.79967000e-01 1.66276360e+00 1.00160710e-02
8640 4.79978100e-01 1.66273600e+00 1.00229740e-02
8641 4.79989300e-01 1.66271450e+00 1.00349290e-02
8642 4.80000400e-01 1.66269920e+00 1.00486160e-02
8643 4.80011500e-01 1.66269030e+00 1.00613080e-02
8644 4.80022600e-01 1.66268590e+00 1.00709420e-02
8645 4.80033700e-01 1.66268410e+00 1.00760520e-02
8646 4.80044800e-01 1.66268240e+00 1.00763900e-02
8647 4.80055900e-01 1.66267900e+00 1.00732960e-02
8648 4.80067000e-01 1.66267330e+00 1.00682410e-02
8649 4.80078100e-01 1.66266570e+00 1.00619510e-02
8650 4.80089200e-01 1.66265600e+00 1.00541880e-02
8651 4.80100400e-01 1.66264250e+00 1.00449340e-02
8652 4.80111500e-01 1.66262400e+00 1.00358480e-02
8653 4.80122600e-01 1.66259990e+00 1.00306150e-02
8654 4.80133700e-01 1.66257280e+00 1.00325210e-02
8655 4.80144800e-01 1.66254680e+00 1.00427150e-02
8656 4.80155900e-01 1.66252630e+00 1.00595960e-02
8657 4.80167100e-01 1.66251360e+00 1.00795590e-02
8658 4.80178200e-01 1.66250900e+00 1.00983050e-02
8659 4.80189300e-01 1.66251070e+00 1.01121970e-02
8660 4.80200400e-01 1.66251440e+00 1.01193340e-02
8661 4.80211500e-01 1.66251710e+00 1.01205560e-02
8662 4.80222600e-01 1.66251600e+00 1.01187460e-02
8663 4.80233800e-01 1.66251170e+00 1.01173950e-02
8664 4.80244900e-01 1.66250690e+00 1.01179530e-02
8665 4.80256000e-01 1.66250400e+00 1.01190800e-02
8666 4.80267100e-01 1.66250330e+00 1.01175690e-02
8667 4.80278200e-01 1.66250200e+00 1.01113680e-02
8668 4.80289400e-01 1.66249670e+00 1.01009730e-02
8669 4.80300500e-01 1.66248410e+00 1.00902170e-02
8670 4.80311600e-01 1.66246590e+00 1.00837230e-02
8671 4.80322700e-01 1.66244500e+00 1.00849620e-02
8672 4.80333900e-01 1.66242660e+00 1.00943490e-02
8673 4.80345000e-01 1.66241500e+00 1.01094790e-02
8674 4.80356100e-01 1.66241280e+00 1.01256420e-02
8675 4.80367200e-01 1.66241950e+00 1.01377250e-02
8676 4.80378400e-01 1.66243210e+00 1.01414430e-02
8677 4.80389500e-01 1.66244600e+00 1.01344480e-02
8678 4.80400600e-01 1.66245490e+00 1.01172630e-02
8679 4.80411700e-01 1.66245510e+00 1.00933870e-02
8680 4.80422900e-01 1.66244410e+00 1.00684950e-02
8681 4.80434000e-01 1.66242320e+00 1.00484160e-02
8682 4.80445100e-01 1.66239700e+00 1.00372560e-02
8683 4.80456200e-01 1.66237110e+00 1.00356520e-02
8684 4.80467400e-01 1.66235050e+00 1.00408850e-02
8685 4.80478500e-01 1.66233710e+00 1.00479820e-02
8686 4.80489600e-01 1.66232990e+00 1.00519480e-02
8687 4.80500800e-01 1.66232430e+00 1.00499980e-02
8688 4.80511900e-01 1.66231640e+00 1.00426060e-02
8689 4.80523000e-01 1.66230270e+00 1.00332170e-02
8690 4.80534200e-01 1.66228320e+00 1.00264620e-02
8691 4.80545300e-01 1.66226110e+00 1.00257230e-02
8692 4.80556400e-01 1.66224070e+00 1.00313880e-02
8693 4.80567600e-01 1.66222570e+00 1.00406660e-02
8694 4.80578700e-01 1.66221670e+00 1.00491400e-02
8695 4.80589800e-01 1.66221180e+00 1.00531070e-02
8696 4.80601000e-01 1.66220620e+00 1.00512700e-02
8697 4.80612100e-01 1.66219730e+00 1.00453060e-02
8698 4.80623300e-01 1.66218270e+00 1.00386330e-02
8699 4.80634400e-01 1.66216320e+00 1.00348570e-02
8700 4.80645500e-01 1.66214120e+00 1.00358560e-02
8701 4.80656700e-01 1.66211930e+00 1.00417670e-02
8702 4.80667800e-01 1.66209890e+00 1.00515130e-02
8703 4.80678900e-01 1.66208020e+00 1.00647220e-02
8704 4.80690100e-01 1.66206430e+00 1.00816540e-02
8705 4.80701200e-01 1.66205250e+00 1.01026130e-02
8706 4.80712400e-01 1.66204840e+00 1.01262680e-02
8707 4.80723500e-01 1.66205330e+00 1.01489510e-02
8708 4.80734700e-01 1.66206680e+00 1.01654950e-02
8709 4.80745800e-01 1.66208470e+00 1.01718670e-02
8710 4.80756900e-01 1.66210100e+00 1.01676030e-02
8711 4.80768100e-01 1.66211130e+00 1.01561150e-02
8712 4.80779200e-01 1.66211430e+00 1.01425590e-02
8713 4.80790400e-01 1.66211270e+00 1.01307310e-02
8714 4.80801500e-01 1.66210940e+00 1.01208740e-02
8715 4.80812700e-01 1.66210660e+00 1.01103250e-02
8716 4.80823800e-01 1.66210190e+00 1.00966410e-02
8717 4.80835000e-01 1.66209170e+00 1.00808910e-02
8718 4.80846100e-01 1.66207430e+00 1.00677370e-02
8719 4.80857200e-01 1.66205280e+00 1.00627130e-02
8720 4.80868400e-01 1.66203390e+00 1.00674000e-02
8721 4.80879500e-01 1.66202410e+00 1.00773930e-02
8722 4.80890700e-01 1.66202470e+00 1.00844690e-02
8723 4.80901800e-01 1.66203030e+00 1.00817730e-02
8724 4.80913000e-01 1.66203360e+00 1.00682120e-02
8725 4.80924100e-01 1.66202790e+00 1.00490860e-02
8726 4.80935300e-01 1.66201310e+00 1.00319180e-02
8727 4.80946500e-01 1.66199400e+00 1.00211850e-02
8728 4.80957600e-01 1.66197610e+00 1.00159510e-02
8729 4.80968800e-01 1.66196170e+00 1.00114820e-02
8730 4.80979900e-01 1.66194830e+00 1.00033580e-02
8731 4.80991100e-01 1.66193070e+00 9.99137800e-03
8732 4.81002200e-01 1.66190450e+00 9.98033900e-03
8733 4.81013400e-01 1.66187160e+00 9.97718000e-03
8734 4.81024500e-01 1.66183760e+00 9.98666200e-03
8735 4.81035700e-01 1.66181100e+00 1.00081830e-02
8736 4.81046800e-01 1.66179830e+00 1.00350810e-02
8737 4.81058000e-01 1.66180020e+00 1.00575850e-02
8738 4.81069200e-01 1.66181080e+00 1.00674740e-02
8739 4.81080300e-01 1.66182040e+00 1.00623190e-02
8740 4.81091500e-01 1.66182030e+00 1.00467380e-02
8741 4.81102600e-01 1.66180630e+00 1.00297660e-02
8742 4.81113800e-01 1.66178190e+00 1.00203030e-02
8743 4.81125000e-01 1.66175390e+00 1.00230870e-02
8744 4.81136100e-01 1.66173070e+00 1.00368790e-02
8745 4.81147300e-01 1.66171720e+00 1.00557910e-02
8746 4.81158400e-01 1.66171350e+00 1.00729570e-02
8747 4.81169600e-01 1.66171580e+00 1.00833490e-02
8748 4.81180800e-01 1.66171840e+00 1.00859360e-02
8749 4.81191900e-01 1.66171710e+00 1.00834450e-02
8750 4.81203100e-01 1.66170990e+00 1.00804160e-02
8751 4.81214300e-01 1.66169930e+00 1.00809130e-02
8752 4.81225400e-01 1.66168860e+00 1.00867560e-02
8753 4.81236600e-01 1.66168170e+00 1.00969860e-02
8754 4.81247800e-01 1.66168110e+00 1.01082960e-02
8755 4.81258900e-01 1.66168680e+00 1.01167960e-02
8756 4.81270100e-01 1.66169650e+00 1.01196430e-02
8757 4.81281300e-01 1.66170750e+00 1.01158370e-02
8758 4.81292400e-01 1.66171730e+00 1.01059130e-02
8759 4.81303600e-01 1.66172400e+00 1.00909990e-02
8760 4.81314800e-01 1.66172780e+00 1.00716520e-02
8761 4.81325900e-01 1.66172660e+00 1.00479250e-02
8762 4.81337100e-01 1.66171820e+00 1.00207600e-02
8763 4.81348300e-01 1.66170070e+00 9.99322700e-03
8764 4.81359400e-01 1.66167400e+00 9.96972900e-03
8765 4.81370600e-01 1.66164090e+00 9.95415500e-03
8766 4.81381800e-01 1.66160570e+00 9.94799200e-03
8767 4.81393000e-01 1.66157230e+00 9.95021100e-03
8768 4.81404100e-01 1.66154230e+00 9.95840800e-03
8769 4.81415300e-01 1.66151730e+00 9.97060800e-03
8770 4.81426500e-01 1.66149700e+00 9.98566500e-03
8771 4.81437700e-01 1.66148230e+00 1.00025400e-02
8772 4.81448800e-01 1.66147410e+00 1.00192410e-02
8773 4.81460000e-01 1.66147240e+00 1.00325490e-02
8774 4.81471200e-01 1.66147470e+00 1.00391210e-02
8775 4.81482400e-01 1.66147660e+00 1.00375440e-02
8776 4.81493500e-01 1.66147340e+00 1.00295000e-02
8777 4.81504700e-01 1.66146180e+00 1.00196840e-02
8778 4.81515900e-01 1.66144320e+00 1.00136500e-02
8779 4.81527100e-01 1.66142120e+00 1.00150680e-02
8780 4.81538300e-01 1.66140050e+00 1.00242180e-02
8781 4.81549400e-01 1.66138510e+00 1.00388090e-02
8782 4.81560600e-01 1.66137650e+00 1.00555030e-02
8783 4.81571800e-01 1.66137490e+00 1.00710630e-02
8784 4.81583000e-01 1.66137920e+00 1.00823230e-02
8785 4.81594200e-01 1.66138680e+00 1.00868690e-02
8786 4.81605300e-01 1.66139330e+00 1.00839410e-02
8787 4.81616500e-01 1.66139590e+00 1.00754020e-02
8788 4.81627700e-01 1.66139220e+00 1.00649790e-02
8789 4.81638900e-01 1.66138350e+00 1.00565040e-02
8790 4.81650100e-01 1.66137250e+00 1.00515210e-02
8791 4.81661300e-01 1.66136180e+00 1.00498370e-02
8792 4.81672500e-01 1.66135290e+00 1.00498840e-02
8793 4.81683600e-01 1.66134620e+00 1.00499300e-02
8794 4.81694800e-01 1.66134140e+00 1.00483530e-02
8795 4.81706000e-01 1.66133640e+00 1.00441970e-02
8796 4.81717200e-01 1.66133020e+00 1.00371540e-02
8797 4.81728400e-01 1.66132000e+00 1.00287350e-02
8798 4.81739600e-01 1.66130530e+00 1.00217680e-02
8799 4.81750800e-01 1.66128760e+00 1.00194400e-02
8800 4.81762000e-01 1.66127030e+00 1.00236900e-02
8801 4.81773100e-01 1.66125810e+00 1.00337470e-02
8802 4.81784300e-01 1.66125470e+00 1.00452000e-02
8803 4.81795500e-01 1.66126010e+00 1.00513100e-02
8804 4.81806700e-01 1.66126840e+00 1.00466320e-02
8805 4.81817900e-01 1.66127270e+00 1.00309900e-02
8806 4.81829100e-01 1.66126650e+00 1.00102620e-02
8807 4.81840300e-01 1.66125060e+00 9.99252900e-03
8808 4.81851500e-01 1.66123040e+00 9.98214300e-03
8809 4.81862700e-01 1.66121180e+00 9.97706400e-03
8810 4.81873900e-01 1.66119580e+00 9.97192900e-03
8811 4.81885100e-01 1.66117850e+00 9.96370600e-03
8812 4.81896300e-01 1.66115540e+00 9.95496700e-03
8813 4.81907500e-01 1.66112540e+00 9.95207700e-03
8814 4.81918700e-01 1.66109430e+00 9.95990900e-03
8815 4.81929900e-01 1.66106890e+00 9.97793400e-03
8816 4.81941100e-01 1.66105410e+00 1.00004680e-02
8817 4.81952300e-01 1.66104960e+00 1.00201420e-02
8818 4.81963500e-01 1.66105070e+00 1.00322870e-02
8819 4.81974700e-01 1.66105130e+00 1.00373600e-02
8820 4.81985900e-01 1.66104850e+00 1.00396910e-02
8821 4.81997100e-01 1.66104390e+00 1.00434270e-02
8822 4.82008300e-01 1.66104070e+00 1.00493250e-02
8823 4.82019500e-01 1.66104250e+00 1.00543400e-02
8824 4.82030700e-01 1.66104780e+00 1.00541350e-02
8825 4.82041900e-01 1.66105300e+00 1.00460310e-02
8826 4.82053100e-01 1.66105310e+00 1.00307950e-02
8827 4.82064300e-01 1.66104450e+00 1.00122290e-02
8828 4.82075500e-01 1.66102630e+00 9.99564900e-03
8829 4.82086700e-01 1.66100100e+00 9.98626800e-03
8830 4.82097900e-01 1.66097390e+00 9.98697800e-03
8831 4.82109100e-01 1.66095050e+00 9.99687300e-03
8832 4.82120300e-01 1.66093560e+00 1.00110830e-02
8833 4.82131500e-01 1.66092820e+00 1.00238720e-02
8834 4.82142700e-01 1.66092490e+00 1.00319620e-02
8835 4.82153900e-01 1.66092200e+00 1.00359560e-02
8836 4.82165100e-01 1.66091820e+00 1.00381800e-02
8837 4.82176400e-01 1.66091430e+00 1.00398690e-02
8838 4.82187600e-01 1.66091100e+00 1.00403280e-02
8839 4.82198800e-01 1.66090780e+00 1.00385920e-02
8840 4.82210000e-01 1.66090280e+00 1.00349270e-02
8841 4.82221200e-01 1.66089620e+00 1.00306490e-02
8842 4.82232400e-01 1.66088810e+00 1.00268090e-02
8843 4.82243600e-01 1.66087940e+00 1.00232520e-02
8844 4.82254800e-01 1.66086990e+00 1.00191390e-02
8845 4.82266000e-01 1.66085840e+00 1.00148330e-02
8846 4.82277300e-01 1.66084440e+00 1.00118690e-02
8847 4.82288500e-01 1.66082910e+00 1.00122880e-02
8848 4.82299700e-01 1.66081520e+00 1.00166220e-02
8849 4.82310900e-01 1.66080440e+00 1.00231170e-02
8850 4.82322100e-01 1.66079770e+00 1.00284960e-02
8851 4.82333300e-01 1.66079190e+00 1.00307320e-02
8852 4.82344600e-01 1.66078400e+00 1.00313660e-02
8853 4.82355800e-01 1.66077410e+00 1.00343230e-02
8854 4.82367000e-01 1.66076620e+00 1.00420530e-02
8855 4.82378200e-01 1.66076510e+00 1.00517130e-02
8856 4.82389400e-01 1.66077160e+00 1.00564800e-02
8857 4.82400600e-01 1.66078030e+00 1.00504360e-02
8858 4.82411900e-01 1.66078220e+00 1.00346410e-02
8859 4.82423100e-01 1.66077340e+00 1.00166920e-02
8860 4.82434300e-01 1.66075570e+00 1.00053380e-02
8861 4.82445500e-01 1.66073700e+00 1.00039020e-02
8862 4.82456800e-01 1.66072430e+00 1.00086410e-02
8863 4.82468000e-01 1.66071880e+00 1.00124580e-02
8864 4.82479200e-01 1.66071690e+00 1.00105150e-02
8865 4.82490400e-01 1.66071340e+00 1.00029440e-02
8866 4.82501600e-01 1.66070590e+00 9.99300100e-03
8867 4.82512900e-01 1.66069440e+00 9.98382300e-03
8868 4.82524100e-01 1.66068150e+00 9.97593700e-03
8869 4.82535300e-01 1.66066710e+00 9.96859100e-03
8870 4.82546500e-01 1.66065040e+00 9.96178900e-03
8871 4.82557800e-01 1.66063130e+00 9.95748200e-03
8872 4.82569000e-01 1.66061170e+00 9.95743300e-03
8873 4.82580200e-01 1.66059490e+00 9.96087100e-03
8874 4.82591500e-01 1.66058190e+00 9.96390800e-03
8875 4.82602700e-01 1.66057000e+00 9.96292300e-03
8876 4.82613900e-01 1.66055360e+00 9.95825300e-03
8877 4.82625100e-01 1.66053020e+00 9.95522700e-03
8878 4.82636400e-01 1.66050120e+00 9.96078600e-03
8879 4.82647600e-01 1.66047360e+00 9.97860100e-03
8880 4.82658800e-01 1.66045500e+00 1.00063880e-02
8881 4.82670100e-01 1.66044990e+00 1.00374930e-02
8882 4.82681300e-01 1.66045800e+00 1.00645250e-02
8883 4.82692500e-01 1.66047560e+00 1.00819640e-02
8884 4.82703800e-01 1.66049740e+00 1.00872470e-02
8885 4.82715000e-01 1.66051750e+00 1.00803490e-02
8886 4.82726200e-01 1.66053200e+00 1.00631730e-02
8887 4.82737500e-01 1.66053680e+00 1.00392840e-02
8888 4.82748700e-01 1.66053030e+00 1.00134400e-02
8889 4.82760000e-01 1.66051290e+00 9.99078700e-03
8890 4.82771200e-01 1.66048720e+00 9.97614900e-03
8891 4.82782400e-01 1.66045840e+00 9.97303800e-03
8892 4.82793700e-01 1.66043340e+00 9.98149000e-03
8893 4.82804900e-01 1.66041840e+00 9.99702000e-03
8894 4.82816100e-01 1.66041490e+00 1.00117460e-02
8895 4.82827400e-01 1.66042020e+00 1.00180800e-02
8896 4.82838600e-01 1.66042570e+00 1.00125970e-02
8897 4.82849900e-01 1.66042370e+00 9.99860900e-03
8898 4.82861100e-01 1.66041080e+00 9.98422400e-03
8899 4.82872300e-01 1.66039010e+00 9.97750700e-03
8900 4.82883600e-01 1.66036940e+00 9.98158700e-03
8901 4.82894800e-01 1.66035610e+00 9.99327700e-03
8902 4.82906100e-01 1.66035320e+00 1.00051290e-02
8903 4.82917300e-01 1.66035780e+00 1.00101420e-02
8904 4.82928600e-01 1.66036440e+00 1.00051150e-02
8905 4.82939800e-01 1.66036640e+00 9.99145600e-03
8906 4.82951000e-01 1.66036020e+00 9.97338300e-03
8907 4.82962300e-01 1.66034500e+00 9.95575900e-03
8908 4.82973500e-01 1.66032180e+00 9.94325400e-03
8909 4.82984800e-01 1.66029460e+00 9.93985000e-03
8910 4.82996000e-01 1.66026940e+00 9.94701500e-03
8911 4.83007300e-01 1.66025280e+00 9.96161900e-03
8912 4.83018500e-01 1.66024710e+00 9.97601000e-03
8913 4.83029800e-01 1.66024950e+00 9.98194700e-03
8914 4.83041000e-01 1.66025080e+00 9.97663200e-03
8915 4.83052300e-01 1.66024320e+00 9.96537100e-03
8916 4.83063500e-01 1.66022590e+00 9.95781000e-03
8917 4.83074800e-01 1.66020570e+00 9.96070700e-03
8918 4.83086000e-01 1.66019190e+00 9.97263200e-03
8919 4.83097300e-01 1.66018930e+00 9.98530700e-03
8920 4.83108500e-01 1.66019520e+00 9.98963000e-03
8921 4.83119800e-01 1.66020050e+00 9.98201800e-03
8922 4.83131000e-01 1.66019840e+00 9.96604700e-03
8923 4.83142300e-01 1.66018530e+00 9.94941000e-03
8924 4.83153600e-01 1.66016390e+00 9.93891000e-03
8925 4.83164800e-01 1.66013990e+00 9.93761200e-03
8926 4.83176100e-01 1.66011870e+00 9.94430900e-03
8927 4.83187300e-01 1.66010340e+00 9.95556500e-03
8928 4.83198600e-01 1.66009480e+00 9.96786000e-03
8929 4.83209800e-01 1.66009250e+00 9.97856400e-03
8930 4.83221100e-01 1.66009480e+00 9.98528200e-03
8931 4.83232400e-01 1.66010070e+00 9.98582300e-03
8932 4.83243600e-01 1.66010650e+00 9.97863600e-03
8933 4.83254900e-01 1.66010810e+00 9.96410100e-03
8934 4.83266100e-01 1.66010210e+00 9.94525800e-03
8935 4.83277400e-01 1.66008740e+00 9.92684100e-03
8936 4.83288700e-01 1.66006590e+00 9.91315000e-03
8937 4.83299900e-01 1.66004120e+00 9.90610400e-03
8938 4.83311200e-01 1.66001660e+00 9.90542800e-03
8939 4.83322400e-01 1.65999380e+00 9.90947800e-03
8940 4.83333700e-01 1.65997440e+00 9.91661600e-03
8941 4.83345000e-01 1.65995780e+00 9.92582100e-03
8942 4.83356200e-01 1.65994460e+00 9.93670700e-03
8943 4.83367500e-01 1.65993580e+00 9.94845600e-03
8944 4.83378800e-01 1.65993240e+00 9.95884100e-03
8945 4.83390000e-01 1.65993320e+00 9.96448100e-03
8946 4.83401300e-01 1.65993460e+00 9.96296100e-03
8947 4.83412600e-01 1.65993160e+00 9.95546300e-03
8948 4.83423800e-01 1.65992130e+00 9.94712900e-03
8949 4.83435100e-01 1.65990640e+00 9.94346800e-03
8950 4.83446400e-01 1.65989190e+00 9.94626300e-03
8951 4.83457600e-01 1.65988250e+00 9.95200500e-03
8952 4.83468900e-01 1.65987820e+00 9.95517500e-03
8953 4.83480200e-01 1.65987480e+00 9.95259800e-03
8954 4.83491400e-01 1.65986800e+00 9.94588100e-03
8955 4.83502700e-01 1.65985630e+00 9.93886500e-03
8956 4.83514000e-01 1.65984120e+00 9.93441200e-03
8957 4.83525300e-01 1.65982420e+00 9.93316600e-03
8958 4.83536500e-01 1.65980720e+00 9.93488500e-03
8959 4.83547800e-01 1.65979030e+00 9.93998800e-03
8960 4.83559100e-01 1.65977550e+00 9.94916500e-03
8961 4.83570300e-01 1.65976540e+00 9.96161300e-03
8962 4.83581600e-01 1.65976220e+00 9.97391700e-03
8963 4.83592900e-01 1.65976490e+00 9.98135600e-03
8964 4.83604200e-01 1.65976920e+00 9.98062000e-03
8965 4.83615400e-01 1.65976950e+00 9.97257800e-03
8966 4.83626700e-01 1.65976170e+00 9.96227300e-03
8967 4.83638000e-01 1.65974780e+00 9.95592900e-03
8968 4.83649300e-01 1.65973260e+00 9.95668300e-03
8969 4.83660600e-01 1.65972170e+00 9.96236000e-03
8970 4.83671800e-01 1.65971680e+00 9.96731700e-03
8971 4.83683100e-01 1.65971490e+00 9.96692700e-03
8972 4.83694400e-01 1.65971090e+00 9.96095900e-03
8973 4.83705700e-01 1.65970170e+00 9.95308000e-03
8974 4.83717000e-01 1.65968800e+00 9.94728200e-03
8975 4.83728200e-01 1.65967150e+00 9.94544600e-03
8976 4.83739500e-01 1.65965530e+00 9.94744400e-03
8977 4.83750800e-01 1.65964010e+00 9.95289300e-03
8978 4.83762100e-01 1.65962710e+00 9.96171300e-03
8979 4.83773400e-01 1.65961830e+00 9.97354300e-03
8980 4.83784700e-01 1.65961600e+00 9.98639000e-03
8981 4.83795900e-01 1.65962110e+00 9.99629800e-03
8982 4.83807200e-01 1.65963170e+00 9.99852600e-03
8983 4.83818500e-01 1.65964290e+00 9.98977500e-03
8984 4.83829800e-01 1.65964740e+00 9.97049500e-03
8985 4.83841100e-01 1.65964030e+00 9.94582800e-03
8986 4.83852400e-01 1.65961950e+00 9.92425500e-03
8987 4.83863700e-01 1.65958980e+00 9.91338300e-03
8988 4.83874900e-01 1.65955920e+00 9.91601200e-03
8989 4.83886200e-01 1.65953490e+00 9.92920400e-03
8990 4.83897500e-01 1.65952040e+00 9.94680700e-03
8991 4.83908800e-01 1.65951510e+00 9.96324900e-03
8992 4.83920100e-01 1.65951620e+00 9.97535900e-03
8993 4.83931400e-01 1.65952060e+00 9.98215900e-03
8994 4.83942700e-01 1.65952700e+00 9.98333700e-03
8995 4.83954000e-01 1.65953300e+00 9.97891800e-03
8996 4.83965300e-01 1.65953700e+00 9.96914900e-03
8997 4.83976600e-01 1.65953710e+00 9.95488900e-03
8998 4.83987900e-01 1.65953140e+00 9.93752800e-03
8999 4.83999200e-01 1.65951870e+00 9.91992500e-03
9000 4.84010400e-01 1.65949930e+00 9.90553500e-03
9001 4.84021700e-01 1.65947590e+00 9.89736100e-03
9002 4.84033000e-01 1.65945150e+00 9.89631200e-03
9003 4.84044300e-01 1.65943010e+00 9.90107500e-03
9004 4.84055600e-01 1.65941270e+00 9.90942500e-03
9005 4.84066900e-01 1.65940020e+00 9.91975800e-03
9006 4.84078200e-01 1.65939330e+00 9.93020600e-03
9007 4.84089500e-01 1.65939230e+00 9.93773300e-03
9008 4.84100800e-01 1.65939470e+00 9.93872800e-03
9009 4.84112100e-01 1.65939600e+00 9.93150500e-03
9010 4.84123400e-01 1.65939100e+00 9.91852100e-03
9011 4.84134700e-01 1.65937720e+00 9.90548300e-03
9012 4.84146000e-01 1.65935790e+00 9.89773400e-03
9013 4.84157300e-01 1.65933750e+00 9.89713800e-03
9014 4.84168600e-01 1.65932070e+00 9.90129500e-03
9015 4.84179900e-01 1.65930850e+00 9.90561700e-03
9016 4.84191200e-01 1.65929840e+00 9.90653000e-03
9017 4.84202500e-01 1.65928570e+00 9.90393700e-03
9018 4.84213800e-01 1.65926740e+00 9.90161600e-03
9019 4.84225100e-01 1.65924460e+00 9.90545300e-03
9020 4.84236500e-01 1.65922190e+00 9.91904400e-03
9021 4.84247800e-01 1.65920720e+00 9.94088400e-03
9022 4.84259100e-01 1.65920370e+00 9.96491900e-03
9023 4.84270400e-01 1.65921070e+00 9.98413500e-03
9024 4.84281700e-01 1.65922350e+00 9.99418300e-03
9025 4.84293000e-01 1.65923660e+00 9.99517100e-03
9026 4.84304300e-01 1.65924670e+00 9.98985400e-03
9027 4.84315600e-01 1.65925310e+00 9.98136100e-03
9028 4.84326900e-01 1.65925740e+00 9.97144600e-03
9029 4.84338200e-01 1.65926060e+00 9.95974000e-03
9030 4.84349500e-01 1.65926350e+00 9.94398700e-03
9031 4.84360800e-01 1.65926270e+00 9.92248400e-03
9032 4.84372200e-01 1.65925410e+00 9.89612500e-03
9033 4.84383500e-01 1.65923460e+00 9.86970300e-03
9034 4.84394800e-01 1.65920510e+00 9.84987900e-03
9035 4.84406100e-01 1.65917080e+00 9.84119700e-03
9036 4.84417400e-01 1.65913810e+00 9.84350100e-03
9037 4.84428700e-01 1.65911150e+00 9.85327800e-03
9038 4.84440000e-01 1.65909200e+00 9.86609900e-03
9039 4.84451400e-01 1.65907980e+00 9.87850200e-03
9040 4.84462700e-01 1.65907320e+00 9.88767500e-03
9041 4.84474000e-01 1.65906940e+00 9.89111900e-03
9042 4.84485300e-01 1.65906440e+00 9.88771800e-03
9043 4.84496600e-01 1.65905350e+00 9.87981400e-03
9044 4.84507900e-01 1.65903430e+00 9.87282500e-03
9045 4.84519300e-01 1.65900920e+00 9.87305600e-03
9046 4.84530600e-01 1.65898430e+00 9.88360300e-03
9047 4.84541900e-01 1.65896590e+00 9.90270300e-03
9048 4.84553200e-01 1.65895900e+00 9.92396800e-03
9049 4.84564500e-01 1.65896170e+00 9.93990900e-03
9050 4.84575900e-01 1.65896820e+00 9.94583600e-03
9051 4.84587200e-01 1.65897140e+00 9.94279400e-03
9052 4.84598500e-01 1.65896710e+00 9.93636400e-03
9053 4.84609800e-01 1.65895640e+00 9.93313400e-03
9054 4.84621100e-01 1.65894430e+00 9.93621000e-03
9055 4.84632500e-01 1.65893610e+00 9.94392800e-03
9056 4.84643800e-01 1.65893300e+00 9.95205200e-03
9057 4.84655100e-01 1.65893500e+00 9.95683800e-03
9058 4.84666400e-01 1.65893850e+00 9.95651200e-03
9059 4.84677800e-01 1.65894090e+00 9.95122300e-03
9060 4.84689100e-01 1.65894020e+00 9.94243800e-03
