# Optical Properties of organic hazes made under water-rich (1000x solar), 400 K exoplanet conditions
# Citation: He, C., Radke, M.J., Moran, S.E., Hörst, S.M., Lewis, N.K., Moses, J.I., Batalha, N.E., Kempton, E.M.-R., Marley, M.S., Morley, C.V., Valenti, J.A., Vuitton, V. Optical Properties of Organic Haze Analogues in Water-rich Exoplanet Atmospheres Observable with JWST, Nature Astronomy, resubmitted
#index wavelength(microns) n	k
28468 8.86966100e-01 1.59420000e+00 7.34773500e-03
28469 8.87004100e-01 1.59419890e+00 7.34754200e-03
28470 8.87042000e-01 1.59419760e+00 7.34700100e-03
28471 8.87079900e-01 1.59419610e+00 7.34621100e-03
28472 8.87117900e-01 1.59419420e+00 7.34534900e-03
28473 8.87155800e-01 1.59419210e+00 7.34458500e-03
28474 8.87193800e-01 1.59418970e+00 7.34401200e-03
28475 8.87231700e-01 1.59418740e+00 7.34364200e-03
28476 8.87269700e-01 1.59418470e+00 7.34347300e-03
28477 8.87307600e-01 1.59418230e+00 7.34354600e-03
28478 8.87345600e-01 1.59417990e+00 7.34390700e-03
28479 8.87383600e-01 1.59417780e+00 7.34448600e-03
28480 8.87421500e-01 1.59417620e+00 7.34505800e-03
28481 8.87459500e-01 1.59417490e+00 7.34534800e-03
28482 8.87497500e-01 1.59417370e+00 7.34522200e-03
28483 8.87535400e-01 1.59417230e+00 7.34476400e-03
28484 8.87573400e-01 1.59417090e+00 7.34416200e-03
28485 8.87611400e-01 1.59416890e+00 7.34351600e-03
28486 8.87649400e-01 1.59416720e+00 7.34281200e-03
28487 8.87687400e-01 1.59416510e+00 7.34205300e-03
28488 8.87725400e-01 1.59416280e+00 7.34136200e-03
28489 8.87763400e-01 1.59416030e+00 7.34091400e-03
28490 8.87801400e-01 1.59415790e+00 7.34073200e-03
28491 8.87839400e-01 1.59415560e+00 7.34063800e-03
28492 8.87877400e-01 1.59415340e+00 7.34044000e-03
28493 8.87915400e-01 1.59415120e+00 7.34014500e-03
28494 8.87953400e-01 1.59414850e+00 7.33997600e-03
28495 8.87991400e-01 1.59414600e+00 7.34014200e-03
28496 8.88029400e-01 1.59414360e+00 7.34061200e-03
28497 8.88067500e-01 1.59414170e+00 7.34113900e-03
28498 8.88105500e-01 1.59414000e+00 7.34147200e-03
28499 8.88143500e-01 1.59413830e+00 7.34154100e-03
28500 8.88181600e-01 1.59413660e+00 7.34144300e-03
28501 8.88219600e-01 1.59413490e+00 7.34130300e-03
28502 8.88257600e-01 1.59413320e+00 7.34115200e-03
28503 8.88295700e-01 1.59413110e+00 7.34094700e-03
28504 8.88333700e-01 1.59412940e+00 7.34066700e-03
28505 8.88371800e-01 1.59412740e+00 7.34036500e-03
28506 8.88409800e-01 1.59412540e+00 7.34013800e-03
28507 8.88447900e-01 1.59412340e+00 7.34001800e-03
28508 8.88485900e-01 1.59412150e+00 7.33991500e-03
28509 8.88524000e-01 1.59411970e+00 7.33966100e-03
28510 8.88562100e-01 1.59411790e+00 7.33915200e-03
28511 8.88600100e-01 1.59411590e+00 7.33845500e-03
28512 8.88638200e-01 1.59411330e+00 7.33778100e-03
28513 8.88676300e-01 1.59411070e+00 7.33735500e-03
28514 8.88714400e-01 1.59410780e+00 7.33731000e-03
28515 8.88752400e-01 1.59410500e+00 7.33766200e-03
28516 8.88790500e-01 1.59410250e+00 7.33834800e-03
28517 8.88828600e-01 1.59410030e+00 7.33923900e-03
28518 8.88866700e-01 1.59409870e+00 7.34009900e-03
28519 8.88904800e-01 1.59409740e+00 7.34065000e-03
28520 8.88942900e-01 1.59409640e+00 7.34071700e-03
28521 8.88981000e-01 1.59409500e+00 7.34034800e-03
28522 8.89019100e-01 1.59409350e+00 7.33978500e-03
28523 8.89057200e-01 1.59409170e+00 7.33925600e-03
28524 8.89095300e-01 1.59408980e+00 7.33879900e-03
28525 8.89133400e-01 1.59408790e+00 7.33828700e-03
28526 8.89171600e-01 1.59408590e+00 7.33761000e-03
28527 8.89209700e-01 1.59408350e+00 7.33685000e-03
28528 8.89247800e-01 1.59408060e+00 7.33630400e-03
28529 8.89285900e-01 1.59407760e+00 7.33630800e-03
28530 8.89324100e-01 1.59407450e+00 7.33700200e-03
28531 8.89362200e-01 1.59407220e+00 7.33818300e-03
28532 8.89400300e-01 1.59407050e+00 7.33937800e-03
28533 8.89438500e-01 1.59406950e+00 7.34011500e-03
28534 8.89476600e-01 1.59406850e+00 7.34021500e-03
28535 8.89514800e-01 1.59406740e+00 7.33985300e-03
28536 8.89552900e-01 1.59406590e+00 7.33934200e-03
28537 8.89591100e-01 1.59406420e+00 7.33884300e-03
28538 8.89629200e-01 1.59406260e+00 7.33830000e-03
28539 8.89667400e-01 1.59406050e+00 7.33763000e-03
28540 8.89705500e-01 1.59405830e+00 7.33694200e-03
28541 8.89743700e-01 1.59405580e+00 7.33650800e-03
28542 8.89781900e-01 1.59405310e+00 7.33651900e-03
28543 8.89820100e-01 1.59405070e+00 7.33690700e-03
28544 8.89858200e-01 1.59404860e+00 7.33740800e-03
28545 8.89896400e-01 1.59404690e+00 7.33777900e-03
28546 8.89934600e-01 1.59404530e+00 7.33793800e-03
28547 8.89972800e-01 1.59404370e+00 7.33793900e-03
28548 8.90011000e-01 1.59404180e+00 7.33786300e-03
28549 8.90049200e-01 1.59404020e+00 7.33777100e-03
28550 8.90087400e-01 1.59403840e+00 7.33768400e-03
28551 8.90125600e-01 1.59403670e+00 7.33758900e-03
28552 8.90163800e-01 1.59403510e+00 7.33742800e-03
28553 8.90202000e-01 1.59403350e+00 7.33713600e-03
28554 8.90240200e-01 1.59403180e+00 7.33671300e-03
28555 8.90278400e-01 1.59403000e+00 7.33622200e-03
28556 8.90316600e-01 1.59402820e+00 7.33572700e-03
28557 8.90354800e-01 1.59402600e+00 7.33524200e-03
28558 8.90393100e-01 1.59402400e+00 7.33474800e-03
28559 8.90431300e-01 1.59402180e+00 7.33428000e-03
28560 8.90469500e-01 1.59401950e+00 7.33391700e-03
28561 8.90507700e-01 1.59401710e+00 7.33372400e-03
28562 8.90546000e-01 1.59401470e+00 7.33370400e-03
28563 8.90584200e-01 1.59401240e+00 7.33382200e-03
28564 8.90622500e-01 1.59401020e+00 7.33405500e-03
28565 8.90660700e-01 1.59400830e+00 7.33436400e-03
28566 8.90699000e-01 1.59400640e+00 7.33463300e-03
28567 8.90737200e-01 1.59400500e+00 7.33468000e-03
28568 8.90775500e-01 1.59400340e+00 7.33440000e-03
28569 8.90813700e-01 1.59400160e+00 7.33389100e-03
28570 8.90852000e-01 1.59399950e+00 7.33342300e-03
28571 8.90890200e-01 1.59399730e+00 7.33322000e-03
28572 8.90928500e-01 1.59399520e+00 7.33326200e-03
28573 8.90966800e-01 1.59399350e+00 7.33329900e-03
28574 8.91005100e-01 1.59399170e+00 7.33305400e-03
28575 8.91043300e-01 1.59399000e+00 7.33245200e-03
28576 8.91081600e-01 1.59398780e+00 7.33169400e-03
28577 8.91119900e-01 1.59398530e+00 7.33110600e-03
28578 8.91158200e-01 1.59398250e+00 7.33092000e-03
28579 8.91196500e-01 1.59397980e+00 7.33116000e-03
28580 8.91234800e-01 1.59397740e+00 7.33166200e-03
28581 8.91273100e-01 1.59397530e+00 7.33221500e-03
28582 8.91311400e-01 1.59397360e+00 7.33265600e-03
28583 8.91349700e-01 1.59397180e+00 7.33291000e-03
28584 8.91388000e-01 1.59397030e+00 7.33296100e-03
28585 8.91426300e-01 1.59396860e+00 7.33284000e-03
28586 8.91464600e-01 1.59396680e+00 7.33263400e-03
28587 8.91502900e-01 1.59396490e+00 7.33244700e-03
28588 8.91541300e-01 1.59396290e+00 7.33235100e-03
28589 8.91579600e-01 1.59396100e+00 7.33233700e-03
28590 8.91617900e-01 1.59395920e+00 7.33231400e-03
28591 8.91656200e-01 1.59395760e+00 7.33218200e-03
28592 8.91694600e-01 1.59395560e+00 7.33189200e-03
28593 8.91732900e-01 1.59395390e+00 7.33146600e-03
28594 8.91771300e-01 1.59395180e+00 7.33101600e-03
28595 8.91809600e-01 1.59394940e+00 7.33069900e-03
28596 8.91847900e-01 1.59394700e+00 7.33065000e-03
28597 8.91886300e-01 1.59394470e+00 7.33091100e-03
28598 8.91924600e-01 1.59394260e+00 7.33136700e-03
28599 8.91963000e-01 1.59394100e+00 7.33179900e-03
28600 8.92001400e-01 1.59393970e+00 7.33198400e-03
28601 8.92039700e-01 1.59393820e+00 7.33178900e-03
28602 8.92078100e-01 1.59393680e+00 7.33121900e-03
28603 8.92116500e-01 1.59393500e+00 7.33042500e-03
28604 8.92154800e-01 1.59393270e+00 7.32968300e-03
28605 8.92193200e-01 1.59393010e+00 7.32929800e-03
28606 8.92231600e-01 1.59392760e+00 7.32941800e-03
28607 8.92270000e-01 1.59392530e+00 7.32989900e-03
28608 8.92308400e-01 1.59392360e+00 7.33036000e-03
28609 8.92346800e-01 1.59392240e+00 7.33043100e-03
28610 8.92385200e-01 1.59392080e+00 7.33000400e-03
28611 8.92423600e-01 1.59391910e+00 7.32925400e-03
28612 8.92462000e-01 1.59391700e+00 7.32846800e-03
28613 8.92500400e-01 1.59391450e+00 7.32788100e-03
28614 8.92538800e-01 1.59391180e+00 7.32762800e-03
28615 8.92577200e-01 1.59390920e+00 7.32775500e-03
28616 8.92615600e-01 1.59390670e+00 7.32817700e-03
28617 8.92654000e-01 1.59390470e+00 7.32865900e-03
28618 8.92692400e-01 1.59390300e+00 7.32893100e-03
28619 8.92730800e-01 1.59390090e+00 7.32894000e-03
28620 8.92769300e-01 1.59389890e+00 7.32892000e-03
28621 8.92807700e-01 1.59389670e+00 7.32919800e-03
28622 8.92846100e-01 1.59389470e+00 7.32984900e-03
28623 8.92884600e-01 1.59389320e+00 7.33056700e-03
28624 8.92923000e-01 1.59389220e+00 7.33092100e-03
28625 8.92961500e-01 1.59389140e+00 7.33066200e-03
28626 8.92999900e-01 1.59389030e+00 7.32985600e-03
28627 8.93038400e-01 1.59388880e+00 7.32874300e-03
28628 8.93076800e-01 1.59388650e+00 7.32758000e-03
28629 8.93115300e-01 1.59388410e+00 7.32661400e-03
28630 8.93153700e-01 1.59388120e+00 7.32607700e-03
28631 8.93192200e-01 1.59387820e+00 7.32610600e-03
28632 8.93230700e-01 1.59387560e+00 7.32660200e-03
28633 8.93269100e-01 1.59387340e+00 7.32725000e-03
28634 8.93307600e-01 1.59387150e+00 7.32774000e-03
28635 8.93346100e-01 1.59386980e+00 7.32796700e-03
28636 8.93384600e-01 1.59386810e+00 7.32803200e-03
28637 8.93423000e-01 1.59386610e+00 7.32806600e-03
28638 8.93461500e-01 1.59386440e+00 7.32811600e-03
28639 8.93500000e-01 1.59386250e+00 7.32817800e-03
28640 8.93538500e-01 1.59386070e+00 7.32827600e-03
28641 8.93577000e-01 1.59385890e+00 7.32843400e-03
28642 8.93615500e-01 1.59385730e+00 7.32856800e-03
28643 8.93654000e-01 1.59385590e+00 7.32849700e-03
28644 8.93692500e-01 1.59385450e+00 7.32811300e-03
28645 8.93731000e-01 1.59385290e+00 7.32751000e-03
28646 8.93769500e-01 1.59385060e+00 7.32693600e-03
28647 8.93808000e-01 1.59384850e+00 7.32658800e-03
28648 8.93846600e-01 1.59384630e+00 7.32645800e-03
28649 8.93885100e-01 1.59384430e+00 7.32641500e-03
28650 8.93923600e-01 1.59384220e+00 7.32635900e-03
28651 8.93962100e-01 1.59384020e+00 7.32631700e-03
28652 8.94000700e-01 1.59383820e+00 7.32634100e-03
28653 8.94039200e-01 1.59383630e+00 7.32641100e-03
28654 8.94077800e-01 1.59383460e+00 7.32644800e-03
28655 8.94116300e-01 1.59383250e+00 7.32640100e-03
28656 8.94154800e-01 1.59383080e+00 7.32633000e-03
28657 8.94193400e-01 1.59382890e+00 7.32633400e-03
28658 8.94231900e-01 1.59382710e+00 7.32643300e-03
28659 8.94270500e-01 1.59382550e+00 7.32653500e-03
28660 8.94309100e-01 1.59382400e+00 7.32649700e-03
28661 8.94347600e-01 1.59382260e+00 7.32621800e-03
28662 8.94386200e-01 1.59382120e+00 7.32570000e-03
28663 8.94424800e-01 1.59381970e+00 7.32499900e-03
28664 8.94463300e-01 1.59381770e+00 7.32419900e-03
28665 8.94501900e-01 1.59381570e+00 7.32338800e-03
28666 8.94540500e-01 1.59381340e+00 7.32264200e-03
28667 8.94579100e-01 1.59381100e+00 7.32202200e-03
28668 8.94617700e-01 1.59380840e+00 7.32157600e-03
28669 8.94656200e-01 1.59380560e+00 7.32137400e-03
28670 8.94694800e-01 1.59380290e+00 7.32150700e-03
28671 8.94733400e-01 1.59380030e+00 7.32202200e-03
28672 8.94772000e-01 1.59379820e+00 7.32282600e-03
28673 8.94810600e-01 1.59379630e+00 7.32362900e-03
28674 8.94849200e-01 1.59379520e+00 7.32409100e-03
28675 8.94887900e-01 1.59379420e+00 7.32402100e-03
28676 8.94926500e-01 1.59379290e+00 7.32348500e-03
28677 8.94965100e-01 1.59379140e+00 7.32270600e-03
28678 8.95003700e-01 1.59378960e+00 7.32186100e-03
28679 8.95042300e-01 1.59378760e+00 7.32098200e-03
28680 8.95080900e-01 1.59378520e+00 7.32005600e-03
28681 8.95119600e-01 1.59378260e+00 7.31919700e-03
28682 8.95158200e-01 1.59377930e+00 7.31866800e-03
28683 8.95196800e-01 1.59377610e+00 7.31872700e-03
28684 8.95235500e-01 1.59377290e+00 7.31944300e-03
28685 8.95274100e-01 1.59377020e+00 7.32064600e-03
28686 8.95312800e-01 1.59376810e+00 7.32203200e-03
28687 8.95351400e-01 1.59376670e+00 7.32328200e-03
28688 8.95390100e-01 1.59376580e+00 7.32412200e-03
28689 8.95428700e-01 1.59376510e+00 7.32435700e-03
28690 8.95467400e-01 1.59376450e+00 7.32393500e-03
28691 8.95506100e-01 1.59376300e+00 7.32303200e-03
28692 8.95544700e-01 1.59376130e+00 7.32203800e-03
28693 8.95583400e-01 1.59375900e+00 7.32136100e-03
28694 8.95622100e-01 1.59375650e+00 7.32118700e-03
28695 8.95660700e-01 1.59375430e+00 7.32138600e-03
28696 8.95699400e-01 1.59375240e+00 7.32164400e-03
28697 8.95738100e-01 1.59375070e+00 7.32170700e-03
28698 8.95776800e-01 1.59374900e+00 7.32154800e-03
28699 8.95815500e-01 1.59374740e+00 7.32130600e-03
28700 8.95854200e-01 1.59374530e+00 7.32110600e-03
28701 8.95892900e-01 1.59374350e+00 7.32095500e-03
28702 8.95931600e-01 1.59374170e+00 7.32077800e-03
28703 8.95970300e-01 1.59373980e+00 7.32053200e-03
28704 8.96009000e-01 1.59373790e+00 7.32027400e-03
28705 8.96047700e-01 1.59373580e+00 7.32010100e-03
28706 8.96086400e-01 1.59373380e+00 7.32003200e-03
28707 8.96125100e-01 1.59373190e+00 7.32000500e-03
28708 8.96163800e-01 1.59373020e+00 7.31994100e-03
28709 8.96202600e-01 1.59372820e+00 7.31983300e-03
28710 8.96241300e-01 1.59372650e+00 7.31972400e-03
28711 8.96280000e-01 1.59372490e+00 7.31958500e-03
28712 8.96318700e-01 1.59372330e+00 7.31928800e-03
28713 8.96357500e-01 1.59372170e+00 7.31870100e-03
28714 8.96396200e-01 1.59371980e+00 7.31785500e-03
28715 8.96435000e-01 1.59371760e+00 7.31698900e-03
28716 8.96473700e-01 1.59371490e+00 7.31638900e-03
28717 8.96512500e-01 1.59371230e+00 7.31619500e-03
28718 8.96551200e-01 1.59370950e+00 7.31633400e-03
28719 8.96590000e-01 1.59370720e+00 7.31664600e-03
28720 8.96628700e-01 1.59370490e+00 7.31703600e-03
28721 8.96667500e-01 1.59370290e+00 7.31748800e-03
28722 8.96706300e-01 1.59370110e+00 7.31796100e-03
28723 8.96745000e-01 1.59369950e+00 7.31833300e-03
28724 8.96783800e-01 1.59369810e+00 7.31846000e-03
28725 8.96822600e-01 1.59369670e+00 7.31829800e-03
28726 8.96861400e-01 1.59369530e+00 7.31793400e-03
28727 8.96900100e-01 1.59369340e+00 7.31749300e-03
28728 8.96938900e-01 1.59369170e+00 7.31703500e-03
28729 8.96977700e-01 1.59368990e+00 7.31653700e-03
28730 8.97016500e-01 1.59368790e+00 7.31597900e-03
28731 8.97055300e-01 1.59368570e+00 7.31541600e-03
28732 8.97094100e-01 1.59368330e+00 7.31498900e-03
28733 8.97132900e-01 1.59368070e+00 7.31484000e-03
28734 8.97171700e-01 1.59367830e+00 7.31500700e-03
28735 8.97210500e-01 1.59367630e+00 7.31536500e-03
28736 8.97249300e-01 1.59367420e+00 7.31566900e-03
28737 8.97288200e-01 1.59367270e+00 7.31570300e-03
28738 8.97327000e-01 1.59367100e+00 7.31543900e-03
28739 8.97365800e-01 1.59366900e+00 7.31507400e-03
28740 8.97404600e-01 1.59366680e+00 7.31487800e-03
28741 8.97443500e-01 1.59366460e+00 7.31497600e-03
28742 8.97482300e-01 1.59366260e+00 7.31524600e-03
28743 8.97521100e-01 1.59366090e+00 7.31543500e-03
28744 8.97560000e-01 1.59365960e+00 7.31534100e-03
28745 8.97598800e-01 1.59365780e+00 7.31492300e-03
28746 8.97637700e-01 1.59365620e+00 7.31427300e-03
28747 8.97676500e-01 1.59365410e+00 7.31353200e-03
28748 8.97715400e-01 1.59365160e+00 7.31287800e-03
28749 8.97754200e-01 1.59364890e+00 7.31252200e-03
28750 8.97793100e-01 1.59364610e+00 7.31263400e-03
28751 8.97831900e-01 1.59364350e+00 7.31321300e-03
28752 8.97870800e-01 1.59364140e+00 7.31402800e-03
28753 8.97909700e-01 1.59363990e+00 7.31471900e-03
28754 8.97948600e-01 1.59363840e+00 7.31500400e-03
28755 8.97987400e-01 1.59363720e+00 7.31483000e-03
28756 8.98026300e-01 1.59363560e+00 7.31435700e-03
28757 8.98065200e-01 1.59363360e+00 7.31384800e-03
28758 8.98104100e-01 1.59363140e+00 7.31351900e-03
28759 8.98143000e-01 1.59362910e+00 7.31347400e-03
28760 8.98181900e-01 1.59362690e+00 7.31369000e-03
28761 8.98220800e-01 1.59362500e+00 7.31403800e-03
28762 8.98259700e-01 1.59362340e+00 7.31434500e-03
28763 8.98298600e-01 1.59362180e+00 7.31446700e-03
28764 8.98337500e-01 1.59362050e+00 7.31432600e-03
28765 8.98376400e-01 1.59361900e+00 7.31393100e-03
28766 8.98415300e-01 1.59361740e+00 7.31333100e-03
28767 8.98454200e-01 1.59361550e+00 7.31260800e-03
28768 8.98493100e-01 1.59361340e+00 7.31189000e-03
28769 8.98532100e-01 1.59361090e+00 7.31133200e-03
28770 8.98571000e-01 1.59360830e+00 7.31108700e-03
28771 8.98609900e-01 1.59360590e+00 7.31119500e-03
28772 8.98648900e-01 1.59360340e+00 7.31154500e-03
28773 8.98687800e-01 1.59360140e+00 7.31193200e-03
28774 8.98726700e-01 1.59359960e+00 7.31219100e-03
28775 8.98765700e-01 1.59359780e+00 7.31230200e-03
28776 8.98804600e-01 1.59359600e+00 7.31235300e-03
28777 8.98843600e-01 1.59359430e+00 7.31240600e-03
28778 8.98882500e-01 1.59359260e+00 7.31241600e-03
28779 8.98921500e-01 1.59359090e+00 7.31227600e-03
28780 8.98960500e-01 1.59358930e+00 7.31197000e-03
28781 8.98999400e-01 1.59358720e+00 7.31162300e-03
28782 8.99038400e-01 1.59358520e+00 7.31139300e-03
28783 8.99077400e-01 1.59358320e+00 7.31131700e-03
28784 8.99116300e-01 1.59358130e+00 7.31128200e-03
28785 8.99155300e-01 1.59357950e+00 7.31114300e-03
28786 8.99194300e-01 1.59357760e+00 7.31088800e-03
28787 8.99233300e-01 1.59357570e+00 7.31060100e-03
28788 8.99272300e-01 1.59357360e+00 7.31035400e-03
28789 8.99311300e-01 1.59357170e+00 7.31014500e-03
28790 8.99350300e-01 1.59356940e+00 7.30992800e-03
28791 8.99389300e-01 1.59356730e+00 7.30973800e-03
28792 8.99428300e-01 1.59356500e+00 7.30967100e-03
28793 8.99467300e-01 1.59356280e+00 7.30977900e-03
28794 8.99506300e-01 1.59356080e+00 7.30999100e-03
28795 8.99545300e-01 1.59355890e+00 7.31016700e-03
28796 8.99584300e-01 1.59355710e+00 7.31021300e-03
28797 8.99623300e-01 1.59355520e+00 7.31013900e-03
28798 8.99662300e-01 1.59355340e+00 7.31001100e-03
28799 8.99701400e-01 1.59355120e+00 7.30989500e-03
28800 8.99740400e-01 1.59354920e+00 7.30983400e-03
28801 8.99779400e-01 1.59354710e+00 7.30987500e-03
28802 8.99818500e-01 1.59354500e+00 7.31007100e-03
28803 8.99857500e-01 1.59354300e+00 7.31041900e-03
28804 8.99896600e-01 1.59354130e+00 7.31083900e-03
28805 8.99935600e-01 1.59353980e+00 7.31118000e-03
28806 8.99974600e-01 1.59353840e+00 7.31129500e-03
28807 9.00013700e-01 1.59353720e+00 7.31112200e-03
28808 9.00052800e-01 1.59353560e+00 7.31069800e-03
28809 9.00091800e-01 1.59353410e+00 7.31014100e-03
28810 9.00130900e-01 1.59353220e+00 7.30959100e-03
28811 9.00169900e-01 1.59353010e+00 7.30916600e-03
28812 9.00209000e-01 1.59352800e+00 7.30892300e-03
28813 9.00248100e-01 1.59352600e+00 7.30883800e-03
28814 9.00287200e-01 1.59352420e+00 7.30878600e-03
28815 9.00326200e-01 1.59352250e+00 7.30858800e-03
28816 9.00365300e-01 1.59352080e+00 7.30812200e-03
28817 9.00404400e-01 1.59351860e+00 7.30745200e-03
28818 9.00443500e-01 1.59351640e+00 7.30683900e-03
28819 9.00482600e-01 1.59351370e+00 7.30657300e-03
28820 9.00521700e-01 1.59351110e+00 7.30675600e-03
28821 9.00560800e-01 1.59350880e+00 7.30721900e-03
28822 9.00599900e-01 1.59350690e+00 7.30768300e-03
28823 9.00639000e-01 1.59350510e+00 7.30800100e-03
28824 9.00678100e-01 1.59350330e+00 7.30822400e-03
28825 9.00717200e-01 1.59350180e+00 7.30845700e-03
28826 9.00756400e-01 1.59350000e+00 7.30867600e-03
28827 9.00795500e-01 1.59349880e+00 7.30872600e-03
28828 9.00834600e-01 1.59349750e+00 7.30847700e-03
28829 9.00873700e-01 1.59349600e+00 7.30796000e-03
28830 9.00912900e-01 1.59349430e+00 7.30733500e-03
28831 9.00952000e-01 1.59349240e+00 7.30675900e-03
28832 9.00991100e-01 1.59349040e+00 7.30628600e-03
28833 9.01030300e-01 1.59348830e+00 7.30589500e-03
28834 9.01069400e-01 1.59348630e+00 7.30554400e-03
28835 9.01108600e-01 1.59348400e+00 7.30522300e-03
28836 9.01147700e-01 1.59348190e+00 7.30497200e-03
28837 9.01186900e-01 1.59347970e+00 7.30482700e-03
28838 9.01226000e-01 1.59347750e+00 7.30478600e-03
28839 9.01265200e-01 1.59347550e+00 7.30477700e-03
28840 9.01304400e-01 1.59347350e+00 7.30471200e-03
28841 9.01343500e-01 1.59347140e+00 7.30459400e-03
28842 9.01382700e-01 1.59346930e+00 7.30454200e-03
28843 9.01421900e-01 1.59346730e+00 7.30467000e-03
28844 9.01461000e-01 1.59346520e+00 7.30492900e-03
28845 9.01500200e-01 1.59346370e+00 7.30508300e-03
28846 9.01539400e-01 1.59346230e+00 7.30489200e-03
28847 9.01578600e-01 1.59346060e+00 7.30432200e-03
28848 9.01617800e-01 1.59345870e+00 7.30357800e-03
28849 9.01657000e-01 1.59345630e+00 7.30295700e-03
28850 9.01696200e-01 1.59345360e+00 7.30268200e-03
28851 9.01735400e-01 1.59345100e+00 7.30282700e-03
28852 9.01774600e-01 1.59344860e+00 7.30332700e-03
28853 9.01813800e-01 1.59344640e+00 7.30398800e-03
28854 9.01853000e-01 1.59344490e+00 7.30452700e-03
28855 9.01892200e-01 1.59344350e+00 7.30470500e-03
28856 9.01931500e-01 1.59344210e+00 7.30448100e-03
28857 9.01970700e-01 1.59344030e+00 7.30404200e-03
28858 9.02009900e-01 1.59343820e+00 7.30368500e-03
28859 9.02049100e-01 1.59343590e+00 7.30364200e-03
28860 9.02088400e-01 1.59343370e+00 7.30399300e-03
28861 9.02127600e-01 1.59343200e+00 7.30463700e-03
28862 9.02166800e-01 1.59343050e+00 7.30527500e-03
28863 9.02206100e-01 1.59342980e+00 7.30546700e-03
28864 9.02245300e-01 1.59342920e+00 7.30486000e-03
28865 9.02284600e-01 1.59342810e+00 7.30349400e-03
28866 9.02323800e-01 1.59342610e+00 7.30188700e-03
28867 9.02363100e-01 1.59342330e+00 7.30071000e-03
28868 9.02402400e-01 1.59342030e+00 7.30031100e-03
28869 9.02441600e-01 1.59341760e+00 7.30051300e-03
28870 9.02480900e-01 1.59341550e+00 7.30084300e-03
28871 9.02520200e-01 1.59341330e+00 7.30095100e-03
28872 9.02559400e-01 1.59341150e+00 7.30078600e-03
28873 9.02598700e-01 1.59340940e+00 7.30050300e-03
28874 9.02638000e-01 1.59340710e+00 7.30028100e-03
28875 9.02677300e-01 1.59340470e+00 7.30026400e-03
28876 9.02716600e-01 1.59340230e+00 7.30053600e-03
28877 9.02755900e-01 1.59340010e+00 7.30105500e-03
28878 9.02795100e-01 1.59339830e+00 7.30161800e-03
28879 9.02834400e-01 1.59339690e+00 7.30196500e-03
28880 9.02873700e-01 1.59339520e+00 7.30197900e-03
28881 9.02913100e-01 1.59339370e+00 7.30176900e-03
28882 9.02952400e-01 1.59339190e+00 7.30153700e-03
28883 9.02991700e-01 1.59339010e+00 7.30137900e-03
28884 9.03031000e-01 1.59338820e+00 7.30126300e-03
28885 9.03070300e-01 1.59338640e+00 7.30113000e-03
28886 9.03109600e-01 1.59338460e+00 7.30096300e-03
28887 9.03149000e-01 1.59338280e+00 7.30075800e-03
28888 9.03188300e-01 1.59338100e+00 7.30046700e-03
28889 9.03227600e-01 1.59337890e+00 7.30008100e-03
28890 9.03267000e-01 1.59337680e+00 7.29971600e-03
28891 9.03306300e-01 1.59337450e+00 7.29956700e-03
28892 9.03345600e-01 1.59337220e+00 7.29973100e-03
28893 9.03385000e-01 1.59337020e+00 7.30008100e-03
28894 9.03424300e-01 1.59336850e+00 7.30035300e-03
28895 9.03463700e-01 1.59336700e+00 7.30033500e-03
28896 9.03503000e-01 1.59336540e+00 7.30001300e-03
28897 9.03542400e-01 1.59336360e+00 7.29955900e-03
28898 9.03581800e-01 1.59336120e+00 7.29920400e-03
28899 9.03621100e-01 1.59335910e+00 7.29910800e-03
28900 9.03660500e-01 1.59335690e+00 7.29926000e-03
28901 9.03699900e-01 1.59335510e+00 7.29947200e-03
28902 9.03739200e-01 1.59335330e+00 7.29952700e-03
28903 9.03778600e-01 1.59335160e+00 7.29936100e-03
28904 9.03818000e-01 1.59334970e+00 7.29912900e-03
28905 9.03857400e-01 1.59334760e+00 7.29905200e-03
28906 9.03896800e-01 1.59334580e+00 7.29916100e-03
28907 9.03936200e-01 1.59334380e+00 7.29926000e-03
28908 9.03975600e-01 1.59334230e+00 7.29912900e-03
28909 9.04015000e-01 1.59334060e+00 7.29875600e-03
28910 9.04054400e-01 1.59333860e+00 7.29835000e-03
28911 9.04093800e-01 1.59333640e+00 7.29812700e-03
28912 9.04133200e-01 1.59333420e+00 7.29812900e-03
28913 9.04172600e-01 1.59333220e+00 7.29826100e-03
28914 9.04212000e-01 1.59333030e+00 7.29842200e-03
28915 9.04251500e-01 1.59332860e+00 7.29857900e-03
28916 9.04290900e-01 1.59332670e+00 7.29869900e-03
28917 9.04330300e-01 1.59332530e+00 7.29867800e-03
28918 9.04369700e-01 1.59332390e+00 7.29838700e-03
28919 9.04409200e-01 1.59332230e+00 7.29779700e-03
28920 9.04448600e-01 1.59332030e+00 7.29705200e-03
28921 9.04488100e-01 1.59331800e+00 7.29641600e-03
28922 9.04527500e-01 1.59331540e+00 7.29613800e-03
28923 9.04567000e-01 1.59331280e+00 7.29631500e-03
28924 9.04606400e-01 1.59331070e+00 7.29682700e-03
28925 9.04645900e-01 1.59330860e+00 7.29740200e-03
28926 9.04685300e-01 1.59330720e+00 7.29776300e-03
