# Optical Properties of organic hazes made under water-rich (1000x solar), 400 K exoplanet conditions
# Citation: He, C., Radke, M.J., Moran, S.E., Hörst, S.M., Lewis, N.K., Moses, J.I., Batalha, N.E., Kempton, E.M.-R., Marley, M.S., Morley, C.V., Valenti, J.A., Vuitton, V. Optical Properties of Organic Haze Analogues in Water-rich Exoplanet Atmospheres Observable with JWST, Nature Astronomy, resubmitted
#index wavelength(microns) n	k
4776 4.40581500e-01 1.71474600e+00 1.36419720e-02
4777 4.40590900e-01 1.71475660e+00 1.36416540e-02
4778 4.40600200e-01 1.71476450e+00 1.36015090e-02
4779 4.40609600e-01 1.71476330e+00 1.35320290e-02
4780 4.40619000e-01 1.71475480e+00 1.34655430e-02
4781 4.40628300e-01 1.71474850e+00 1.34276960e-02
4782 4.40637700e-01 1.71475210e+00 1.34228270e-02
4783 4.40647000e-01 1.71476190e+00 1.34392020e-02
4784 4.40656400e-01 1.71476190e+00 1.34624230e-02
4785 4.40665800e-01 1.71473820e+00 1.34803700e-02
4786 4.40675100e-01 1.71468860e+00 1.34894980e-02
4787 4.40684500e-01 1.71462850e+00 1.34953770e-02
4788 4.40693900e-01 1.71457970e+00 1.35105170e-02
4789 4.40703200e-01 1.71455710e+00 1.35457970e-02
4790 4.40712600e-01 1.71456070e+00 1.35943140e-02
4791 4.40722000e-01 1.71457750e+00 1.36350540e-02
4792 4.40731300e-01 1.71458960e+00 1.36479760e-02
4793 4.40740700e-01 1.71458270e+00 1.36312070e-02
4794 4.40750000e-01 1.71455540e+00 1.35969540e-02
4795 4.40759400e-01 1.71451550e+00 1.35629010e-02
4796 4.40768800e-01 1.71447580e+00 1.35438550e-02
4797 4.40778100e-01 1.71444530e+00 1.35508330e-02
4798 4.40787500e-01 1.71442640e+00 1.35905600e-02
4799 4.40796900e-01 1.71441840e+00 1.36534560e-02
4800 4.40806300e-01 1.71442350e+00 1.37149020e-02
4801 4.40815600e-01 1.71444400e+00 1.37465300e-02
4802 4.40825000e-01 1.71447380e+00 1.37380210e-02
4803 4.40834400e-01 1.71449900e+00 1.37044340e-02
4804 4.40843700e-01 1.71450350e+00 1.36672760e-02
4805 4.40853100e-01 1.71448640e+00 1.36388010e-02
4806 4.40862500e-01 1.71446320e+00 1.36194580e-02
4807 4.40871800e-01 1.71445180e+00 1.36055300e-02
4808 4.40881200e-01 1.71445450e+00 1.36011590e-02
4809 4.40890600e-01 1.71445570e+00 1.36148620e-02
4810 4.40900000e-01 1.71443710e+00 1.36491910e-02
4811 4.40909300e-01 1.71439510e+00 1.36961400e-02
4812 4.40918700e-01 1.71434420e+00 1.37381810e-02
4813 4.40928100e-01 1.71429810e+00 1.37561820e-02
4814 4.40937400e-01 1.71425900e+00 1.37398110e-02
4815 4.40946800e-01 1.71421930e+00 1.36937050e-02
4816 4.40956200e-01 1.71417530e+00 1.36372710e-02
4817 4.40965600e-01 1.71413560e+00 1.35903660e-02
4818 4.40974900e-01 1.71411390e+00 1.35613280e-02
4819 4.40984300e-01 1.71411540e+00 1.35444990e-02
4820 4.40993700e-01 1.71413080e+00 1.35342970e-02
4821 4.41003100e-01 1.71414600e+00 1.35360430e-02
4822 4.41012500e-01 1.71415180e+00 1.35576450e-02
4823 4.41021800e-01 1.71415090e+00 1.35980870e-02
4824 4.41031200e-01 1.71415220e+00 1.36415140e-02
4825 4.41040600e-01 1.71416100e+00 1.36665000e-02
4826 4.41050000e-01 1.71417310e+00 1.36612090e-02
4827 4.41059300e-01 1.71417660e+00 1.36281420e-02
4828 4.41068700e-01 1.71416030e+00 1.35753000e-02
4829 4.41078100e-01 1.71412290e+00 1.35143760e-02
4830 4.41087500e-01 1.71407920e+00 1.34643340e-02
4831 4.41096900e-01 1.71404780e+00 1.34487190e-02
4832 4.41106200e-01 1.71403700e+00 1.34819410e-02
4833 4.41115600e-01 1.71403480e+00 1.35500670e-02
4834 4.41125000e-01 1.71401960e+00 1.36136970e-02
4835 4.41134400e-01 1.71398060e+00 1.36347250e-02
4836 4.41143800e-01 1.71393000e+00 1.36031950e-02
4837 4.41153200e-01 1.71389220e+00 1.35479530e-02
4838 4.41162500e-01 1.71388050e+00 1.35127390e-02
4839 4.41171900e-01 1.71388750e+00 1.35211520e-02
4840 4.41181300e-01 1.71389110e+00 1.35633290e-02
4841 4.41190700e-01 1.71387850e+00 1.36083100e-02
4842 4.41200100e-01 1.71385390e+00 1.36277770e-02
4843 4.41209500e-01 1.71383070e+00 1.36163260e-02
4844 4.41218900e-01 1.71381530e+00 1.35890020e-02
4845 4.41228200e-01 1.71380190e+00 1.35643730e-02
4846 4.41237600e-01 1.71378070e+00 1.35556800e-02
4847 4.41247000e-01 1.71374840e+00 1.35650450e-02
4848 4.41256400e-01 1.71371490e+00 1.35907690e-02
4849 4.41265800e-01 1.71369260e+00 1.36241570e-02
4850 4.41275200e-01 1.71368910e+00 1.36496380e-02
4851 4.41284600e-01 1.71369940e+00 1.36520170e-02
4852 4.41294000e-01 1.71371160e+00 1.36270590e-02
4853 4.41303300e-01 1.71371670e+00 1.35920870e-02
4854 4.41312700e-01 1.71371520e+00 1.35701130e-02
4855 4.41322100e-01 1.71371310e+00 1.35745920e-02
4856 4.41331500e-01 1.71371200e+00 1.35955680e-02
4857 4.41340900e-01 1.71370860e+00 1.36117030e-02
4858 4.41350300e-01 1.71369660e+00 1.36109050e-02
4859 4.41359700e-01 1.71367920e+00 1.35986430e-02
4860 4.41369100e-01 1.71366590e+00 1.35924060e-02
4861 4.41378500e-01 1.71366120e+00 1.36023810e-02
4862 4.41387900e-01 1.71365730e+00 1.36232470e-02
4863 4.41397300e-01 1.71364070e+00 1.36377730e-02
4864 4.41406700e-01 1.71360610e+00 1.36327770e-02
4865 4.41416000e-01 1.71356080e+00 1.36075700e-02
4866 4.41425400e-01 1.71351810e+00 1.35759730e-02
4867 4.41434800e-01 1.71348240e+00 1.35566350e-02
4868 4.41444200e-01 1.71345080e+00 1.35612330e-02
4869 4.41453600e-01 1.71342120e+00 1.35893430e-02
4870 4.41463000e-01 1.71340010e+00 1.36250990e-02
4871 4.41472400e-01 1.71339710e+00 1.36470080e-02
4872 4.41481800e-01 1.71341590e+00 1.36374460e-02
4873 4.41491200e-01 1.71344790e+00 1.35910200e-02
4874 4.41500600e-01 1.71347470e+00 1.35166970e-02
4875 4.41510000e-01 1.71348150e+00 1.34341750e-02
4876 4.41519400e-01 1.71346240e+00 1.33662410e-02
4877 4.41528800e-01 1.71342760e+00 1.33341010e-02
4878 4.41538200e-01 1.71339700e+00 1.33505530e-02
4879 4.41547600e-01 1.71338840e+00 1.34134690e-02
4880 4.41557000e-01 1.71340350e+00 1.35114710e-02
4881 4.41566400e-01 1.71342510e+00 1.36213200e-02
4882 4.41575800e-01 1.71343000e+00 1.37184720e-02
4883 4.41585200e-01 1.71340440e+00 1.37870540e-02
4884 4.41594600e-01 1.71335660e+00 1.38248820e-02
4885 4.41604000e-01 1.71330570e+00 1.38412410e-02
4886 4.41613400e-01 1.71326880e+00 1.38417150e-02
4887 4.41622800e-01 1.71325070e+00 1.38249450e-02
4888 4.41632200e-01 1.71324570e+00 1.37825900e-02
4889 4.41641600e-01 1.71324470e+00 1.37159060e-02
4890 4.41651000e-01 1.71324160e+00 1.36434540e-02
4891 4.41660400e-01 1.71323420e+00 1.35902760e-02
4892 4.41669800e-01 1.71322620e+00 1.35729190e-02
4893 4.41679200e-01 1.71322200e+00 1.35920170e-02
4894 4.41688700e-01 1.71322520e+00 1.36386640e-02
4895 4.41698100e-01 1.71323430e+00 1.36979410e-02
4896 4.41707500e-01 1.71324170e+00 1.37529410e-02
4897 4.41716900e-01 1.71323790e+00 1.37795120e-02
4898 4.41726300e-01 1.71321650e+00 1.37589150e-02
4899 4.41735700e-01 1.71318010e+00 1.36932010e-02
4900 4.41745100e-01 1.71313970e+00 1.36072760e-02
4901 4.41754500e-01 1.71311180e+00 1.35363060e-02
4902 4.41763900e-01 1.71310620e+00 1.35030800e-02
4903 4.41773300e-01 1.71311930e+00 1.35103330e-02
4904 4.41782700e-01 1.71313380e+00 1.35475490e-02
4905 4.41792100e-01 1.71312830e+00 1.35975980e-02
4906 4.41801600e-01 1.71309400e+00 1.36379670e-02
4907 4.41811000e-01 1.71304100e+00 1.36486320e-02
4908 4.41820400e-01 1.71298980e+00 1.36243330e-02
4909 4.41829800e-01 1.71295550e+00 1.35839490e-02
4910 4.41839200e-01 1.71294090e+00 1.35594740e-02
4911 4.41848600e-01 1.71293730e+00 1.35711420e-02
4912 4.41858000e-01 1.71293740e+00 1.36116410e-02
4913 4.41867400e-01 1.71293830e+00 1.36558440e-02
4914 4.41876900e-01 1.71293690e+00 1.36864110e-02
4915 4.41886300e-01 1.71292550e+00 1.37066370e-02
4916 4.41895700e-01 1.71289620e+00 1.37244700e-02
4917 4.41905100e-01 1.71285080e+00 1.37355690e-02
4918 4.41914500e-01 1.71280390e+00 1.37244470e-02
4919 4.41923900e-01 1.71277640e+00 1.36812260e-02
4920 4.41933300e-01 1.71277710e+00 1.36114130e-02
4921 4.41942800e-01 1.71279880e+00 1.35312890e-02
4922 4.41952200e-01 1.71282390e+00 1.34558270e-02
4923 4.41961600e-01 1.71283910e+00 1.33957690e-02
4924 4.41971000e-01 1.71284260e+00 1.33626730e-02
4925 4.41980400e-01 1.71283930e+00 1.33658420e-02
4926 4.41989900e-01 1.71283300e+00 1.34014040e-02
4927 4.41999300e-01 1.71282310e+00 1.34487830e-02
4928 4.42008700e-01 1.71281150e+00 1.34839160e-02
4929 4.42018100e-01 1.71280310e+00 1.34974400e-02
4930 4.42027500e-01 1.71280410e+00 1.35020570e-02
4931 4.42037000e-01 1.71281380e+00 1.35123460e-02
4932 4.42046400e-01 1.71282300e+00 1.35285880e-02
4933 4.42055800e-01 1.71282080e+00 1.35372600e-02
4934 4.42065200e-01 1.71280310e+00 1.35286130e-02
4935 4.42074600e-01 1.71277650e+00 1.35122990e-02
4936 4.42084100e-01 1.71275020e+00 1.35082920e-02
4937 4.42093500e-01 1.71273170e+00 1.35295340e-02
4938 4.42102900e-01 1.71271970e+00 1.35700090e-02
4939 4.42112300e-01 1.71270950e+00 1.36077650e-02
4940 4.42121800e-01 1.71269690e+00 1.36196370e-02
4941 4.42131200e-01 1.71268090e+00 1.35938390e-02
4942 4.42140600e-01 1.71266330e+00 1.35387290e-02
4943 4.42150000e-01 1.71264650e+00 1.34789080e-02
4944 4.42159500e-01 1.71263170e+00 1.34403480e-02
4945 4.42168900e-01 1.71261770e+00 1.34355070e-02
4946 4.42178300e-01 1.71260410e+00 1.34575620e-02
4947 4.42187700e-01 1.71258950e+00 1.34870080e-02
4948 4.42197200e-01 1.71257550e+00 1.35052330e-02
4949 4.42206600e-01 1.71256130e+00 1.35061150e-02
4950 4.42216000e-01 1.71254250e+00 1.34954290e-02
4951 4.42225400e-01 1.71251070e+00 1.34821130e-02
4952 4.42234900e-01 1.71246060e+00 1.34688970e-02
4953 4.42244300e-01 1.71239860e+00 1.34562360e-02
4954 4.42253700e-01 1.71234200e+00 1.34461200e-02
4955 4.42263200e-01 1.71231170e+00 1.34454720e-02
4956 4.42272600e-01 1.71231340e+00 1.34628220e-02
4957 4.42282000e-01 1.71233280e+00 1.35014560e-02
4958 4.42291500e-01 1.71234370e+00 1.35567640e-02
4959 4.42300900e-01 1.71232850e+00 1.36142220e-02
4960 4.42310300e-01 1.71229030e+00 1.36550710e-02
4961 4.42319800e-01 1.71224910e+00 1.36636330e-02
4962 4.42329200e-01 1.71222460e+00 1.36359740e-02
4963 4.42338600e-01 1.71222230e+00 1.35870180e-02
4964 4.42348100e-01 1.71223570e+00 1.35411850e-02
4965 4.42357500e-01 1.71225180e+00 1.35190960e-02
4966 4.42366900e-01 1.71226160e+00 1.35270090e-02
4967 4.42376400e-01 1.71226060e+00 1.35497250e-02
4968 4.42385800e-01 1.71224810e+00 1.35653140e-02
4969 4.42395200e-01 1.71222760e+00 1.35576600e-02
4970 4.42404700e-01 1.71220670e+00 1.35286930e-02
4971 4.42414100e-01 1.71219240e+00 1.34957970e-02
4972 4.42423500e-01 1.71218530e+00 1.34728450e-02
4973 4.42433000e-01 1.71218150e+00 1.34605350e-02
4974 4.42442400e-01 1.71217600e+00 1.34473870e-02
4975 4.42451900e-01 1.71217080e+00 1.34257510e-02
4976 4.42461300e-01 1.71217040e+00 1.34059280e-02
4977 4.42470700e-01 1.71217170e+00 1.34064230e-02
4978 4.42480200e-01 1.71216180e+00 1.34339810e-02
4979 4.42489600e-01 1.71212900e+00 1.34731380e-02
4980 4.42499100e-01 1.71207950e+00 1.34975030e-02
4981 4.42508500e-01 1.71203700e+00 1.34965490e-02
4982 4.42517900e-01 1.71202860e+00 1.34858550e-02
4983 4.42527400e-01 1.71205810e+00 1.34946370e-02
4984 4.42536800e-01 1.71210340e+00 1.35400690e-02
4985 4.42546300e-01 1.71213370e+00 1.36124320e-02
4986 4.42555700e-01 1.71213380e+00 1.36824500e-02
4987 4.42565200e-01 1.71211150e+00 1.37198050e-02
4988 4.42574600e-01 1.71208450e+00 1.37047070e-02
4989 4.42584000e-01 1.71206160e+00 1.36350760e-02
4990 4.42593500e-01 1.71203700e+00 1.35283070e-02
4991 4.42602900e-01 1.71200370e+00 1.34175390e-02
4992 4.42612400e-01 1.71196510e+00 1.33408160e-02
4993 4.42621800e-01 1.71193630e+00 1.33231940e-02
4994 4.42631300e-01 1.71193040e+00 1.33640630e-02
4995 4.42640700e-01 1.71194510e+00 1.34392860e-02
4996 4.42650200e-01 1.71196410e+00 1.35143300e-02
4997 4.42659600e-01 1.71196930e+00 1.35611410e-02
4998 4.42669100e-01 1.71195430e+00 1.35758550e-02
4999 4.42678500e-01 1.71192540e+00 1.35701650e-02
5000 4.42687900e-01 1.71189570e+00 1.35601340e-02
5001 4.42697400e-01 1.71187420e+00 1.35555430e-02
5002 4.42706800e-01 1.71186310e+00 1.35539940e-02
5003 4.42716300e-01 1.71185790e+00 1.35538480e-02
5004 4.42725700e-01 1.71184960e+00 1.35574690e-02
5005 4.42735200e-01 1.71182860e+00 1.35703750e-02
5006 4.42744600e-01 1.71179180e+00 1.35914270e-02
5007 4.42754100e-01 1.71174610e+00 1.36062950e-02
5008 4.42763600e-01 1.71170440e+00 1.35988470e-02
5009 4.42773000e-01 1.71167910e+00 1.35676480e-02
5010 4.42782500e-01 1.71166970e+00 1.35322190e-02
5011 4.42791900e-01 1.71166650e+00 1.35179150e-02
5012 4.42801400e-01 1.71165880e+00 1.35368220e-02
5013 4.42810800e-01 1.71164590e+00 1.35773150e-02
5014 4.42820300e-01 1.71163680e+00 1.36117970e-02
5015 4.42829700e-01 1.71164210e+00 1.36184230e-02
5016 4.42839200e-01 1.71166130e+00 1.35942070e-02
5017 4.42848600e-01 1.71168050e+00 1.35551860e-02
5018 4.42858100e-01 1.71168340e+00 1.35241600e-02
5019 4.42867500e-01 1.71166060e+00 1.35170840e-02
5020 4.42877000e-01 1.71161860e+00 1.35345410e-02
5021 4.42886500e-01 1.71157490e+00 1.35656610e-02
5022 4.42895900e-01 1.71154630e+00 1.35960550e-02
5023 4.42905400e-01 1.71153880e+00 1.36128720e-02
5024 4.42914800e-01 1.71154590e+00 1.36131070e-02
5025 4.42924300e-01 1.71155480e+00 1.35998450e-02
5026 4.42933700e-01 1.71155540e+00 1.35815060e-02
5027 4.42943200e-01 1.71154800e+00 1.35656060e-02
5028 4.42952700e-01 1.71153940e+00 1.35542170e-02
5029 4.42962100e-01 1.71153770e+00 1.35461700e-02
5030 4.42971600e-01 1.71154480e+00 1.35400130e-02
5031 4.42981100e-01 1.71155350e+00 1.35397060e-02
5032 4.42990500e-01 1.71155120e+00 1.35523800e-02
5033 4.43000000e-01 1.71152920e+00 1.35819860e-02
5034 4.43009400e-01 1.71148950e+00 1.36199800e-02
5035 4.43018900e-01 1.71144130e+00 1.36484960e-02
5036 4.43028400e-01 1.71139680e+00 1.36548520e-02
5037 4.43037800e-01 1.71135860e+00 1.36388220e-02
5038 4.43047300e-01 1.71132330e+00 1.36123670e-02
5039 4.43056800e-01 1.71128740e+00 1.35881220e-02
5040 4.43066200e-01 1.71125250e+00 1.35693400e-02
5041 4.43075700e-01 1.71122410e+00 1.35502860e-02
5042 4.43085100e-01 1.71120640e+00 1.35251730e-02
5043 4.43094600e-01 1.71119980e+00 1.34912880e-02
5044 4.43104100e-01 1.71120200e+00 1.34486540e-02
5045 4.43113500e-01 1.71121480e+00 1.34016150e-02
5046 4.43123000e-01 1.71123770e+00 1.33593160e-02
5047 4.43132500e-01 1.71126570e+00 1.33382310e-02
5048 4.43141900e-01 1.71128870e+00 1.33508670e-02
5049 4.43151400e-01 1.71129770e+00 1.33970620e-02
5050 4.43160900e-01 1.71129220e+00 1.34605720e-02
5051 4.43170400e-01 1.71127970e+00 1.35187950e-02
5052 4.43179800e-01 1.71126840e+00 1.35563910e-02
5053 4.43189300e-01 1.71125760e+00 1.35717210e-02
5054 4.43198800e-01 1.71124170e+00 1.35745330e-02
5055 4.43208200e-01 1.71121330e+00 1.35755960e-02
5056 4.43217700e-01 1.71117360e+00 1.35827670e-02
5057 4.43227200e-01 1.71113090e+00 1.35947130e-02
5058 4.43236600e-01 1.71109460e+00 1.36017620e-02
5059 4.43246100e-01 1.71106850e+00 1.35941420e-02
5060 4.43255600e-01 1.71105030e+00 1.35690890e-02
5061 4.43265100e-01 1.71103560e+00 1.35357640e-02
5062 4.43274500e-01 1.71102330e+00 1.35073910e-02
5063 4.43284000e-01 1.71101850e+00 1.34880200e-02
5064 4.43293500e-01 1.71102540e+00 1.34712490e-02
5065 4.43303000e-01 1.71104460e+00 1.34475510e-02
5066 4.43312400e-01 1.71106900e+00 1.34175180e-02
5067 4.43321900e-01 1.71108760e+00 1.33956490e-02
5068 4.43331400e-01 1.71109110e+00 1.33944380e-02
5069 4.43340900e-01 1.71107640e+00 1.34118380e-02
5070 4.43350300e-01 1.71104810e+00 1.34321700e-02
5071 4.43359800e-01 1.71101320e+00 1.34386980e-02
5072 4.43369300e-01 1.71098060e+00 1.34309030e-02
5073 4.43378800e-01 1.71095330e+00 1.34252190e-02
5074 4.43388300e-01 1.71093090e+00 1.34431040e-02
5075 4.43397700e-01 1.71090930e+00 1.34918990e-02
5076 4.43407200e-01 1.71088390e+00 1.35557420e-02
5077 4.43416700e-01 1.71085220e+00 1.36051160e-02
5078 4.43426200e-01 1.71081650e+00 1.36122870e-02
5079 4.43435700e-01 1.71078290e+00 1.35751070e-02
5080 4.43445100e-01 1.71075810e+00 1.35200360e-02
5081 4.43454600e-01 1.71074840e+00 1.34825040e-02
5082 4.43464100e-01 1.71075310e+00 1.34806760e-02
5083 4.43473600e-01 1.71076690e+00 1.35012670e-02
5084 4.43483100e-01 1.71077990e+00 1.35177690e-02
5085 4.43492500e-01 1.71078220e+00 1.35147430e-02
5086 4.43502000e-01 1.71077060e+00 1.34980350e-02
5087 4.43511500e-01 1.71075150e+00 1.34817040e-02
5088 4.43521000e-01 1.71073750e+00 1.34713040e-02
5089 4.43530500e-01 1.71073740e+00 1.34616350e-02
5090 4.43540000e-01 1.71074910e+00 1.34479740e-02
5091 4.43549400e-01 1.71075720e+00 1.34401060e-02
5092 4.43558900e-01 1.71074650e+00 1.34500000e-02
5093 4.43568400e-01 1.71071380e+00 1.34781400e-02
5094 4.43577900e-01 1.71067150e+00 1.35106540e-02
5095 4.43587400e-01 1.71063800e+00 1.35269160e-02
5096 4.43596900e-01 1.71062650e+00 1.35188710e-02
5097 4.43606400e-01 1.71063850e+00 1.34940540e-02
5098 4.43615900e-01 1.71066440e+00 1.34647900e-02
5099 4.43625300e-01 1.71069090e+00 1.34429890e-02
5100 4.43634800e-01 1.71070270e+00 1.34364210e-02
5101 4.43644300e-01 1.71068930e+00 1.34480830e-02
5102 4.43653800e-01 1.71064960e+00 1.34776160e-02
5103 4.43663300e-01 1.71059500e+00 1.35191730e-02
5104 4.43672800e-01 1.71054360e+00 1.35650860e-02
5105 4.43682300e-01 1.71050960e+00 1.36043360e-02
5106 4.43691800e-01 1.71049610e+00 1.36232580e-02
5107 4.43701300e-01 1.71049390e+00 1.36098900e-02
5108 4.43710800e-01 1.71049200e+00 1.35584360e-02
5109 4.43720300e-01 1.71048310e+00 1.34850290e-02
5110 4.43729700e-01 1.71046810e+00 1.34225450e-02
5111 4.43739200e-01 1.71045260e+00 1.33993670e-02
5112 4.43748700e-01 1.71044120e+00 1.34187890e-02
5113 4.43758200e-01 1.71043550e+00 1.34584590e-02
5114 4.43767700e-01 1.71043330e+00 1.34917600e-02
5115 4.43777200e-01 1.71043010e+00 1.35120460e-02
5116 4.43786700e-01 1.71042070e+00 1.35320040e-02
5117 4.43796200e-01 1.71040380e+00 1.35643230e-02
5118 4.43805700e-01 1.71038100e+00 1.36076350e-02
5119 4.43815200e-01 1.71036070e+00 1.36471580e-02
5120 4.43824700e-01 1.71035380e+00 1.36704900e-02
5121 4.43834200e-01 1.71036770e+00 1.36733410e-02
5122 4.43843700e-01 1.71039940e+00 1.36577620e-02
5123 4.43853200e-01 1.71043260e+00 1.36257560e-02
5124 4.43862700e-01 1.71044580e+00 1.35832610e-02
5125 4.43872200e-01 1.71042390e+00 1.35449260e-02
5126 4.43881700e-01 1.71037050e+00 1.35332020e-02
5127 4.43891200e-01 1.71030200e+00 1.35628580e-02
5128 4.43900700e-01 1.71024040e+00 1.36227590e-02
5129 4.43910200e-01 1.71020030e+00 1.36767960e-02
5130 4.43919700e-01 1.71018440e+00 1.36853080e-02
5131 4.43929200e-01 1.71018580e+00 1.36356020e-02
5132 4.43938700e-01 1.71019280e+00 1.35518640e-02
5133 4.43948200e-01 1.71019720e+00 1.34724730e-02
5134 4.43957700e-01 1.71019880e+00 1.34185090e-02
5135 4.43967200e-01 1.71020670e+00 1.33849500e-02
5136 4.43976700e-01 1.71022570e+00 1.33586460e-02
5137 4.43986200e-01 1.71024940e+00 1.33436590e-02
5138 4.43995700e-01 1.71026010e+00 1.33603710e-02
5139 4.44005200e-01 1.71024220e+00 1.34153640e-02
5140 4.44014700e-01 1.71019790e+00 1.34842540e-02
5141 4.44024200e-01 1.71014710e+00 1.35291750e-02
5142 4.44033700e-01 1.71011200e+00 1.35329450e-02
5143 4.44043200e-01 1.71009940e+00 1.35143420e-02
5144 4.44052700e-01 1.71010110e+00 1.35008200e-02
5145 4.44062300e-01 1.71010140e+00 1.34970350e-02
5146 4.44071800e-01 1.71009170e+00 1.34830570e-02
5147 4.44081300e-01 1.71007100e+00 1.34445050e-02
5148 4.44090800e-01 1.71004130e+00 1.33987770e-02
5149 4.44100300e-01 1.71000430e+00 1.33806920e-02
5150 4.44109800e-01 1.70996380e+00 1.34094240e-02
5151 4.44119300e-01 1.70992670e+00 1.34680240e-02
5152 4.44128800e-01 1.70989980e+00 1.35178090e-02
5153 4.44138300e-01 1.70988790e+00 1.35271120e-02
5154 4.44147800e-01 1.70988930e+00 1.34917410e-02
5155 4.44157300e-01 1.70990010e+00 1.34316690e-02
5156 4.44166900e-01 1.70991670e+00 1.33729070e-02
5157 4.44176400e-01 1.70993560e+00 1.33331340e-02
5158 4.44185900e-01 1.70995350e+00 1.33154170e-02
5159 4.44195400e-01 1.70996670e+00 1.33105000e-02
5160 4.44204900e-01 1.70997160e+00 1.33045590e-02
5161 4.44214400e-01 1.70996420e+00 1.32946290e-02
5162 4.44223900e-01 1.70994270e+00 1.32904000e-02
5163 4.44233500e-01 1.70990610e+00 1.33045630e-02
5164 4.44243000e-01 1.70986000e+00 1.33382300e-02
5165 4.44252500e-01 1.70981560e+00 1.33788400e-02
5166 4.44262000e-01 1.70978650e+00 1.34119170e-02
5167 4.44271500e-01 1.70978110e+00 1.34360890e-02
5168 4.44281000e-01 1.70979730e+00 1.34643700e-02
5169 4.44290600e-01 1.70982150e+00 1.35071970e-02
5170 4.44300100e-01 1.70983380e+00 1.35586860e-02
5171 4.44309600e-01 1.70982030e+00 1.35945830e-02
5172 4.44319100e-01 1.70977910e+00 1.35882800e-02
5173 4.44328600e-01 1.70972390e+00 1.35334270e-02
5174 4.44338100e-01 1.70967500e+00 1.34495710e-02
5175 4.44347700e-01 1.70964770e+00 1.33694000e-02
5176 4.44357200e-01 1.70964390e+00 1.33192390e-02
5177 4.44366700e-01 1.70965310e+00 1.33091980e-02
5178 4.44376200e-01 1.70965910e+00 1.33369970e-02
5179 4.44385700e-01 1.70964780e+00 1.33953370e-02
5180 4.44395300e-01 1.70961550e+00 1.34704840e-02
5181 4.44404800e-01 1.70956740e+00 1.35372250e-02
5182 4.44414300e-01 1.70951770e+00 1.35632030e-02
5183 4.44423800e-01 1.70948330e+00 1.35323800e-02
5184 4.44433400e-01 1.70947600e+00 1.34636050e-02
5185 4.44442900e-01 1.70949880e+00 1.33967340e-02
5186 4.44452400e-01 1.70954420e+00 1.33600300e-02
5187 4.44461900e-01 1.70959680e+00 1.33473700e-02
5188 4.44471500e-01 1.70963680e+00 1.33283440e-02
5189 4.44481000e-01 1.70964960e+00 1.32859360e-02
5190 4.44490500e-01 1.70963090e+00 1.32376210e-02
5191 4.44500000e-01 1.70959430e+00 1.32125880e-02
5192 4.44509600e-01 1.70956430e+00 1.32242830e-02
5193 4.44519100e-01 1.70956210e+00 1.32550360e-02
5194 4.44528600e-01 1.70959130e+00 1.32764960e-02
5195 4.44538100e-01 1.70963540e+00 1.32781520e-02
5196 4.44547700e-01 1.70966900e+00 1.32698460e-02
5197 4.44557200e-01 1.70967260e+00 1.32683850e-02
5198 4.44566700e-01 1.70964370e+00 1.32768820e-02
5199 4.44576200e-01 1.70959180e+00 1.32831860e-02
5200 4.44585800e-01 1.70953340e+00 1.32742240e-02
5201 4.44595300e-01 1.70948230e+00 1.32453960e-02
5202 4.44604800e-01 1.70944570e+00 1.32036540e-02
5203 4.44614400e-01 1.70942430e+00 1.31649500e-02
5204 4.44623900e-01 1.70941570e+00 1.31452530e-02
5205 4.44633400e-01 1.70941790e+00 1.31569160e-02
5206 4.44643000e-01 1.70942670e+00 1.32036030e-02
5207 4.44652500e-01 1.70943560e+00 1.32746520e-02
5208 4.44662000e-01 1.70943140e+00 1.33469530e-02
5209 4.44671600e-01 1.70940310e+00 1.33951840e-02
5210 4.44681100e-01 1.70935020e+00 1.34057390e-02
5211 4.44690600e-01 1.70928570e+00 1.33873090e-02
5212 4.44700200e-01 1.70922950e+00 1.33650690e-02
5213 4.44709700e-01 1.70919810e+00 1.33616400e-02
5214 4.44719200e-01 1.70919540e+00 1.33794550e-02
5215 4.44728800e-01 1.70921030e+00 1.34010290e-02
5216 4.44738300e-01 1.70922630e+00 1.34049580e-02
5217 4.44747800e-01 1.70922610e+00 1.33849720e-02
5218 4.44757400e-01 1.70920460e+00 1.33527610e-02
5219 4.44766900e-01 1.70917100e+00 1.33260430e-02
5220 4.44776500e-01 1.70914270e+00 1.33117420e-02
5221 4.44786000e-01 1.70913440e+00 1.33059120e-02
5222 4.44795500e-01 1.70914790e+00 1.33053020e-02
5223 4.44805100e-01 1.70917040e+00 1.33090990e-02
5224 4.44814600e-01 1.70918290e+00 1.33218880e-02
5225 4.44824200e-01 1.70917300e+00 1.33446420e-02
5226 4.44833700e-01 1.70913860e+00 1.33707040e-02
5227 4.44843200e-01 1.70909010e+00 1.33900300e-02
5228 4.44852800e-01 1.70904350e+00 1.33926700e-02
5229 4.44862300e-01 1.70901140e+00 1.33778010e-02
5230 4.44871900e-01 1.70899610e+00 1.33580840e-02
5231 4.44881400e-01 1.70898880e+00 1.33535610e-02
5232 4.44890900e-01 1.70897740e+00 1.33788630e-02
5233 4.44900500e-01 1.70895500e+00 1.34286550e-02
5234 4.44910000e-01 1.70892830e+00 1.34759060e-02
