#wave spectrum spectrum_w_rand error_w_floor
13.863260727113927 0.0003057102723137648 0.0027864119418019896 0.015333900840563111
13.849760714871904 0.00030767226326780593 -0.002437756101414585 0.01002713889833212
13.83626407891249 0.00030783086634183647 0.010782417102840206 0.007419681076918738
13.822769601494926 0.00030625357995156294 0.005566212618759963 0.00615401643420484
13.809250457099038 0.00030928651261046285 -0.0037311709678869783 0.005637910092256968
13.795624833340318 0.00030895296615911157 0.001742715428047896 0.005579421673111375
13.78198714856608 0.0003070301025744492 -0.0023342872292575656 0.005777720448557254
13.768474899792311 0.0003088330756587985 0.00676067963480958 0.006024310490276481
13.75495335380097 0.00031273147835017047 0.01423708091030685 0.006113795101513147
13.741483228938076 0.00030843211917175447 -3.691005106051256e-05 0.00595934005492484
13.727957704331878 0.0003062994788447066 -0.0037143410821436846 0.005665692239597584
13.714418998100676 0.0003132888277939012 -0.0072246763593515825 0.005441120993912942
13.7009011194837 0.00031789908303971504 0.008832344414140738 0.005456847813444444
13.687282261465239 0.0003097494852384391 0.00335414387771874 0.005758884921377755
13.67370328642199 0.0003012519409700243 0.004616540965843635 0.006157662821449552
13.660162425577242 0.0003090826740025073 -0.00016223449383815752 0.006201973459648867
13.646624542172892 0.00031593679577033846 -0.004023005611859855 0.005709800753605116
13.633009830318963 0.0003147262407772779 0.00030069116540171566 0.0051076302180858325
13.619430957125116 0.0003164627448670733 0.005286451346172242 0.004797731189479849
13.6058491774991 0.00031626340830209835 -0.0043229269456072795 0.004852346043071522
13.592151199246667 0.00030476996587245004 -0.004302386412264625 0.0051127138532785195
13.578519026005182 0.00030995814629722904 0.001082817329776871 0.00529797793719867
13.5648709398476 0.0003223357818791625 0.001086719642688156 0.00530317513186685
13.551206160670965 0.0003251520851781053 -0.0008666268734564661 0.005375912749088649
13.537523999623922 0.0003149587294779714 0.006961717040612147 0.005874999580109381
13.523823832000904 0.0003035957751702739 0.004474265995608922 0.007138747041096903
13.510104869464797 0.0003029213953626975 0.014589526828032667 0.009388218347415387
13.496359824084545 0.0003043716527178376 0.00291016043068519 0.011700972313421825
13.48250568772353 0.00031019517815676525 0.001858026045586501 0.011253490863647854
13.468680359239965 0.0003111957646277688 0.004813455449060273 0.00843389669000227
13.454928923197562 0.0003048864022771345 -0.0036932963425792722 0.006064168902833307
13.441106572665362 0.0003018043118046449 0.002187730046197205 0.004738353297664902
13.427261582788082 0.00029892537434665775 -0.0020566866444533516 0.004118088029441398
13.413393631907814 0.00029814072492797384 0.001205998179036177 0.003875899535735334
13.399595661671164 0.000300517665766238 -0.0019747382175065663 0.00374781839296519
13.385733649691556 0.00031105624918828083 -0.00020816670310048715 0.0035377592551691277
13.37184447892986 0.00032507732310714196 -0.004608825986012379 0.0032207815831523526
13.357833452161046 0.000309971517720611 0.0014054781464114187 0.0029132272345034614
13.343841360956185 0.0003122119862607964 -0.0028046052531889984 0.0027159973123231434
13.329824902576368 0.00030202528880607604 0.001984897794883345 0.0026612603682157785
13.315829599706522 0.0003173277611810842 0.003022728197251089 0.002742130427563412
13.301653570673661 0.0003109895255282376 -0.002469555406583615 0.0029329269275091877
13.287363846382986 0.00030544475933602834 -0.0029976946925652993 0.0031877927560138184
13.273238718863368 0.00030016245294368796 0.005801052993608848 0.0034388428276845187
13.259085381508843 0.0002998015663005531 0.0007621273275305792 0.0036161996543750876
13.24490304702298 0.00029662683236990816 -0.0031600753819630853 0.00368841620802615
13.230642631691971 0.000295638527588802 0.010524947416624107 0.0036826760232663816
13.21645164164036 0.00029839830208282713 0.00018677738857598116 0.0036549926056960507
13.202133099670325 0.00030012918118474776 0.00030420914276679085 0.0036297386325112573
13.187545287644928 0.00031283104777040765 0.008532103558901898 0.003559067903520552
13.173201492550639 0.00031053171297998794 0.0018826367328193725 0.003359508368930341
13.158840007498753 0.00030734835238408706 -0.0012727066563415798 0.0030303012461476656
13.144447583333662 0.0002963486556160518 7.847495026369169e-05 0.002685256335948639
13.129984496752437 0.00029555112948320917 0.003719110250992757 0.0024359871712248326
13.115556445403726 0.0002953563101296135 -0.0050893200089969885 0.002321979788353209
13.101227126895628 0.00029328380963408095 -0.0017459192087989656 0.002328528759184065
13.0869455345518 0.00030141047927192635 0.0011870590196670183 0.0024061368557835414
13.072463076852154 0.0003140988471761211 0.0012402114177427663 0.0024771980982974027
13.057840599672089 0.0003097460599408919 0.0030846045840676227 0.002471047144915714
13.043255015792699 0.0003080662946601171 -0.0008358315484602399 0.0023829086252710446
13.028615369880928 0.0003063021084831233 -0.0027183338448442053 0.0022736083802282225
13.013933557009565 0.0003044623251570078 -0.0017011780001477557 0.002209050485631455
12.998807618939688 0.0002988841438948164 -0.0004220515942718092 0.002222084119530672
12.983929374455807 0.00029684356201119743 -0.0015503498178977538 0.002307772723578327
12.969135062144305 0.0003015023494287022 -0.0009493880382073076 0.002419310804804652
