0.830900 0.004203 1.301027e-02 3.845961e-05 
0.839306 0.004203 1.309494e-02 3.845961e-05 
0.847797 0.004245 1.298889e-02 3.641596e-05 
0.856374 0.004288 1.288516e-02 3.544781e-05 
0.865037 0.004332 1.297542e-02 3.416922e-05 
0.873789 0.004376 1.291481e-02 3.282875e-05 
0.882629 0.004420 1.288218e-02 3.184035e-05 
0.891558 0.004465 1.302147e-02 3.147940e-05 
0.900578 0.004510 1.301532e-02 3.344038e-05 
0.909688 0.004555 1.297441e-02 3.309680e-05 
0.918891 0.004602 1.305422e-02 3.011983e-05 
0.928188 0.004648 1.327822e-02 2.864058e-05 
0.937578 0.004695 1.339524e-02 2.737390e-05 
0.947063 0.004743 1.338490e-02 2.689949e-05 
0.956644 0.004791 1.340218e-02 2.649991e-05 
0.966322 0.004839 1.331928e-02 2.599620e-05 
0.976098 0.004888 1.339741e-02 2.543025e-05 
0.985973 0.004937 1.336975e-02 2.485972e-05 
0.995948 0.004987 1.325356e-02 2.459351e-05 
1.006023 0.005038 1.322887e-02 2.430874e-05 
1.016201 0.005089 1.311333e-02 2.385403e-05 
1.026482 0.005140 1.311919e-02 2.340876e-05 
1.036866 0.005192 1.302612e-02 2.298930e-05 
1.047356 0.005245 1.298735e-02 2.279635e-05 
1.057952 0.005298 1.300989e-02 2.266542e-05 
1.068654 0.005351 1.295033e-02 2.236442e-05 
1.079466 0.005406 1.297395e-02 2.216727e-05 
1.090386 0.005460 1.321605e-02 2.200884e-05 
1.101417 0.005516 1.333701e-02 2.177684e-05 
1.112560 0.005571 1.342968e-02 2.137119e-05 
1.123816 0.005628 1.345105e-02 2.102018e-05 
1.135185 0.005685 1.350665e-02 2.097409e-05 
1.146669 0.005742 1.348615e-02 2.092946e-05 
1.158270 0.005800 1.346432e-02 2.099466e-05 
1.169987 0.005859 1.349857e-02 2.073923e-05 
1.181824 0.005918 1.343936e-02 2.044144e-05 
1.193780 0.005978 1.342000e-02 2.040239e-05 
1.205857 0.006039 1.337061e-02 2.038196e-05 
1.218056 0.006100 1.330616e-02 2.041462e-05 
1.230379 0.006161 1.322797e-02 2.050031e-05 
1.242826 0.006224 1.323461e-02 2.038737e-05 
1.255400 0.006287 1.318378e-02 2.043337e-05 
1.268100 0.006350 1.317692e-02 2.059916e-05 
1.280929 0.006414 1.318888e-02 2.101049e-05 
1.293888 0.006479 1.315841e-02 2.092218e-05 
1.306978 0.006545 1.323753e-02 2.115720e-05 
1.320200 0.006611 1.331148e-02 2.140539e-05 
1.333556 0.006678 1.362829e-02 2.130615e-05 
1.347047 0.006746 1.384668e-02 2.148029e-05 
1.360675 0.006814 1.386176e-02 2.180427e-05 
1.374440 0.006883 1.400730e-02 2.203637e-05 
1.388345 0.006952 1.398948e-02 2.233167e-05 
1.402390 0.007023 1.390954e-02 2.289064e-05 
1.416578 0.007094 1.398807e-02 2.297524e-05 
1.430909 0.007166 1.397984e-02 2.321226e-05 
1.445385 0.007238 1.394854e-02 2.324253e-05 
1.460008 0.007311 1.389516e-02 2.340378e-05 
1.474778 0.007385 1.394271e-02 2.401557e-05 
1.489698 0.007460 1.388747e-02 2.419300e-05 
1.504769 0.007535 1.378964e-02 2.441946e-05 
1.519992 0.007612 1.372530e-02 2.489629e-05 
1.535369 0.007689 1.366181e-02 2.526111e-05 
1.550902 0.007766 1.363377e-02 2.567423e-05 
1.566592 0.007845 1.360525e-02 2.611312e-05 
1.582441 0.007924 1.352102e-02 2.643215e-05 
1.598450 0.008005 1.342737e-02 2.668222e-05 
1.614621 0.008086 1.339511e-02 2.720606e-05 
1.630955 0.008167 1.329757e-02 2.809747e-05 
1.647455 0.008250 1.332682e-02 2.819895e-05 
1.664122 0.008333 1.325793e-02 2.854689e-05 
1.680957 0.008418 1.323128e-02 2.909861e-05 
1.697963 0.008503 1.323461e-02 2.938285e-05 
1.715141 0.008589 1.342633e-02 3.012781e-05 
1.732492 0.008676 1.344062e-02 3.110562e-05 
1.750019 0.008764 1.359987e-02 3.164881e-05 
1.767724 0.008852 1.358331e-02 3.222600e-05 
1.785607 0.008942 1.377377e-02 3.249959e-05 
1.803672 0.009032 1.375640e-02 3.301406e-05 
1.821919 0.009124 1.377754e-02 3.371776e-05 
1.840351 0.009216 1.399374e-02 3.408531e-05 
1.858969 0.009309 1.402838e-02 3.480435e-05 
1.877776 0.009403 1.393439e-02 3.586928e-05 
1.896772 0.009498 1.388394e-02 3.661786e-05 
1.915961 0.009595 1.389012e-02 3.665705e-05 
1.935345 0.009692 1.384878e-02 3.763686e-05 
1.954924 0.009790 1.387643e-02 3.860938e-05 
1.974701 0.009889 1.398577e-02 3.878044e-05 
1.994679 0.009989 1.395023e-02 3.944190e-05 
2.014858 0.010090 1.392099e-02 4.004325e-05 
2.035242 0.010192 1.383349e-02 4.104634e-05 
2.055832 0.010295 1.371182e-02 4.211274e-05 
2.076630 0.010399 1.366714e-02 4.269019e-05 
2.097638 0.010504 1.364173e-02 4.323059e-05 
2.118860 0.010611 1.353399e-02 4.401713e-05 
2.140295 0.010718 1.342148e-02 4.485148e-05 
2.161948 0.010826 1.345459e-02 4.637265e-05 
2.183820 0.010936 1.343667e-02 4.694579e-05 
2.205913 0.011047 1.339735e-02 4.736871e-05 
2.228229 0.011158 1.338888e-02 4.834801e-05 
2.250772 0.011271 1.355516e-02 4.954658e-05 
2.273542 0.011385 1.350098e-02 5.071874e-05 
2.296543 0.011500 1.352792e-02 5.158245e-05 
2.319776 0.011617 1.351675e-02 5.259482e-05 
2.343245 0.011734 1.368614e-02 5.397187e-05 
2.366950 0.011853 1.355958e-02 5.523133e-05 
2.390896 0.011973 1.364613e-02 5.652478e-05 
2.415084 0.012094 1.374275e-02 5.819540e-05 
2.439517 0.012216 1.383707e-02 5.887796e-05 
2.464196 0.012340 1.399067e-02 6.029060e-05 
2.489126 0.012465 1.406032e-02 6.208820e-05 
2.514308 0.012591 1.396583e-02 6.343325e-05 
2.539744 0.012718 1.400048e-02 6.451067e-05 
2.565438 0.012847 1.404834e-02 6.581713e-05 
2.591391 0.012977 1.413343e-02 6.714043e-05 
2.617608 0.013108 1.413532e-02 6.888112e-05 
2.644089 0.013241 1.390648e-02 7.026004e-05 
2.670839 0.013375 1.420663e-02 7.217831e-05 
2.697859 0.013510 1.408402e-02 7.277674e-05 
2.725152 0.013647 1.412421e-02 7.460337e-05 
2.752722 0.013785 1.405400e-02 7.680998e-05 
2.780570 0.013924 1.416395e-02 7.927756e-05 
2.808700 0.014065 1.420227e-02 7.927756e-05 
